cost_id,route_id,vehicle_id,transport_mode,distance_km,base_cost,fuel_cost,driver_cost,toll_cost,handling_cost,transfer_cost,temperature_control_cost,total_cost,cost_per_kg,cost_per_km,fuel_price_index,route_id_raw
C05880,R0096,TRK010,road,432.9,2510.82,959.74,1117.94,320.21,770.12,653.45,0.0,6332.29,6.48,14.63,1.135,R096
C05881,R0058,TRK042,rail,381.7,1374.12,282.49,385.5,57.12,842.28,326.82,0.0,3268.33,0.9,8.56,0.919,R058
C05882,R0047,TRK047,rail,240.4,865.44,181.46,529.06,31.98,408.46,583.49,0.0,2599.9,1.87,10.81,1.109,R047
C05883,R0094,TRK021,road,106.2,615.96,202.52,1188.99,84.32,567.12,652.68,0.0,3311.58,0.72,31.18,1.085,R094
C05884,R0094,TRK033,rail,285.2,1026.72,209.13,455.6,46.78,387.6,330.37,0.0,2456.19,1.04,8.61,1.18,R094
C05885,R0018,TRK021,road,491.2,2848.96,943.84,1314.11,308.56,662.09,131.35,0.0,6208.91,2.46,12.64,1.057,R018
C05886,R0075,TRK035,road,50.1,290.58,103.36,961.17,36.38,628.13,434.46,0.0,2454.08,2.9,48.98,0.982,R075
C05887,R0065,TRK044,road,229.7,1332.26,470.04,1398.9,137.94,543.44,232.92,0.0,4115.49,1.12,17.92,1.043,R065
C05888,R0083,TRK023,road,170.6,989.48,387.15,968.41,107.86,816.1,525.59,0.0,3794.58,4.5,22.24,1.114,R083
C05889,R0003,TRK040,road,211.8,1228.44,434.21,1222.83,180.42,533.59,684.09,1325.99,5609.57,7.69,26.49,0.912,R003
C05890,R0090,TRK021,road,121.5,704.7,270.39,1273.75,87.26,717.47,228.83,667.63,3950.04,1.34,32.51,1.036,R090
C05891,R0029,TRK030,road,467.2,2709.76,1052.62,997.15,314.0,872.23,360.5,685.66,6991.92,2.53,14.97,0.946,R029
C05892,R0033,TRK035,road,89.5,519.1,192.46,1303.72,68.65,193.85,476.1,0.0,2753.89,0.65,30.77,1.218,R033
C05893,R0062,TRK046,road,76.7,444.86,192.81,1339.58,67.7,174.27,201.09,1442.33,3862.65,1.55,50.36,0.992,R062
C05894,R0059,TRK039,road,229.8,1332.84,499.82,1301.29,205.41,189.89,152.49,491.6,4173.34,1.37,18.16,0.929,R059
C05895,R0084,TRK028,road,299.2,1735.36,623.72,1117.66,259.09,752.61,374.14,700.26,5562.84,1.25,18.59,0.965,R084
C05896,R0044,TRK012,road,430.9,2499.22,869.29,1073.62,286.45,461.98,308.5,0.0,5499.06,1.17,12.76,1.107,R044
C05897,R0095,TRK025,rail,511.0,1839.6,367.65,407.98,68.75,629.78,644.59,983.38,4941.72,1.29,9.67,1.125,R095
C05898,R0030,TRK014,local,351.6,2883.12,1048.8,779.46,102.19,826.44,109.69,0.0,5749.7,2.21,16.35,0.975,R030
C05899,R0034,TRK039,road,441.6,2561.28,1000.37,1347.45,289.01,458.35,399.69,1229.69,7285.85,2.54,16.5,0.942,R034
C05900,R0093,TRK042,road,368.6,2137.88,779.41,1314.06,283.17,714.91,19.78,21.91,5271.12,2.73,14.3,0.934,R093
C05901,R0100,TRK046,local,440.3,3610.46,1168.99,901.16,92.53,150.63,269.28,1118.96,7312.01,2.34,16.61,0.958,R100
C05902,R0021,TRK017,local,332.1,2723.22,944.69,776.05,71.42,522.72,133.2,0.0,5171.3,1.99,15.57,1.12,R021
C05903,R0093,TRK028,road,305.9,1774.22,644.8,1270.4,257.25,252.68,111.22,0.0,4310.58,1.13,14.09,1.041,R093
C05904,R0022,TRK016,road,330.7,1918.06,733.95,1104.94,229.29,876.86,656.92,1579.74,7099.76,1.88,21.47,1.011,R022
C05905,R0080,TRK035,local,115.5,947.1,370.94,781.09,32.17,404.86,187.58,1337.85,4061.59,0.88,35.17,0.995,R080
C05906,R0077,TRK034,road,168.1,974.98,383.98,1025.32,137.14,575.09,468.99,212.66,3778.15,3.73,22.48,1.01,R077
C05907,R0066,TRK034,road,484.2,2808.36,1179.56,1002.68,328.65,818.7,364.78,0.0,6502.72,3.22,13.43,1.219,R066
C05908,R0041,TRK038,local,527.0,4321.4,1366.9,1015.15,139.74,700.79,99.18,759.61,8402.76,1.71,15.94,1.163,R041
C05909,R0023,TRK014,local,185.2,1518.64,566.67,1062.65,39.89,521.39,195.07,0.0,3904.31,3.26,21.08,1.142,R023
C05910,R0027,TRK014,local,302.1,2477.22,918.69,894.39,61.49,177.13,274.17,325.76,5128.85,1.41,16.98,1.116,R027
C05911,R0033,TRK008,road,536.3,3110.54,1201.2,1438.22,328.94,650.41,540.83,1543.28,8813.42,2.56,16.43,1.103,R033
C05912,R0046,TRK044,road,268.9,1559.62,568.56,1283.55,206.53,341.95,543.86,0.0,4504.07,3.75,16.75,1.208,R046
C05913,R0099,TRK050,road,169.9,985.42,379.23,1065.28,103.93,613.0,399.67,1639.39,5185.92,14.55,30.52,1.017,R099
C05914,R0049,TRK006,local,287.1,2354.22,917.73,763.67,85.58,154.43,243.06,0.0,4518.68,2.04,15.74,1.026,R049
C05915,R0089,TRK046,local,184.4,1512.08,492.1,995.43,38.49,688.12,13.59,25.06,3764.86,1.1,20.42,0.949,R089
C05916,R0082,TRK017,local,350.0,2870.0,1023.56,765.0,99.12,403.72,154.25,1503.23,6818.87,10.66,19.48,1.226,R082
C05917,R0027,TRK001,local,460.2,3773.64,1156.96,1070.04,102.97,545.76,146.43,0.0,6795.79,3.29,14.77,0.985,R027
C05918,R0074,TRK042,road,205.0,1189.0,448.21,1177.83,140.35,562.88,458.22,1255.74,5232.23,5.21,25.52,0.969,R074
C05919,R0071,TRK019,road,402.9,2336.82,894.42,1409.6,351.26,698.49,357.0,0.0,6047.58,1.66,15.01,1.238,R071
C05920,R0071,TRK042,road,226.7,1314.86,468.85,1383.06,165.85,633.01,588.73,1346.71,5901.07,7.12,26.03,1.118,R071
C05921,R0089,TRK009,road,450.5,2612.9,890.81,1290.85,321.21,860.73,126.75,0.0,6103.25,2.62,13.55,1.062,R089
C05922,R0088,TRK022,rail,544.0,1958.4,389.94,466.11,96.16,219.27,556.19,396.66,4082.72,1.24,7.5,1.15,R088
C05923,R0015,TRK041,road,467.4,2710.92,1083.3,1054.14,396.96,450.12,126.04,95.95,5917.41,1.2,12.66,0.999,R015
C05924,R0030,TRK004,road,532.7,3089.66,1009.47,1196.2,465.89,503.72,358.06,1661.82,8284.82,9.56,15.55,1.049,R030
C05925,R0018,TRK009,road,506.4,2937.12,1094.2,1099.77,371.9,614.03,136.76,1149.26,7403.04,5.74,14.62,0.932,R018
C05926,R0023,TRK035,local,454.8,3729.36,1177.33,813.04,128.94,198.2,40.27,0.0,6087.13,9.52,13.38,1.183,R023
C05927,R0054,TRK017,road,210.7,1222.06,489.91,1174.03,176.45,801.13,520.17,0.0,4383.74,0.97,20.81,1.247,R054
C05928,R0055,TRK007,road,168.8,979.04,408.42,1229.4,146.89,208.9,607.42,0.0,3580.08,1.65,21.21,1.05,R055
C05929,R0034,TRK013,rail,368.9,1328.04,275.13,453.81,62.01,188.52,697.79,1636.84,4642.14,2.37,12.58,1.074,R034
C05930,R0038,TRK038,road,168.6,977.88,420.61,1021.5,135.06,431.44,514.97,0.0,3501.47,0.89,20.77,0.923,R038
C05931,R0045,TRK022,road,266.6,1546.28,595.24,1166.22,239.07,472.95,213.65,0.0,4233.41,3.35,15.88,0.922,R045
C05932,R0064,TRK011,road,521.9,3027.02,1050.11,1038.65,435.55,731.93,337.49,0.0,6620.76,1.71,12.69,0.939,R064
C05933,R0088,TRK035,local,294.0,2410.8,832.48,951.42,72.97,242.66,176.19,785.37,5471.89,1.2,18.61,1.074,R088
C05934,R0010,TRK017,rail,46.5,167.4,42.14,392.77,8.14,642.65,536.28,1698.32,3487.7,2.42,75.0,0.902,R010
C05935,R0061,TRK016,local,115.3,945.46,307.24,835.85,24.58,604.88,198.41,0.0,2916.41,4.3,25.29,0.964,R061
C05936,R0010,TRK046,road,388.3,2252.14,892.68,1079.51,335.67,860.8,554.84,0.0,5975.64,2.94,15.39,0.908,R010
C05937,R0031,TRK023,local,463.6,3801.52,1357.27,1010.94,116.91,776.22,8.12,0.0,7070.97,5.55,15.25,1.176,R031
C05938,R0056,TRK018,rail,265.2,954.72,215.82,527.29,43.55,196.43,588.28,0.0,2526.08,1.32,9.53,0.909,R056
C05939,R0028,TRK020,road,181.1,1050.38,340.0,1018.97,132.14,879.36,20.95,0.0,3441.8,0.75,19.0,1.202,R028
C05940,R0030,TRK047,local,188.6,1546.52,544.34,997.71,49.7,197.44,229.4,0.0,3565.11,1.37,18.9,1.246,R030
C05941,R0068,TRK009,road,131.3,761.54,250.56,1366.17,96.97,341.95,281.25,88.04,3186.47,0.73,24.27,1.185,R068
C05942,R0046,TRK002,rail,368.0,1324.8,270.3,491.14,56.7,471.31,178.71,1306.8,4099.75,1.83,11.14,1.143,R046
C05943,R0074,TRK033,road,218.6,1267.88,545.02,1097.53,133.23,250.69,375.58,0.0,3669.93,1.42,16.79,1.028,R074
C05944,R0049,TRK002,local,42.9,351.78,134.5,1023.14,11.19,573.54,278.01,1519.47,3891.63,1.24,90.71,1.087,R049
C05945,R0059,TRK044,road,539.9,3131.42,1098.12,1028.21,406.84,499.44,666.77,0.0,6830.8,1.37,12.65,0.921,R059
C05946,R0076,TRK016,rail,190.2,684.72,140.81,422.94,26.68,643.01,620.29,0.0,2538.44,2.55,13.35,1.209,R076
C05947,R0065,TRK044,local,51.2,419.84,133.07,745.86,12.53,152.8,13.67,1123.75,2601.51,1.1,50.81,1.008,R065
C05948,R0069,TRK005,rail,158.5,570.6,116.03,494.55,19.86,411.83,459.21,0.0,2072.07,1.16,13.07,0.922,R069
C05949,R0025,TRK018,road,288.8,1675.04,624.65,1429.73,244.95,335.9,110.56,493.75,4914.58,3.81,17.02,0.983,R025
C05950,R0088,TRK023,road,73.2,424.56,163.2,1124.46,60.67,612.94,366.58,0.0,2752.41,1.85,37.6,1.068,R088
C05951,R0063,TRK014,road,494.0,2865.2,1140.82,1396.87,304.01,745.54,324.18,0.0,6776.62,1.97,13.72,1.015,R063
C05952,R0067,TRK031,road,471.0,2731.8,973.69,1081.03,406.09,763.17,360.56,98.09,6414.43,1.8,13.62,1.171,R067
C05953,R0066,TRK017,rail,66.9,240.84,61.08,447.32,10.58,773.83,139.93,0.0,1673.58,1.23,25.02,1.126,R066
C05954,R0035,TRK011,road,119.8,694.84,246.84,1146.05,105.89,250.93,114.46,1674.54,4233.55,2.81,35.34,1.243,R035
C05955,R0067,TRK037,road,242.9,1408.82,534.74,1141.11,210.42,346.85,395.76,153.14,4190.85,0.94,17.25,0.957,R067
C05956,R0048,TRK020,road,407.3,2362.34,892.74,1107.55,303.42,487.24,317.23,249.26,5719.78,1.4,14.04,1.103,R048
C05957,R0042,TRK023,road,332.9,1930.82,661.52,1051.53,221.12,269.59,292.92,0.0,4427.49,1.87,13.3,0.904,R042
C05958,R0025,TRK046,local,450.4,3693.28,1379.71,901.86,126.92,432.06,263.6,0.0,6797.44,1.69,15.09,1.184,R025
C05959,R0041,TRK003,road,326.5,1893.7,691.11,1168.8,216.71,804.79,478.21,460.53,5713.85,7.11,17.5,1.013,R041
C05960,R0099,TRK021,local,178.9,1466.98,570.05,994.01,48.22,209.79,149.52,0.0,3438.57,1.9,19.22,1.173,R099
C05961,R0008,TRK037,road,52.5,304.5,116.57,973.54,47.23,506.57,130.07,0.0,2078.48,2.0,39.59,1.134,R008
C05962,R0075,TRK012,road,250.5,1452.9,566.94,1416.61,169.01,390.42,144.47,872.94,5013.29,1.1,20.01,0.935,R075
C05963,R0017,TRK048,road,36.0,208.8,85.36,1401.11,25.53,565.47,570.83,1321.52,4178.62,1.78,116.07,1.112,R017
C05964,R0100,TRK048,road,117.5,681.5,223.67,985.56,94.65,648.25,479.42,1030.4,4143.43,0.93,35.26,1.061,R100
C05965,R0086,TRK004,road,41.4,240.12,89.82,1224.24,27.36,318.16,102.9,0.0,2002.6,0.53,48.37,0.944,R086
C05966,R0068,TRK023,road,326.1,1891.38,696.49,1140.02,219.64,511.72,322.7,0.0,4781.96,1.38,14.66,1.117,R068
C05967,R0083,TRK024,road,240.8,1396.64,559.31,1432.71,158.54,771.67,343.6,424.01,5086.48,9.02,21.12,0.923,R083
C05968,R0075,TRK033,road,408.4,2368.72,1003.09,1304.82,259.91,353.6,488.78,0.0,5778.92,3.12,14.15,0.916,R075
C05969,R0004,TRK003,road,350.9,2035.22,733.87,1202.07,250.56,609.05,19.15,50.18,4900.11,5.53,13.96,1.187,R004
C05970,R0004,TRK009,road,262.7,1523.66,527.68,1333.73,190.56,211.06,269.33,0.0,4056.02,5.73,15.44,1.002,R004
C05971,R0086,TRK017,road,403.1,2337.98,830.42,1019.12,299.63,465.57,105.28,0.0,5058.0,6.59,12.55,0.981,R086
C05972,R0043,TRK009,road,541.3,3139.54,1082.27,992.68,410.0,818.12,678.46,0.0,7121.08,1.88,13.16,1.194,R043
C05973,R0049,TRK006,road,492.5,2856.5,1046.15,1236.86,410.41,369.49,220.9,0.0,6140.31,16.23,12.47,0.908,R049
C05974,R0022,TRK038,road,443.3,2571.14,1083.75,1210.79,280.04,402.49,315.73,0.0,5863.94,3.26,13.23,1.247,R022
C05975,R0075,TRK026,road,309.2,1793.36,781.89,1394.66,201.51,270.45,339.24,0.0,4781.11,5.21,15.46,0.91,R075
C05976,R0001,TRK003,road,52.1,302.18,115.66,1214.35,42.13,819.04,666.4,0.0,3159.76,0.91,60.65,0.997,R001
C05977,R0023,TRK019,rail,102.5,369.0,70.63,365.26,15.03,288.75,13.09,0.0,1121.77,0.65,10.94,0.958,R023
C05978,R0062,TRK013,road,93.7,543.46,205.06,1235.29,63.12,692.15,121.74,0.0,2860.82,0.81,30.53,0.956,R062
C05979,R0075,TRK004,road,479.9,2783.42,1156.98,1369.55,300.01,527.91,65.56,0.0,6203.43,1.36,12.93,1.089,R075
C05980,R0057,TRK049,road,542.3,3145.34,1250.56,1067.3,443.89,155.89,362.56,195.14,6620.68,20.07,12.21,1.232,R057
C05981,R0043,TRK024,road,517.1,2999.18,1085.42,1207.26,387.26,580.16,576.14,0.0,6835.43,5.75,13.22,0.998,R043
C05982,R0032,TRK008,road,313.0,1815.4,670.78,1236.49,278.45,875.26,683.54,348.62,5908.55,1.63,18.88,0.996,R032
C05983,R0032,TRK005,local,478.3,3922.06,1356.06,762.35,131.92,560.97,242.29,0.0,6975.66,1.69,14.58,1.013,R032
C05984,R0078,TRK009,local,367.4,3012.68,977.91,825.8,106.46,502.79,198.21,0.0,5623.84,2.42,15.31,1.07,R078
C05985,R0012,TRK002,local,374.2,3068.44,957.67,1073.21,82.31,859.45,7.64,1495.21,7543.93,2.11,20.16,0.991,R012
C05986,R0038,TRK045,rail,215.2,774.72,153.18,360.2,35.82,385.71,336.46,0.0,2046.09,4.18,9.51,1.037,R038
C05987,R0088,TRK019,local,290.5,2382.1,761.62,746.16,83.77,596.38,192.07,0.0,4762.1,0.98,16.39,1.002,R088
C05988,R0039,TRK028,road,55.5,321.9,108.66,1309.08,48.81,597.48,345.23,0.0,2731.16,6.46,49.21,1.216,R039
C05989,R0003,TRK009,road,495.9,2876.22,1037.48,1176.18,303.86,195.14,402.62,0.0,5991.49,3.5,12.08,1.031,R003
C05990,R0080,TRK037,road,60.2,349.16,145.31,1181.4,36.59,371.89,88.19,0.0,2172.54,1.84,36.09,1.232,R080
C05991,R0044,TRK003,rail,32.3,116.28,25.39,433.82,4.68,531.46,409.09,0.0,1520.72,0.43,47.08,1.037,R044
C05992,R0088,TRK020,road,287.5,1667.5,595.96,1403.96,204.65,760.59,164.38,914.08,5711.12,1.64,19.86,0.915,R088
C05993,R0062,TRK030,road,273.7,1587.46,638.62,1328.76,199.53,279.94,190.21,0.0,4224.52,1.37,15.43,1.185,R062
C05994,R0062,TRK033,road,433.9,2516.62,857.61,1158.01,355.07,621.59,122.26,0.0,5631.16,1.4,12.98,1.103,R062
C05995,R0005,TRK032,rail,30.6,110.16,21.26,368.64,5.18,647.15,669.14,0.0,1821.52,0.61,59.53,1.234,R005
C05996,R0031,TRK002,road,293.6,1702.88,732.17,1092.2,180.04,393.2,435.16,1154.83,5690.48,1.32,19.38,1.021,R031
C05997,R0030,TRK009,road,226.2,1311.96,561.14,1032.53,169.0,609.8,29.9,847.75,4562.07,1.86,20.17,0.982,R030
C05998,R0058,TRK028,local,58.7,481.34,175.7,814.12,14.44,159.33,174.14,0.0,1819.07,3.56,30.99,1.021,R058
C05999,R0059,TRK048,road,40.7,236.06,77.99,1288.19,34.67,508.06,630.26,0.0,2775.22,0.65,68.19,1.237,R059
C06000,R0046,TRK019,road,401.1,2326.38,863.83,1159.81,343.26,725.19,268.28,0.0,5686.75,6.8,14.18,1.02,R046
C06001,R0021,TRK027,road,435.2,2524.16,861.28,1308.72,296.64,289.98,108.64,651.23,6040.65,1.37,13.88,0.961,R021
C06002,R0083,TRK044,road,491.4,2850.12,1115.88,1044.87,350.2,836.56,24.2,318.92,6540.74,1.75,13.31,1.047,R083
C06003,R0019,TRK019,road,506.2,2935.96,1256.93,1167.58,371.63,373.19,368.01,265.07,6738.37,4.65,13.31,0.917,R019
C06004,R0021,TRK031,rail,342.5,1233.0,289.46,495.99,55.42,665.28,415.54,174.82,3329.51,1.36,9.72,1.184,R021
C06005,R0034,TRK019,rail,84.8,305.28,76.68,522.82,11.76,516.56,670.87,0.0,2103.97,0.66,24.81,1.168,R034
C06006,R0076,TRK009,road,214.8,1245.84,536.13,1382.62,169.99,248.71,14.12,0.0,3597.39,1.38,16.75,1.133,R076
C06007,R0066,TRK041,rail,60.6,218.16,44.81,446.77,9.55,642.14,160.49,1107.5,2629.41,0.98,43.39,1.016,R066
C06008,R0001,TRK005,local,206.8,1695.76,496.67,964.16,53.83,185.87,49.6,720.4,4166.29,2.28,20.15,0.929,R001
C06009,R0065,TRK005,road,285.1,1653.58,640.59,1116.21,214.18,683.52,374.73,0.0,4682.8,1.08,16.43,1.049,R065
C06010,R0017,TRK043,road,433.6,2514.88,886.72,1279.7,311.91,369.95,642.62,0.0,6005.78,1.25,13.85,0.941,R017
C06011,R0034,TRK016,road,445.5,2583.9,899.39,1382.82,297.12,877.2,230.43,1637.26,7908.12,2.3,17.75,1.051,R034
C06012,R0032,TRK031,rail,408.2,1469.52,343.58,517.27,62.18,775.6,67.76,0.0,3235.9,0.74,7.93,1.072,R032
C06013,R0073,TRK012,road,36.1,209.38,76.23,1041.4,25.63,373.02,624.08,788.66,3138.4,0.76,86.94,1.173,R073
C06014,R0008,TRK011,road,465.2,2698.16,920.78,1359.61,294.73,311.36,378.67,0.0,5963.31,15.99,12.82,0.951,R008
C06015,R0067,TRK026,road,275.2,1596.16,642.23,1426.19,244.93,373.28,57.72,0.0,4340.51,1.95,15.77,1.141,R067
C06016,R0056,TRK047,road,485.0,2813.0,954.5,1090.85,361.51,874.64,134.96,0.0,6229.46,1.63,12.84,1.209,R056
C06017,R0026,TRK022,road,98.0,568.4,240.34,1180.51,68.94,562.8,525.73,0.0,3146.72,0.77,32.11,1.008,R026
C06018,R0044,TRK015,road,255.2,1480.16,593.73,1417.47,217.48,415.75,497.34,1484.72,6106.65,1.99,23.93,0.957,R044
C06019,R0049,TRK021,road,476.8,2765.44,964.88,1197.63,334.06,760.0,315.88,0.0,6337.88,8.42,13.29,1.222,R049
C06020,R0048,TRK041,road,392.5,2276.5,743.35,1226.41,264.94,465.26,392.29,891.48,6260.21,1.41,15.95,0.967,R048
C06021,R0084,TRK047,rail,49.5,178.2,39.23,467.01,6.56,649.03,631.06,0.0,1971.1,1.05,39.82,1.231,R084
C06022,R0090,TRK006,road,447.7,2596.66,1008.98,1057.38,379.21,824.64,497.8,0.0,6364.67,3.7,14.22,1.187,R090
C06023,R0073,TRK021,road,357.8,2075.24,859.3,1042.89,321.93,355.36,210.76,0.0,4865.48,1.13,13.6,1.17,R073
C06024,R0094,TRK016,road,388.4,2252.72,861.04,1346.74,274.89,464.09,88.9,0.0,5288.38,2.86,13.62,0.941,R094
C06025,R0053,TRK042,road,412.9,2394.82,872.54,1422.76,317.87,877.33,339.94,282.19,6507.45,7.88,15.76,0.973,R053
C06026,R0076,TRK008,road,194.2,1126.36,415.27,1072.49,145.9,440.32,603.25,0.0,3803.59,1.32,19.59,0.973,R076
C06027,R0061,TRK018,rail,198.7,715.32,164.57,396.8,32.13,629.54,91.72,0.0,2030.08,1.75,10.22,1.08,R061
C06028,R0065,TRK037,road,115.6,670.48,266.55,1052.1,69.88,840.36,516.08,0.0,3415.45,4.02,29.55,1.138,R065
C06029,R0050,TRK047,road,122.9,712.82,230.31,1344.83,92.39,451.94,631.88,1260.41,4724.58,1.8,38.44,1.131,R050
C06030,R0002,TRK018,road,496.7,2880.86,1066.32,1307.74,308.78,597.32,605.78,1039.97,7806.78,7.64,15.72,0.999,R002
C06031,R0040,TRK038,local,56.7,464.94,148.09,823.03,14.65,248.13,230.21,1795.97,3725.01,3.06,65.7,0.957,R040
C06032,R0085,TRK028,road,386.7,2242.86,791.75,970.42,312.61,859.29,123.03,1038.08,6338.05,1.54,16.39,0.976,R085
C06033,R0093,TRK029,local,71.3,584.66,191.43,1054.14,15.53,283.72,258.12,0.0,2387.59,2.42,33.49,1.134,R093
C06034,R0025,TRK037,rail,158.0,568.8,116.5,433.17,21.34,682.62,442.94,0.0,2265.37,0.68,14.34,1.052,R025
C06035,R0032,TRK030,road,83.1,481.98,203.33,1423.19,62.57,310.44,89.35,0.0,2570.87,2.52,30.94,0.905,R032
C06036,R0054,TRK025,local,496.1,4068.02,1537.14,1042.74,148.06,564.49,187.26,1397.88,8945.58,2.2,18.03,1.121,R054
C06037,R0058,TRK024,road,312.6,1813.08,600.96,1043.63,194.15,717.29,92.65,223.56,4685.32,5.84,14.99,1.153,R058
C06038,R0060,TRK005,road,392.2,2274.76,956.27,1341.54,269.86,606.24,125.44,0.0,5574.11,1.72,14.21,1.041,R060
C06039,R0046,TRK045,road,122.1,708.18,239.76,1110.31,97.6,334.57,120.73,0.0,2611.16,1.16,21.39,0.981,R046
C06040,R0090,TRK017,road,188.8,1095.04,428.97,1116.8,141.38,891.72,578.3,0.0,4252.21,5.85,22.52,1.024,R090
C06041,R0011,TRK020,local,70.6,578.92,176.12,1050.76,18.74,243.3,109.93,0.0,2177.77,1.0,30.85,1.077,R011
C06042,R0025,TRK016,local,518.7,4253.34,1610.32,1031.44,111.26,574.62,0.53,0.0,7581.51,2.15,14.62,1.207,R025
C06043,R0065,TRK036,road,66.9,388.02,168.26,1183.61,59.19,760.72,420.52,0.0,2980.32,0.65,44.55,0.971,R065
C06044,R0013,TRK005,road,327.2,1897.76,708.68,1146.74,202.05,386.8,2.53,0.0,4344.56,0.9,13.28,1.243,R013
C06045,R0063,TRK007,local,419.0,3435.8,1148.87,1014.07,104.35,188.8,248.08,0.0,6139.98,4.38,14.65,0.982,R063
C06046,R0013,TRK025,road,454.6,2636.68,1040.63,1198.17,306.65,510.48,90.04,0.0,5782.66,2.73,12.72,1.231,R013
C06047,R0084,TRK007,road,219.6,1273.68,465.96,1384.45,174.42,319.05,685.08,0.0,4302.64,1.3,19.59,1.084,R084
C06048,R0041,TRK022,road,106.9,620.02,219.61,1346.66,66.53,682.98,462.61,0.0,3398.4,7.65,31.79,0.952,R041
C06049,R0001,TRK006,road,272.8,1582.24,560.81,1415.04,227.43,527.68,221.05,0.0,4534.23,0.91,16.62,1.05,R001
C06050,R0064,TRK016,road,214.2,1242.36,508.83,1438.09,174.88,207.23,140.2,299.62,4011.21,1.13,18.73,1.248,R064
C06051,R0034,TRK004,local,291.2,2387.84,716.17,944.34,82.69,886.21,186.82,0.0,5204.06,1.23,17.87,1.244,R034
C06052,R0003,TRK046,local,492.8,4040.96,1357.64,741.44,146.02,276.27,240.74,0.0,6803.06,1.78,13.8,0.967,R003
C06053,R0014,TRK046,road,206.8,1199.44,398.65,1024.77,150.28,296.33,256.3,0.0,3325.77,0.74,16.08,1.229,R014
C06054,R0090,TRK036,road,320.3,1857.74,613.48,973.01,269.36,556.86,61.51,1476.5,5808.46,2.31,18.13,1.237,R090
C06055,R0074,TRK046,local,63.2,518.24,200.95,739.85,16.43,843.23,196.98,1175.56,3691.25,1.27,58.41,1.095,R074
C06056,R0005,TRK005,rail,214.1,770.76,158.74,532.85,26.04,825.43,671.83,0.0,2985.65,3.81,13.95,0.962,R005
C06057,R0029,TRK023,local,294.4,2414.08,786.0,1068.39,79.25,824.74,249.63,547.46,5969.55,1.91,20.28,1.155,R029
C06058,R0066,TRK038,road,427.9,2481.82,945.31,1436.35,352.74,376.64,59.66,0.0,5652.51,12.08,13.21,0.95,R066
C06059,R0042,TRK021,road,284.2,1648.36,598.81,997.22,222.22,807.0,184.63,0.0,4458.24,0.98,15.69,0.933,R042
C06060,R0100,TRK020,local,527.1,4322.22,1512.12,927.46,114.95,527.91,74.03,932.7,8411.39,2.47,15.96,1.155,R100
C06061,R0027,TRK007,road,524.5,3042.1,1174.33,1016.94,381.84,564.83,178.33,0.0,6358.36,7.53,12.12,0.969,R027
C06062,R0033,TRK048,road,513.1,2975.98,1068.66,1096.4,324.73,587.0,636.74,962.19,7651.71,1.56,14.91,1.051,R033
C06063,R0095,TRK027,local,31.0,254.2,89.54,1071.91,8.57,458.85,294.26,330.59,2507.92,2.0,80.9,0.951,R095
C06064,R0053,TRK038,road,225.5,1307.9,475.25,1362.31,155.05,675.46,409.05,0.0,4385.02,2.47,19.45,1.011,R053
C06065,R0096,TRK016,local,36.6,300.12,101.82,781.15,7.57,659.86,211.31,0.0,2061.83,1.24,56.33,1.168,R096
C06066,R0079,TRK048,road,235.2,1364.16,584.08,1436.18,191.9,391.85,286.37,0.0,4254.54,1.02,18.09,1.085,R079
C06067,R0049,TRK022,rail,401.8,1446.48,354.05,450.16,70.71,564.71,471.89,0.0,3358.01,0.98,8.36,1.17,R049
C06068,R0048,TRK041,road,144.4,837.52,333.44,1055.25,128.84,206.72,678.9,0.0,3240.67,0.69,22.44,0.901,R048
C06069,R0074,TRK028,road,365.5,2119.9,812.86,1173.37,256.42,315.54,686.1,1005.75,6369.95,2.16,17.43,1.157,R074
C06070,R0077,TRK021,road,382.5,2218.5,812.53,1113.1,261.67,748.49,188.08,0.0,5342.37,4.07,13.97,0.99,R077
C06071,R0032,TRK044,road,417.9,2423.82,883.51,1241.4,362.38,619.88,549.72,0.0,6080.71,1.94,14.55,1.228,R032
C06072,R0028,TRK046,local,432.8,3548.96,1334.3,861.44,95.63,210.58,287.42,679.21,7017.54,2.88,16.21,0.908,R028
C06073,R0075,TRK026,rail,308.0,1108.8,250.28,364.89,48.41,228.05,83.41,526.45,2610.29,0.57,8.47,0.912,R075
C06074,R0066,TRK041,local,447.9,3672.78,1208.97,786.9,92.15,490.3,101.04,1332.18,7684.32,2.41,17.16,0.937,R066
C06075,R0082,TRK041,road,543.6,3152.88,1023.75,973.06,368.17,897.05,431.48,0.0,6846.39,1.81,12.59,0.915,R082
C06076,R0021,TRK039,road,31.8,184.44,63.39,1230.19,20.57,830.6,265.58,1269.02,3863.79,0.94,121.5,0.903,R021
C06077,R0011,TRK020,road,470.9,2731.22,1081.4,986.2,303.73,756.53,403.47,0.0,6262.55,3.14,13.3,0.921,R011
C06078,R0097,TRK039,road,31.8,184.44,63.43,1414.01,24.69,405.14,579.08,0.0,2670.79,1.19,83.99,1.018,R097
C06079,R0048,TRK017,local,335.9,2754.38,927.69,848.49,68.07,603.96,1.17,0.0,5203.75,3.0,15.49,1.017,R048
C06080,R0088,TRK046,road,409.4,2374.52,1033.03,1053.49,349.25,656.99,27.1,0.0,5494.38,1.17,13.42,1.014,R088
