handling_id,shipment_id,route_id,hub_id,vehicle_id,transfer_type,product_category,cargo_weight_kg,arrival_timestamp,departure_timestamp,handling_time_hours,loading_time_hours,unloading_time_hours,queue_time_hours,temperature_during_handling_c,temperature_excursion,damage_incident,handling_cost,transfer_delay_hours,route_id_raw,shipment_id_raw,hub_id_raw,hub_number,hub_id_mapped
H07488,HS000336,R0052,HUB09,TRK025,cross_dock,pharma,996.6,2026-07-24 18:56:00,2026-07-24 22:42:48,2.43,0.26,0.76,1.35,3.13,0,0,833.65,2.2,R052,S00336,HUB09,9,H009
H07489,HS001001,R0036,HUB17,TRK048,warehouse,rice,1556.3,2025-01-06 06:10:00,2025-01-06 07:22:36,1.05,0.26,0.39,0.16,26.88,0,0,410.16,0.55,R036,S01001,HUB17,17,
H07490,HS000567,R0064,HUB18,TRK006,cross_dock,vegetables,1955.5,2026-06-09 18:34:00,2026-06-09 19:50:48,0.9,0.8,0.23,0.38,7.43,0,0,512.5,0.62,R064,S00567,HUB18,18,
H07491,HS001155,R0099,HUB06,TRK033,cross_dock,fish,769.5,2026-06-29 07:44:00,2026-06-29 08:51:48,1.1,1.15,0.83,0.03,2.02,0,0,564.33,0.68,R099,S01155,HUB06,6,H006
H07492,HS000526,R0076,HUB12,TRK016,vehicle_change,dairy,1879.9,2025-10-28 04:47:00,2025-10-28 07:51:48,2.42,0.53,0.35,0.66,5.81,0,0,875.07,1.27,R076,S00526,HUB12,12,H012
H07493,HS001247,R0097,HUB10,TRK050,cross_dock,dairy,183.0,2025-04-17 01:11:00,2025-04-17 03:24:12,2.12,1.01,0.96,0.1,4.39,0,0,607.01,0.45,R097,S01247,HUB10,10,H010
H07494,HS001344,R0091,HUB09,TRK038,vehicle_change,mango,432.4,2026-05-20 10:56:00,2026-05-20 12:57:12,1.53,1.08,0.47,0.49,13.63,1,0,526.95,1.17,R091,S01344,HUB09,9,H009
H07495,HS001152,R0014,HUB15,TRK034,cross_dock,rice,246.3,2025-10-22 03:47:00,2025-10-22 06:22:24,1.87,1.12,0.72,0.72,26.79,0,0,782.31,1.36,R014,S01152,HUB15,15,H015
H07496,HS000403,R0096,HUB03,TRK008,cross_dock,mango,668.6,2026-05-18 05:32:00,2026-05-18 06:43:24,0.67,0.72,1.3,0.52,18.36,1,0,465.82,1.0,R096,S00403,HUB03,3,H003
H07497,HS000199,R0083,HUB17,TRK045,mode_change,dairy,1959.9,2026-08-20 13:43:00,2026-08-20 15:52:00,1.51,0.2,0.52,0.64,2.34,0,0,711.99,1.14,R083,S00199,HUB17,17,
H07498,HS001290,R0001,HUB01,TRK041,cross_dock,fish,910.6,2026-06-17 22:21:00,2026-06-17 23:48:00,0.84,0.67,0.46,0.61,3.98,0,0,550.86,0.97,R001,S01290,HUB01,1,H001
H07499,HS000046,R0005,HUB10,TRK038,warehouse,grains,206.7,2025-06-13 16:59:00,2025-06-13 22:03:09,2.32,0.32,1.25,2.749316484623181,20.28,0,0,860.55,3.24,R005,S00046,HUB10,10,H010
H07500,HS001383,R0052,HUB08,TRK029,vehicle_change,pharma,865.9,2025-01-07 16:36:00,2025-01-07 19:03:00,1.12,0.18,0.96,1.33,5.53,0,0,524.81,1.8,R052,S01383,HUB08,8,H008
H07501,HS000541,R0016,HUB19,TRK003,vehicle_change,grains,528.7,2026-04-02 07:11:00,2026-04-02 08:27:48,0.9,0.38,0.35,0.38,21.35,0,0,364.57,0.56,R016,S00541,HUB19,19,
H07502,HS001359,R0064,HUB17,TRK042,warehouse,pharma,1028.7,2025-07-31 18:05:00,2025-07-31 22:39:17,2.25,0.64,0.53,2.321394363593318,3.09,0,0,784.93,2.9,R064,S01359,HUB17,17,
H07503,HS000646,R0041,HUB06,TRK036,mode_change,pharma,1130.7,2026-03-16 20:12:00,2026-03-16 21:57:00,0.76,0.42,0.85,0.99,6.74,0,0,465.76,1.23,R041,S00646,HUB06,6,H006
H07504,HS000524,R0076,HUB06,TRK008,mode_change,fish,557.0,2026-06-28 20:05:00,2026-06-28 23:21:12,1.6,1.04,1.1,1.67,1.34,0,0,619.1,2.37,R076,S00524,HUB06,6,H006
H07505,HS000287,R0052,HUB06,TRK024,mode_change,grains,627.2,2026-06-05 01:47:00,2026-06-05 04:27:12,1.35,0.34,0.41,1.32,18.42,0,0,606.32,1.99,R052,S00287,HUB06,6,H006
H07506,HS000202,R0066,HUB18,TRK048,vehicle_change,pharma,275.9,2026-07-27 15:15:00,2026-07-27 16:55:48,0.87,0.48,0.96,0.81,2.45,0,0,414.47,1.28,R066,S00202,HUB18,18,
H07507,HS000419,R0052,HUB17,TRK039,cross_dock,grains,787.2,2025-10-20 21:25:00,2025-10-21 00:20:12,1.76,1.08,1.15,1.16,20.15,0,0,787.87,1.88,R052,S00419,HUB17,17,
H07508,HS000784,R0045,HUB13,TRK025,cross_dock,grains,689.3,2025-06-25 19:49:00,2025-06-26 01:20:29,0.74,1.03,0.95,4.784726174418263,29.4,0,0,748.84,5.09,R045,S00784,HUB13,13,H013
H07509,HS000046,R0079,HUB19,TRK015,cross_dock,grains,735.0,2025-08-15 18:27:00,2025-08-15 20:33:36,1.22,0.79,0.5,0.89,23.62,0,0,590.53,1.16,R079,S00046,HUB19,19,
H07510,HS001246,R0070,HUB19,TRK002,vehicle_change,fish,321.5,2025-11-25 08:56:00,2025-11-25 11:27:12,0.93,0.72,0.93,1.59,2.23,0,0,443.85,1.82,R070,S01246,HUB19,19,
H07511,HS001367,R0038,HUB20,TRK005,cross_dock,grains,99.6,2025-09-21 02:06:00,2025-09-21 07:14:24,1.78,0.53,1.27,3.36,31.05,0,0,745.38,4.05,R038,S01367,HUB20,20,
H07512,HS001223,R0062,HUB05,TRK005,mode_change,grains,1628.6,2026-06-10 01:44:00,2026-06-10 04:59:36,0.51,0.94,1.08,2.75,28.33,0,0,476.32,2.83,R062,S01223,HUB05,5,H005
H07513,HS001039,R0062,HUB15,TRK043,vehicle_change,vegetables,579.9,2026-07-26 12:12:00,2026-07-26 15:34:12,2.39,0.57,0.85,0.98,5.08,0,0,676.75,1.63,R062,S01039,HUB15,15,H015
H07514,HS000853,R0084,HUB07,TRK025,mode_change,grains,584.0,2025-02-25 10:15:00,2025-02-25 12:19:48,1.31,0.35,0.72,0.77,22.97,0,0,568.21,1.42,R084,S00853,HUB07,7,H007
H07515,HS001463,R0080,HUB10,TRK047,warehouse,rice,908.8,2025-02-03 11:01:00,2025-02-03 13:17:12,1.87,0.62,0.33,0.4,18.26,0,0,620.37,0.73,R080,S01463,HUB10,10,H010
H07516,HS000645,R0038,HUB01,TRK040,warehouse,fish,320.0,2026-05-19 18:03:00,2026-05-19 23:59:56,1.89,0.65,0.98,4.059096123878884,3.15,0,0,906.28,4.71,R038,S00645,HUB01,1,H001
H07517,HS000471,R0019,HUB20,TRK047,vehicle_change,vegetables,413.2,2025-03-29 01:58:00,2025-03-29 05:03:24,0.93,0.95,0.37,2.16,4.56,0,0,569.38,2.45,R019,S00471,HUB20,20,
H07518,HS000813,R0056,HUB08,TRK028,cross_dock,mango,583.7,2025-07-10 08:47:00,2025-07-10 09:14:36,0.23,0.52,0.29,0.23,9.11,0,1,756.63,0.51,R056,S00813,HUB08,8,H008
H07519,HS000249,R0007,HUB02,TRK039,warehouse,fish,220.3,2026-01-26 21:16:00,2026-01-27 01:19:00,2.4,0.18,0.96,1.65,2.9,0,0,727.09,2.33,R007,S00249,HUB02,2,H002
H07520,HS000303,R0032,HUB19,TRK020,cross_dock,mango,1637.7,2025-01-21 22:22:00,2025-01-21 22:38:12,0.25,0.63,0.78,0.02,9.51,0,0,339.32,0.27,R032,S00303,HUB19,19,
H07521,HS000699,R0005,HUB05,TRK007,warehouse,mango,1781.2,2025-03-31 03:53:00,2025-03-31 07:14:00,0.56,0.85,0.39,2.79,8.86,0,0,517.64,3.1,R005,S00699,HUB05,5,H005
H07522,HS000400,R0077,HUB02,TRK012,vehicle_change,mango,926.4,2026-04-08 22:59:00,2026-04-09 01:35:36,2.32,0.6,0.69,0.29,14.95,1,0,609.61,0.72,R077,S00400,HUB02,2,H002
H07523,HS001388,R0081,HUB07,TRK044,cross_dock,grains,1463.8,2025-07-31 21:30:00,2025-07-31 23:56:24,2.24,1.14,0.39,0.2,20.08,0,0,605.09,0.77,R081,S01388,HUB07,7,H007
H07524,HS001399,R0060,HUB11,TRK039,warehouse,mango,1552.7,2025-04-27 15:31:00,2025-04-27 17:55:36,1.87,1.15,0.6,0.54,8.25,0,0,589.06,1.26,R060,S01399,HUB11,11,H011
H07525,HS000405,R0072,HUB14,TRK046,warehouse,dairy,1151.6,2026-01-03 06:09:00,2026-01-03 08:02:24,1.75,1.03,0.75,0.14,6.23,0,0,574.51,0.66,R072,S00405,HUB14,14,H014
H07526,HS001336,R0049,HUB17,TRK027,warehouse,pharma,356.2,2025-08-28 02:21:00,2025-08-28 04:50:24,2.28,1.02,1.03,0.21,4.72,0,0,599.84,1.02,R049,S01336,HUB17,17,
H07527,HS001040,R0074,HUB15,TRK027,vehicle_change,pharma,802.7,2026-06-20 14:15:00,2026-06-20 15:51:36,1.48,1.16,0.49,0.13,6.59,0,0,504.99,0.54,R074,S01040,HUB15,15,H015
H07528,HS001416,R0008,HUB18,TRK035,vehicle_change,mango,1434.5,2025-12-08 12:20:00,2025-12-08 15:00:12,2.36,0.28,1.3,0.31,8.45,0,0,742.81,1.07,R008,S01416,HUB18,18,
H07529,HS000345,R0031,HUB13,TRK020,cross_dock,mango,972.2,2025-08-15 06:04:00,2025-08-15 07:38:12,0.63,0.34,1.22,0.94,11.6,0,0,433.53,1.09,R031,S00345,HUB13,13,H013
H07530,HS000313,R0058,HUB10,TRK004,mode_change,fish,158.7,2026-04-21 17:31:00,2026-04-21 20:05:48,2.47,0.87,0.89,0.11,3.42,0,0,818.2,0.78,R058,S00313,HUB10,10,H010
H07531,HS000643,R0055,HUB14,TRK016,mode_change,rice,1603.1,2025-06-29 09:24:00,2025-06-29 11:31:48,1.42,0.35,0.96,0.71,25.91,0,0,484.14,1.25,R055,S00643,HUB14,14,H014
H07532,HS001444,R0022,HUB10,TRK044,warehouse,mango,1001.4,2026-06-07 07:13:00,2026-06-07 10:48:24,2.23,0.38,1.22,1.36,8.58,0,0,782.33,1.97,R022,S01444,HUB10,10,H010
H07533,HS001158,R0051,HUB03,TRK013,warehouse,pharma,965.4,2025-11-14 09:22:00,2025-11-14 10:12:24,0.59,0.37,0.48,0.25,3.85,0,0,284.82,0.59,R051,S01158,HUB03,3,H003
H07534,HS000003,R0029,HUB11,TRK027,vehicle_change,vegetables,1930.8,2026-03-19 06:00:00,2026-03-19 09:54:36,1.15,1.14,1.15,2.76,5.97,0,0,799.05,3.33,R029,S00003,HUB11,11,H011
H07535,HS001367,R0080,HUB18,TRK036,warehouse,fish,514.7,2025-06-22 14:41:00,2025-06-22 17:23:36,1.52,0.16,0.43,1.19,3.87,0,0,579.26,1.79,R080,S01367,HUB18,18,
H07536,HS000041,R0036,HUB05,TRK042,warehouse,rice,1860.0,2026-02-11 20:41:00,2026-02-11 21:41:00,0.81,0.33,1.21,0.19,23.17,0,0,471.1,0.61,R036,S00041,HUB05,5,H005
H07537,HS000657,R0036,HUB10,TRK023,warehouse,grains,1889.9,2025-03-08 23:24:00,2025-03-09 01:01:12,0.6,0.31,0.6,1.02,24.0,0,0,339.3,1.36,R036,S00657,HUB10,10,H010
H07538,HS001238,R0060,HUB12,TRK028,mode_change,dairy,336.6,2025-12-29 18:25:00,2025-12-29 20:48:24,2.34,0.54,0.33,0.05,2.34,0,0,676.22,0.74,R060,S01238,HUB12,12,H012
H07539,HS001391,R0087,HUB18,TRK038,mode_change,pharma,398.7,2026-02-20 17:24:00,2026-02-20 19:57:28,0.6,0.49,0.59,1.9580262824384227,3.48,0,0,474.43,2.35,R087,S01391,HUB18,18,
H07540,HS001318,R0057,HUB01,TRK007,warehouse,grains,1405.6,2025-07-20 20:16:00,2025-07-20 22:40:00,2.28,0.43,1.1,0.12,28.71,0,0,593.64,0.75,R057,S01318,HUB01,1,H001
H07541,HS001086,R0084,HUB17,TRK046,cross_dock,vegetables,1644.3,2026-06-03 23:07:00,2026-06-04 00:50:48,1.68,0.55,1.13,0.05,7.23,0,0,501.48,0.45,R084,S01086,HUB17,17,
H07542,HS000223,R0012,HUB06,TRK003,vehicle_change,rice,274.5,2026-01-23 00:59:00,2026-01-23 01:45:12,0.42,0.27,0.93,0.35,19.77,0,0,282.42,0.81,R012,S00223,HUB06,6,H006
H07543,HS000557,R0087,HUB02,TRK014,warehouse,vegetables,943.7,2025-09-12 10:34:00,2025-09-12 11:13:36,0.26,1.11,0.28,0.4,4.8,0,0,328.0,0.86,R087,S00557,HUB02,2,H002
H07544,HS000344,R0009,HUB03,TRK023,warehouse,grains,1118.8,2026-07-17 11:26:00,2026-07-17 13:28:24,0.91,1.19,0.43,1.13,26.13,0,0,500.71,1.63,R009,S00344,HUB03,3,H003
H07545,HS000902,R0003,HUB08,TRK020,vehicle_change,pharma,1822.6,2025-02-08 00:31:00,2025-02-08 01:52:00,0.64,0.38,0.33,0.71,7.23,0,1,697.85,1.2,R003,S00902,HUB08,8,H008
H07546,HS000842,R0034,HUB12,TRK035,vehicle_change,rice,846.8,2026-05-17 01:13:00,2026-05-17 01:54:24,0.42,0.36,0.17,0.27,19.49,0,0,328.91,0.83,R034,S00842,HUB12,12,H012
H07547,HS000042,R0083,HUB15,TRK005,mode_change,mango,721.6,2026-02-02 17:51:00,2026-02-02 19:21:00,1.41,0.92,0.4,0.09,10.93,0,0,429.04,0.78,R083,S00042,HUB15,15,H015
H07548,HS000043,R0063,HUB02,TRK041,cross_dock,grains,132.2,2026-02-21 08:51:00,2026-02-21 10:39:00,1.49,0.38,0.24,0.31,31.19,0,0,587.93,0.93,R063,S00043,HUB02,2,H002
H07549,HS001275,R0032,HUB15,TRK016,vehicle_change,pharma,1625.0,2025-10-16 02:31:00,2025-10-16 05:22:36,2.2,0.79,0.3,0.66,2.58,0,0,822.89,1.41,R032,S01275,HUB15,15,H015
H07550,HS001372,R0054,HUB03,TRK010,mode_change,pharma,823.2,2025-02-26 10:46:00,2025-02-26 12:19:00,1.29,0.98,0.6,0.26,4.49,0,0,575.02,0.71,R054,S01372,HUB03,3,H003
H07551,HS000396,R0058,HUB05,TRK003,mode_change,vegetables,305.7,2025-08-26 04:53:00,2025-08-26 07:29:36,2.28,1.16,0.32,0.33,7.8,0,0,589.75,0.73,R058,S00396,HUB05,5,H005
H07552,HS000075,R0099,HUB15,TRK020,cross_dock,mango,1568.9,2026-05-14 06:53:00,2026-05-14 09:41:00,2.3,0.37,0.4,0.5,8.33,0,0,751.14,1.02,R099,S00075,HUB15,15,H015
H07553,HS001275,R0049,HUB12,TRK011,mode_change,pharma,636.3,2026-05-18 00:07:00,2026-05-18 01:55:00,1.35,0.42,1.11,0.45,4.28,0,0,436.16,0.98,R049,S01275,HUB12,12,H012
H07554,HS000190,R0038,HUB15,TRK046,cross_dock,grains,1770.7,2025-04-29 02:17:00,2025-04-29 04:39:48,2.2,0.24,0.55,0.18,21.67,0,0,699.74,0.8,R038,S00190,HUB15,15,H015
H07555,HS000880,R0066,HUB03,TRK011,mode_change,rice,1538.8,2026-07-05 06:44:00,2026-07-05 08:42:48,1.33,0.36,0.32,0.65,21.72,0,0,673.52,1.06,R066,S00880,HUB03,3,H003
H07556,HS000028,R0017,HUB13,TRK008,warehouse,mango,693.6,2026-04-24 00:23:00,2026-04-24 00:59:36,0.44,1.19,1.06,0.17,8.26,0,0,348.36,0.72,R017,S00028,HUB13,13,H013
H07557,HS000579,R0084,HUB04,TRK040,vehicle_change,rice,1611.1,2025-02-06 19:25:00,2025-02-06 20:16:36,0.72,0.22,0.96,0.14,22.21,0,0,314.82,0.28,R084,S00579,HUB04,4,H004
H07558,HS000769,R0093,HUB14,TRK041,cross_dock,vegetables,1994.0,2025-11-24 01:40:00,2025-11-24 03:27:24,1.46,0.8,1.25,0.33,6.83,0,0,479.57,0.78,R093,S00769,HUB14,14,H014
H07559,HS001294,R0029,HUB06,TRK032,cross_dock,pharma,793.0,2025-05-03 06:07:00,2025-05-03 09:05:12,1.45,0.32,0.48,1.52,7.59,0,0,654.04,1.79,R029,S01294,HUB06,6,H006
H07560,HS001020,R0004,HUB14,TRK005,warehouse,fish,1912.4,2025-03-27 23:28:00,2025-03-28 01:18:24,1.61,0.76,0.23,0.23,0.1,0,0,666.65,0.85,R004,S01020,HUB14,14,H014
H07561,HS001330,R0011,HUB14,TRK028,cross_dock,fish,1923.4,2025-04-12 15:21:00,2025-04-12 17:00:36,0.63,0.84,0.17,1.03,1.94,0,0,479.41,1.43,R011,S01330,HUB14,14,H014
H07562,HS001175,R0065,HUB04,TRK008,vehicle_change,fish,333.8,2025-06-21 18:48:00,2025-06-21 22:10:48,1.1,0.37,0.52,2.28,1.04,0,1,911.76,2.59,R065,S01175,HUB04,4,H004
H07563,HS000584,R0080,HUB11,TRK042,vehicle_change,pharma,1590.4,2025-12-19 00:46:00,2025-12-19 03:49:00,1.55,0.89,0.76,1.5,7.04,0,0,635.48,2.03,R080,S00584,HUB11,11,H011
H07564,HS001226,R0062,HUB05,TRK028,warehouse,grains,351.6,2026-02-16 23:54:00,2026-02-17 02:25:48,2.49,0.29,0.85,0.04,30.99,0,0,753.92,0.69,R062,S01226,HUB05,5,H005
H07565,HS000543,R0003,HUB13,TRK047,cross_dock,fish,1519.9,2026-04-22 01:44:00,2026-04-22 03:32:00,1.78,0.63,0.47,0.02,1.9,0,0,519.81,0.7,R003,S00543,HUB13,13,H013
H07566,HS001339,R0095,HUB20,TRK015,cross_dock,dairy,1090.6,2025-05-06 17:32:00,2025-05-06 19:12:12,1.63,0.38,0.63,0.04,5.36,0,0,626.88,0.51,R095,S01339,HUB20,20,
H07567,HS001485,R0100,HUB09,TRK043,warehouse,grains,294.1,2025-10-25 16:18:00,2025-10-25 17:15:00,0.87,1.13,0.42,0.08,25.37,0,0,347.21,0.67,R100,S01485,HUB09,9,H009
H07568,HS001164,R0013,HUB02,TRK006,warehouse,rice,1024.9,2025-06-22 23:24:00,2025-06-23 02:59:52,0.27,0.19,1.23,3.3278128632875386,28.03,0,0,450.97,3.67,R013,S01164,HUB02,2,H002
H07569,HS000086,R0060,HUB18,TRK012,cross_dock,grains,1676.7,2026-05-23 04:22:00,2026-05-23 06:26:12,0.8,0.5,1.2,1.27,22.19,0,0,484.93,1.78,R060,S00086,HUB18,18,
H07570,HS000436,R0041,HUB01,TRK028,vehicle_change,fish,982.2,2025-07-31 14:53:00,2025-07-31 17:20:00,2.31,0.65,1.27,0.14,3.87,0,0,822.0,0.54,R041,S00436,HUB01,1,H001
H07571,HS001046,R0024,HUB18,TRK023,warehouse,mango,302.0,2025-09-29 01:08:00,2025-09-29 02:15:12,1.0,0.97,0.95,0.12,8.71,0,0,384.72,0.27,R024,S01046,HUB18,18,
H07572,HS000737,R0005,HUB19,TRK036,cross_dock,vegetables,1889.0,2026-06-10 03:05:00,2026-06-10 06:38:00,2.2,1.04,0.18,1.35,5.45,0,0,720.13,1.81,R005,S00737,HUB19,19,
H07573,HS000853,R0065,HUB10,TRK033,vehicle_change,pharma,1368.4,2026-02-03 18:57:00,2026-02-03 21:34:12,1.43,0.54,1.11,1.19,6.52,0,0,721.98,1.9,R065,S00853,HUB10,10,H010
H07574,HS000458,R0022,HUB19,TRK007,vehicle_change,dairy,437.9,2026-06-29 14:21:00,2026-06-29 15:23:24,1.03,0.42,0.38,0.01,2.69,0,0,430.14,0.43,R022,S00458,HUB19,19,
H07575,HS001236,R0097,HUB10,TRK001,vehicle_change,mango,502.2,2026-08-02 07:34:00,2026-08-02 09:59:12,2.14,1.1,0.3,0.28,11.79,0,0,559.55,0.89,R097,S01236,HUB10,10,H010
H07576,HS000817,R0054,HUB17,TRK024,vehicle_change,pharma,1673.5,2025-02-28 07:32:00,2025-02-28 11:33:12,0.67,0.83,1.02,3.35,2.17,0,0,561.73,3.8,R054,S00817,HUB17,17,
H07577,HS000783,R0083,HUB19,TRK039,cross_dock,pharma,1409.5,2026-06-25 22:29:00,2026-06-25 23:56:36,1.24,0.28,0.92,0.22,5.44,0,0,484.79,0.44,R083,S00783,HUB19,19,
H07578,HS001087,R0011,HUB18,TRK033,vehicle_change,pharma,644.7,2026-02-19 07:57:00,2026-02-19 10:09:36,0.79,1.15,0.51,1.42,5.45,0,0,455.22,1.98,R011,S01087,HUB18,18,
H07579,HS000298,R0077,HUB11,TRK013,vehicle_change,pharma,1987.8,2025-09-22 09:00:00,2025-09-22 10:49:48,0.74,0.28,0.16,1.09,3.0,0,0,564.87,1.24,R077,S00298,HUB11,11,H011
H07580,HS001204,R0001,HUB10,TRK025,cross_dock,dairy,1735.1,2025-03-26 06:57:00,2025-03-26 08:31:12,1.46,0.42,0.26,0.11,6.86,0,0,440.21,0.43,R001,S01204,HUB10,10,H010
H07581,HS001016,R0080,HUB03,TRK023,mode_change,grains,1358.1,2026-06-27 08:52:00,2026-06-27 11:16:36,2.14,1.12,0.98,0.27,25.13,0,0,800.09,0.82,R080,S01016,HUB03,3,H003
H07582,HS000782,R0024,HUB02,TRK041,cross_dock,vegetables,1874.2,2025-04-03 10:20:00,2025-04-03 11:45:12,1.41,0.34,0.52,0.01,6.59,0,0,552.21,0.34,R024,S00782,HUB02,2,H002
H07583,HS001191,R0080,HUB03,TRK016,vehicle_change,grains,192.0,2026-05-24 23:25:00,2026-05-25 05:57:07,1.46,1.0,0.66,5.075448044469501,31.28,0,0,999.54,5.67,R080,S01191,HUB03,3,H003
H07584,HS000125,R0026,HUB09,TRK020,vehicle_change,vegetables,587.9,2025-05-04 19:35:00,2025-05-04 21:21:12,1.39,0.2,0.87,0.38,7.49,0,0,511.76,1.04,R026,S00125,HUB09,9,H009
H07585,HS001387,R0070,HUB18,TRK022,mode_change,dairy,236.2,2025-01-24 15:27:00,2025-01-24 21:02:24,0.97,0.97,0.4,4.62,6.99,0,0,886.0,4.85,R070,S01387,HUB18,18,
H07586,HS001089,R0012,HUB14,TRK024,warehouse,rice,398.7,2025-09-26 06:59:00,2025-09-26 08:35:00,0.79,0.44,0.5,0.81,20.38,0,0,574.33,1.0,R012,S01089,HUB14,14,H014
H07587,HS001489,R0037,HUB14,TRK002,cross_dock,dairy,671.3,2025-04-14 09:30:00,2025-04-14 12:12:00,2.34,0.41,1.05,0.36,6.11,0,0,714.31,1.03,R037,S01489,HUB14,14,H014
H07588,HS000480,R0055,HUB15,TRK025,mode_change,rice,1791.2,2025-05-07 05:03:00,2025-05-07 11:06:00,1.84,1.14,0.49,4.21,23.88,0,0,878.25,4.66,R055,S00480,HUB15,15,H015
H07589,HS001214,R0003,HUB03,TRK008,mode_change,vegetables,519.0,2025-09-01 07:26:00,2025-09-01 10:17:00,2.31,0.45,0.85,0.54,6.58,0,0,810.05,1.3,R003,S01214,HUB03,3,H003
H07590,HS000622,R0035,HUB07,TRK047,mode_change,pharma,997.6,2025-10-19 08:17:00,2025-10-19 10:59:36,2.49,0.95,0.47,0.22,3.79,0,0,781.54,0.7,R035,S00622,HUB07,7,H007
H07591,HS001374,R0076,HUB04,TRK042,mode_change,fish,341.4,2025-03-17 04:19:00,2025-03-17 06:38:48,2.26,0.65,0.86,0.07,2.45,0,0,791.71,0.48,R076,S01374,HUB04,4,H004
H07592,HS000406,R0003,HUB07,TRK022,warehouse,vegetables,1055.6,2026-08-15 05:24:00,2026-08-15 07:55:12,2.44,1.18,1.24,0.08,5.17,0,0,605.46,0.47,R003,S00406,HUB07,7,H007
H07593,HS000608,R0063,HUB06,TRK033,vehicle_change,rice,1648.1,2025-08-29 21:39:00,2025-08-29 22:46:48,0.61,1.01,0.98,0.52,24.96,0,0,453.34,0.76,R063,S00608,HUB06,6,H006
H07594,HS001129,R0093,HUB08,TRK014,vehicle_change,vegetables,1195.1,2025-06-07 22:53:00,2025-06-08 01:05:00,1.47,0.34,0.75,0.73,6.22,0,0,563.31,1.14,R093,S01129,HUB08,8,H008
H07595,HS001364,R0007,HUB14,TRK005,vehicle_change,dairy,1682.6,2026-03-07 06:13:00,2026-03-07 10:10:45,1.03,0.67,0.54,2.932742951199939,7.92,0,0,736.04,3.24,R007,S01364,HUB14,14,H014
H07596,HS000591,R0060,HUB03,TRK033,vehicle_change,grains,105.1,2026-03-04 15:48:00,2026-03-04 16:50:24,0.96,1.08,0.52,0.08,24.49,0,0,356.61,0.52,R060,S00591,HUB03,3,H003
H07597,HS000222,R0070,HUB18,TRK023,mode_change,dairy,938.0,2026-01-05 10:23:00,2026-01-05 10:44:36,0.26,0.83,0.42,0.1,4.84,0,0,287.37,0.63,R070,S00222,HUB18,18,
H07598,HS001497,R0076,HUB19,TRK020,warehouse,dairy,553.8,2026-02-01 17:27:00,2026-02-01 21:12:24,1.56,0.38,0.25,2.196690556362064,7.3,0,0,777.1,2.47,R076,S01497,HUB19,19,
H07599,HS000869,R0097,HUB10,TRK049,cross_dock,fish,1775.1,2026-02-23 17:23:00,2026-02-23 18:04:24,0.67,1.02,1.15,0.02,2.31,0,0,283.57,0.47,R097,S00869,HUB10,10,H010
H07600,HS000062,R0087,HUB04,TRK020,cross_dock,mango,1493.7,2026-01-08 22:33:00,2026-01-08 23:36:36,0.4,0.52,0.75,0.66,11.74,0,0,271.55,1.0,R087,S00062,HUB04,4,H004
H07601,HS000040,R0081,HUB20,TRK040,vehicle_change,grains,910.6,2025-05-24 05:54:00,2025-05-24 08:05:24,1.82,0.91,0.74,0.37,23.73,0,0,539.4,1.06,R081,S00040,HUB20,20,
H07602,HS000642,R0066,HUB02,TRK043,warehouse,dairy,233.3,2026-06-10 11:37:00,2026-06-10 14:26:48,1.88,0.43,0.7,0.95,7.16,0,0,749.59,1.44,R066,S00642,HUB02,2,H002
H07603,HS001051,R0056,HUB19,TRK045,warehouse,mango,1171.6,2025-08-05 08:26:00,2025-08-05 11:29:00,2.05,0.32,0.56,1.0,9.56,0,0,606.22,1.43,R056,S01051,HUB19,19,
H07604,HS000244,R0039,HUB07,TRK029,warehouse,grains,399.5,2026-04-04 01:39:00,2026-04-04 02:46:12,0.88,1.04,0.35,0.24,20.49,0,0,465.34,0.86,R039,S00244,HUB07,7,H007
H07605,HS000295,R0043,HUB08,TRK033,mode_change,dairy,1558.3,2026-08-21 07:13:00,2026-08-21 07:47:48,0.52,0.27,0.58,0.06,7.23,0,0,413.22,0.47,R043,S00295,HUB08,8,H008
H07606,HS000126,R0002,HUB17,TRK013,vehicle_change,fish,630.1,2025-07-20 05:06:00,2025-07-20 05:35:24,0.28,0.31,0.78,0.21,1.69,0,0,231.14,0.6,R002,S00126,HUB17,17,
H07607,HS001432,R0063,HUB11,TRK025,warehouse,fish,1645.3,2025-04-30 11:15:00,2025-04-30 11:48:36,0.46,0.36,0.62,0.1,0.53,0,0,266.21,0.21,R063,S01432,HUB11,11,H011
H07608,HS001314,R0029,HUB03,TRK040,vehicle_change,pharma,872.2,2026-07-17 06:37:00,2026-07-17 07:32:12,0.55,0.51,0.93,0.37,7.79,0,0,476.58,0.62,R029,S01314,HUB03,3,H003
H07609,HS000444,R0020,HUB03,TRK045,mode_change,grains,1368.1,2026-04-21 16:44:00,2026-04-21 22:09:03,1.79,0.98,1.02,3.627559728058996,24.66,0,0,786.92,4.19,R020,S00444,HUB03,3,H003
H07610,HS000071,R0028,HUB06,TRK036,cross_dock,rice,1785.8,2026-04-24 08:10:00,2026-04-24 10:45:24,2.49,1.08,0.83,0.1,19.68,0,0,783.68,0.66,R028,S00071,HUB06,6,H006
