delay_id,shipment_id,route_id,vehicle_id,transport_mode,departure_timestamp,distance_km,planned_transit_hours,actual_transit_hours,delay_hours,on_time,historical_route_reliability,congestion_level,weather_condition,transfer_count,handling_time_hours,day_of_week,peak_period,route_id_raw,shipment_id_raw
D10008,HS000806,R0027,TRK017,road,2025-05-15 05:47:00,175.4,6.78,7.83,1.05,0,0.87,low,cloudy,0,0.84,Thursday,0,R027,S00806
D10009,HS000295,R0087,TRK038,road,2025-02-10 11:05:00,270.1,8.3,11.16,2.86,0,0.91,low,clear,1,1.99,Monday,0,R087,S00295
D10010,HS000808,R0069,TRK037,rail,2026-03-22 09:20:00,107.4,3.22,7.55,4.33,0,0.899,low,clear,1,2.98,Sunday,1,R069,S00808
D10011,HS000200,R0071,TRK047,road,2025-01-18 07:53:00,108.6,2.99,8.25,5.26,0,0.868,low,heavy_rain,1,1.62,Saturday,1,R071,S00200
D10012,HS000744,R0061,TRK030,road,2026-08-17 23:52:00,69.2,3.67,7.11,3.44,0,0.77,low,clear,1,2.02,Monday,0,R061,S00744
D10013,HS001328,R0026,TRK041,road,2026-01-27 03:25:00,286.8,7.46,10.22,2.76,0,0.843,low,clear,1,1.12,Tuesday,0,R026,S01328
D10014,HS000352,R0019,TRK018,road,2026-07-24 23:17:00,276.3,8.63,12.6,3.97,0,0.762,low,rain,0,2.48,Friday,0,R019,S00352
D10015,HS000832,R0070,TRK014,road,2026-03-17 06:59:00,374.9,8.68,11.95,3.27,0,0.867,medium,cloudy,2,2.83,Tuesday,0,R070,S00832
D10016,HS000731,R0059,TRK035,road,2025-01-21 03:51:00,359.9,8.09,8.88,0.79,0,0.888,low,cloudy,1,1.16,Tuesday,0,R059,S00731
D10017,HS001349,R0025,TRK034,rail,2026-07-10 03:02:00,287.6,7.93,11.49,3.56,0,0.751,low,clear,0,0.83,Friday,0,R025,S01349
D10018,HS000407,R0059,TRK024,rail,2025-02-08 22:31:00,243.6,7.85,11.08,3.23,0,0.881,low,clear,1,1.65,Saturday,0,R059,S00407
D10019,HS000680,R0054,TRK021,road,2025-11-25 16:47:00,510.2,12.82,17.54,4.72,0,0.847,medium,rain,0,2.28,Tuesday,0,R054,S00680
D10020,HS001170,R0009,TRK043,local,2026-07-25 22:27:00,211.3,9.03,11.14,2.11,0,0.815,low,cloudy,1,1.83,Saturday,0,R009,S01170
D10021,HS000852,R0023,TRK010,road,2026-05-16 20:04:00,518.0,11.38,14.94,3.56,0,0.858,low,rain,0,2.18,Saturday,1,R023,S00852
D10022,HS001060,R0045,TRK014,road,2026-01-02 12:26:00,293.0,7.06,8.96,1.9,0,0.972,medium,cloudy,0,2.31,Friday,0,R045,S01060
D10023,HS000122,R0039,TRK009,road,2025-08-06 09:05:00,404.0,10.34,14.24,3.9,0,0.777,medium,cloudy,0,1.64,Wednesday,1,R039,S00122
D10024,HS000810,R0096,TRK029,rail,2026-08-07 20:21:00,175.9,7.15,11.58,4.43,0,0.96,medium,cloudy,2,2.55,Friday,1,R096,S00810
D10025,HS000155,R0045,TRK045,local,2025-08-28 11:31:00,88.2,2.96,5.77,2.81,0,0.848,low,clear,0,1.47,Thursday,0,R045,S00155
D10026,HS000130,R0065,TRK033,rail,2025-04-11 08:57:00,93.6,4.24,8.67,4.43,0,0.746,medium,rain,0,1.71,Friday,1,R065,S00130
D10027,HS001301,R0030,TRK040,local,2026-04-07 13:10:00,219.4,7.63,8.36,0.73,0,0.838,low,clear,0,0.87,Tuesday,0,R030,S01301
D10028,HS001412,R0094,TRK038,road,2025-02-23 00:05:00,302.3,8.41,9.67,1.26,0,0.967,low,clear,1,2.1,Sunday,0,R094,S01412
D10029,HS001307,R0034,TRK037,road,2026-03-10 14:14:00,104.0,2.67,5.51,2.84,0,0.843,medium,cloudy,0,2.24,Tuesday,0,R034,S01307
D10030,HS000389,R0042,TRK027,road,2026-06-17 20:04:00,300.4,9.92,14.65,4.73,0,0.767,medium,cloudy,0,1.78,Wednesday,1,R042,S00389
D10031,HS000594,R0057,TRK023,road,2025-01-17 13:43:00,217.8,6.45,7.44,0.99,0,0.793,low,clear,0,1.3,Friday,0,R057,S00594
D10032,HS000847,R0012,TRK044,road,2025-09-16 14:06:00,335.9,9.04,13.34,4.3,0,0.812,high,clear,0,2.31,Tuesday,0,R012,S00847
D10033,HS000047,R0077,TRK017,road,2025-12-18 00:36:00,426.9,9.9,12.64,2.74,0,0.885,medium,clear,0,2.04,Thursday,0,R077,S00047
D10034,HS000836,R0085,TRK023,road,2026-03-26 08:56:00,483.4,11.3,12.77,1.47,0,0.947,low,clear,1,2.83,Thursday,1,R085,S00836
D10035,HS001440,R0039,TRK048,road,2026-04-23 01:43:00,440.2,9.71,11.62,1.91,0,0.824,low,clear,0,2.23,Thursday,0,R039,S01440
D10036,HS001255,R0017,TRK023,local,2025-08-30 11:32:00,291.7,7.5,14.24,6.74,0,0.78,medium,heavy_rain,1,3.26,Saturday,0,R017,S01255
D10037,HS000589,R0039,TRK013,road,2026-06-24 08:31:00,407.2,13.19,17.39,4.2,0,0.821,high,clear,1,3.13,Wednesday,1,R039,S00589
D10038,HS001389,R0059,TRK001,road,2026-02-07 13:24:00,59.1,3.09,6.22,3.13,0,0.735,medium,cloudy,1,1.97,Saturday,0,R059,S01389
D10039,HS001164,R0058,TRK038,road,2025-08-19 11:40:00,217.8,5.4,7.91,2.51,0,0.722,low,cloudy,0,0.28,Tuesday,0,R058,S01164
D10040,HS001013,R0084,TRK027,road,2025-09-21 12:28:00,371.9,12.85,15.5,2.65,0,0.963,medium,rain,2,1.68,Sunday,0,R084,S01013
D10041,HS000604,R0017,TRK039,road,2026-07-21 05:29:00,231.2,5.61,8.28,2.67,0,0.978,low,rain,1,2.82,Tuesday,0,R017,S00604
D10042,HS001004,R0020,TRK042,road,2026-03-03 04:42:00,241.8,7.11,9.33,2.22,0,0.912,low,clear,0,1.42,Tuesday,0,R020,S01004
D10043,HS000518,R0072,TRK040,road,2025-01-07 07:39:00,479.0,11.48,15.26,3.78,0,0.981,low,heavy_rain,0,2.27,Tuesday,1,R072,S00518
D10044,HS001173,R0059,TRK022,road,2025-09-05 06:06:00,446.9,11.06,13.62,2.56,0,0.96,medium,rain,2,0.91,Friday,0,R059,S01173
D10045,HS000131,R0014,TRK010,rail,2025-09-29 16:19:00,61.1,3.23,8.21,4.98,0,0.81,medium,cloudy,1,2.73,Monday,0,R014,S00131
D10046,HS000094,R0051,TRK031,road,2026-02-27 10:07:00,351.7,7.79,10.07,2.28,0,0.885,low,clear,1,3.0,Friday,0,R051,S00094
D10047,HS001225,R0098,TRK030,rail,2026-01-19 01:36:00,45.6,3.91,6.99,3.08,0,0.916,medium,clear,1,1.53,Monday,0,R098,S01225
D10048,HS001266,R0073,TRK033,road,2026-03-09 04:29:00,378.1,10.44,13.45,3.01,0,0.761,medium,clear,1,1.28,Monday,0,R073,S01266
D10049,HS000095,R0091,TRK023,road,2026-08-06 00:59:00,58.5,3.11,4.51,1.4,0,0.898,low,clear,1,2.65,Thursday,0,R091,S00095
D10050,HS001285,R0017,TRK034,road,2025-01-12 17:55:00,70.5,4.77,6.87,2.1,0,0.946,low,clear,1,2.51,Sunday,1,R017,S01285
D10051,HS000760,R0084,TRK043,road,2025-05-06 15:48:00,267.0,8.72,10.9,2.18,0,0.858,medium,clear,1,1.46,Tuesday,0,R084,S00760
D10052,HS000452,R0015,TRK050,rail,2026-04-16 01:31:00,179.1,6.1,9.87,3.77,0,0.769,medium,rain,1,1.64,Thursday,0,R015,S00452
D10053,HS000885,R0037,TRK021,road,2025-12-23 11:53:00,238.2,7.05,11.35,4.3,0,0.876,low,heavy_rain,0,0.72,Tuesday,0,R037,S00885
D10054,HS001230,R0024,TRK043,road,2026-01-31 17:27:00,327.2,7.62,10.76,3.14,0,0.909,low,rain,0,0.29,Saturday,1,R024,S01230
D10055,HS001321,R0097,TRK028,rail,2025-01-26 06:20:00,251.1,8.07,11.7,3.63,0,0.862,low,heavy_rain,1,0.79,Sunday,0,R097,S01321
D10056,HS001185,R0075,TRK004,road,2026-03-04 03:05:00,329.0,12.39,13.14,0.75,0,0.98,low,rain,0,1.11,Wednesday,0,R075,S01185
D10057,HS001104,R0091,TRK004,road,2026-03-12 12:35:00,235.6,5.49,7.87,2.38,0,0.807,low,clear,1,1.86,Thursday,0,R091,S01104
D10058,HS000815,R0063,TRK010,road,2025-12-12 16:52:00,515.3,10.45,12.02,1.57,0,0.768,low,clear,0,2.48,Friday,0,R063,S00815
D10059,HS000915,R0071,TRK004,road,2025-02-09 05:00:00,312.2,10.29,12.11,1.82,0,0.881,low,clear,0,2.01,Sunday,0,R071,S00915
D10060,HS001062,R0037,TRK015,road,2025-04-17 02:15:00,199.3,4.24,8.06,3.82,0,0.851,low,rain,2,3.03,Thursday,0,R037,S01062
D10061,HS000668,R0009,TRK026,road,2025-07-31 15:09:00,518.1,15.36,19.65,4.29,0,0.743,high,clear,2,2.7,Thursday,0,R009,S00668
D10062,HS000383,R0011,TRK044,rail,2026-02-19 16:56:00,234.7,8.88,12.55,3.67,0,0.766,low,clear,2,3.16,Thursday,0,R011,S00383
D10063,HS000200,R0074,TRK047,road,2026-04-25 19:37:00,43.6,2.93,6.84,3.91,0,0.897,low,clear,3,3.89,Saturday,1,R074,S00200
D10064,HS001102,R0064,TRK043,rail,2026-03-17 19:30:00,419.1,11.25,14.8,3.55,0,0.847,medium,clear,1,1.88,Tuesday,1,R064,S01102
D10065,HS001294,R0096,TRK036,rail,2026-06-13 02:40:00,223.5,5.38,8.48,3.1,0,0.844,medium,cloudy,1,2.18,Saturday,0,R096,S01294
D10066,HS000039,R0083,TRK044,road,2025-06-10 17:46:00,203.2,5.45,8.52,3.07,0,0.879,low,clear,1,1.69,Tuesday,1,R083,S00039
D10067,HS000887,R0088,TRK015,local,2026-07-21 00:33:00,228.6,5.99,6.73,0.74,0,0.947,medium,clear,0,0.66,Tuesday,0,R088,S00887
D10068,HS000406,R0014,TRK028,road,2025-06-29 00:03:00,335.2,14.62,18.48,3.86,0,0.761,medium,rain,1,2.1,Sunday,0,R014,S00406
D10069,HS001210,R0083,TRK020,road,2026-06-22 10:47:00,64.1,3.14,5.32,2.18,0,0.901,low,clear,1,2.15,Monday,0,R083,S01210
D10070,HS001153,R0011,TRK044,rail,2025-05-18 17:37:00,160.2,4.29,8.38,4.09,0,0.734,low,clear,1,1.79,Sunday,1,R011,S01153
D10071,HS000608,R0077,TRK023,road,2026-03-01 02:33:00,75.7,4.4,7.3,2.9,0,0.851,medium,cloudy,1,2.42,Sunday,0,R077,S00608
D10072,HS000969,R0099,TRK013,road,2025-10-31 10:21:00,69.5,2.76,4.35,1.59,0,0.925,low,clear,1,1.19,Friday,0,R099,S00969
D10073,HS001266,R0089,TRK020,local,2025-06-11 03:07:00,285.3,9.69,10.56,0.87,0,0.966,low,clear,1,3.33,Wednesday,0,R089,S01266
D10074,HS000707,R0008,TRK019,rail,2025-06-23 10:41:00,511.4,16.09,18.57,2.48,0,0.752,low,clear,0,0.79,Monday,0,R008,S00707
D10075,HS001117,R0090,TRK017,road,2026-02-05 22:08:00,283.2,7.12,9.56,2.44,0,0.833,low,clear,1,2.94,Thursday,0,R090,S01117
D10076,HS000204,R0023,TRK028,road,2026-05-04 23:25:00,233.5,11.07,15.07,4.0,0,0.75,low,heavy_rain,0,1.21,Monday,0,R023,S00204
D10077,HS000155,R0079,TRK032,local,2026-03-20 00:35:00,462.5,12.26,15.53,3.27,0,0.77,medium,rain,1,1.7,Friday,0,R079,S00155
D10078,HS001047,R0060,TRK012,road,2025-07-08 17:46:00,190.2,7.24,9.73,2.49,0,0.8,low,cloudy,0,0.5,Tuesday,1,R060,S01047
D10079,HS000279,R0032,TRK030,road,2025-01-26 06:00:00,465.5,15.25,16.77,1.52,0,0.978,medium,rain,2,2.65,Sunday,0,R032,S00279
D10080,HS000214,R0042,TRK015,road,2026-07-17 23:41:00,115.1,5.45,6.94,1.49,0,0.985,low,rain,0,2.14,Friday,0,R042,S00214
D10081,HS000360,R0098,TRK022,road,2025-06-09 07:56:00,163.5,6.76,11.35,4.59,0,0.748,low,heavy_rain,0,2.16,Monday,1,R098,S00360
D10082,HS000535,R0080,TRK011,road,2026-02-25 18:13:00,299.2,9.87,14.05,4.18,0,0.739,low,clear,0,2.39,Wednesday,1,R080,S00535
D10083,HS001250,R0077,TRK022,road,2026-08-18 04:20:00,50.8,3.84,6.42,2.58,0,0.88,low,clear,2,2.59,Tuesday,0,R077,S01250
D10084,HS001228,R0045,TRK039,rail,2025-10-03 05:02:00,283.9,8.66,11.88,3.22,0,0.749,low,rain,0,0.38,Friday,0,R045,S01228
D10085,HS000560,R0053,TRK036,road,2026-03-03 21:44:00,375.4,13.74,15.52,1.78,0,0.823,low,clear,1,1.18,Tuesday,0,R053,S00560
D10086,HS000939,R0078,TRK010,road,2025-10-27 16:41:00,234.5,6.34,10.2,3.86,0,0.893,high,clear,1,2.93,Monday,0,R078,S00939
D10087,HS000526,R0075,TRK046,road,2025-06-22 22:43:00,185.4,5.66,7.55,1.89,0,0.925,low,cloudy,2,1.48,Sunday,0,R075,S00526
D10088,HS000069,R0060,TRK016,road,2025-08-15 16:12:00,175.8,6.94,10.95,4.01,0,0.917,high,clear,1,1.8,Friday,0,R060,S00069
D10089,HS001204,R0075,TRK030,road,2026-02-05 05:19:00,436.0,10.34,14.72,4.38,0,0.736,low,rain,1,1.58,Thursday,0,R075,S01204
D10090,HS000856,R0006,TRK019,road,2025-11-02 22:01:00,136.6,7.25,9.63,2.38,0,0.902,medium,rain,0,1.43,Sunday,0,R006,S00856
D10091,HS000102,R0062,TRK009,rail,2026-04-30 23:16:00,105.5,3.64,10.78,7.14,0,0.822,medium,heavy_rain,2,3.66,Thursday,0,R062,S00102
D10092,HS001060,R0065,TRK029,road,2026-05-25 10:06:00,91.2,5.76,7.55,1.79,0,0.868,low,clear,1,2.26,Monday,0,R065,S01060
D10093,HS000841,R0074,TRK038,rail,2025-04-29 09:09:00,496.1,18.18,23.51,5.33,0,0.884,high,rain,1,2.64,Tuesday,1,R074,S00841
D10094,HS000581,R0014,TRK007,road,2025-05-01 10:59:00,189.1,6.02,8.06,2.04,0,0.897,medium,cloudy,1,2.55,Thursday,0,R014,S00581
D10095,HS000661,R0091,TRK002,road,2025-09-01 21:04:00,257.5,9.35,12.2,2.85,0,0.895,medium,cloudy,1,0.73,Monday,0,R091,S00661
D10096,HS001142,R0079,TRK047,road,2026-05-13 15:53:00,187.2,7.24,12.17,4.93,0,0.766,high,clear,1,3.32,Wednesday,0,R079,S01142
D10097,HS001041,R0041,TRK007,road,2026-04-17 22:15:00,221.9,6.5,12.36,5.86,0,0.774,high,rain,1,2.98,Friday,0,R041,S01041
D10098,HS001296,R0083,TRK038,road,2025-03-23 01:50:00,162.1,5.58,6.74,1.16,0,0.959,low,clear,1,2.76,Sunday,0,R083,S01296
D10099,HS000490,R0069,TRK013,road,2025-05-26 03:56:00,169.6,5.75,9.36,3.61,0,0.721,medium,clear,0,1.54,Monday,0,R069,S00490
D10100,HS001216,R0051,TRK019,road,2026-08-16 04:44:00,395.8,8.33,9.0,0.67,0,0.986,medium,cloudy,0,1.7,Sunday,0,R051,S01216
D10101,HS000762,R0077,TRK020,road,2025-02-11 15:46:00,335.7,12.12,12.82,0.7,0,0.984,low,clear,0,0.56,Tuesday,0,R077,S00762
D10102,HS000185,R0094,TRK002,road,2025-03-29 08:20:00,128.0,6.47,11.4,4.93,0,0.932,high,rain,1,2.6,Saturday,1,R094,S00185
D10103,HS000310,R0047,TRK028,road,2026-03-20 17:26:00,445.2,13.06,18.21,5.15,0,0.954,high,rain,1,2.8,Friday,1,R047,S00310
D10104,HS001148,R0061,TRK009,road,2026-01-04 08:03:00,149.1,3.99,7.49,3.5,0,0.879,high,rain,1,2.41,Sunday,1,R061,S01148
D10105,HS000830,R0078,TRK046,local,2025-08-10 13:36:00,42.3,2.99,6.89,3.9,0,0.756,low,clear,1,2.12,Sunday,0,R078,S00830
D10106,HS000492,R0040,TRK015,road,2025-02-09 22:41:00,258.0,8.98,12.3,3.32,0,0.779,low,cloudy,0,0.86,Sunday,0,R040,S00492
D10107,HS001129,R0090,TRK049,road,2026-07-23 17:10:00,127.8,5.75,9.47,3.72,0,0.744,low,clear,1,1.93,Thursday,1,R090,S01129
D10108,HS000182,R0011,TRK036,road,2026-01-05 08:10:00,148.8,6.13,8.82,2.69,0,0.914,medium,clear,1,1.2,Monday,1,R011,S00182
D10109,HS000972,R0073,TRK045,road,2025-12-31 06:05:00,184.6,4.92,9.0,4.08,0,0.786,low,heavy_rain,0,1.74,Wednesday,0,R073,S00972
D10110,HS000805,R0084,TRK047,rail,2025-08-15 03:42:00,104.3,4.68,5.55,0.87,0,0.908,low,cloudy,1,2.55,Friday,0,R084,S00805
D10111,HS001438,R0041,TRK041,road,2026-04-28 12:50:00,222.2,7.05,10.31,3.26,0,0.859,low,cloudy,0,2.49,Tuesday,0,R041,S01438
D10112,HS000211,R0056,TRK045,road,2025-09-23 04:42:00,321.3,11.23,12.55,1.32,0,0.895,low,cloudy,1,2.41,Tuesday,0,R056,S00211
D10113,HS001073,R0056,TRK014,local,2025-10-13 20:48:00,194.0,5.73,8.75,3.02,0,0.96,medium,rain,1,2.33,Monday,1,R056,S01073
D10114,HS001253,R0011,TRK007,road,2025-08-26 10:00:00,428.9,11.3,12.59,1.29,0,0.881,low,clear,1,2.67,Tuesday,0,R011,S01253
D10115,HS000807,R0008,TRK021,road,2025-12-02 06:00:00,84.6,3.69,5.74,2.05,0,0.826,low,cloudy,0,0.87,Tuesday,0,R008,S00807
D10116,HS000103,R0037,TRK007,road,2025-05-12 12:14:00,386.7,9.83,11.21,1.38,0,0.894,low,clear,0,0.86,Monday,0,R037,S00103
D10117,HS000559,R0080,TRK034,road,2025-04-28 11:10:00,54.8,2.31,7.17,4.86,0,0.878,high,clear,3,3.85,Monday,0,R080,S00559
D10118,HS000601,R0027,TRK018,road,2025-05-29 01:21:00,388.6,13.7,18.48,4.78,0,0.829,high,clear,1,2.07,Thursday,0,R027,S00601
D10119,HS000968,R0027,TRK030,road,2026-02-14 05:08:00,223.6,6.75,9.14,2.39,0,0.935,low,clear,2,3.78,Saturday,0,R027,S00968
D10120,HS000439,R0014,TRK016,road,2025-09-29 03:59:00,187.9,5.66,11.42,5.76,0,0.91,high,clear,3,5.07,Monday,0,R014,S00439
D10121,HS000649,R0038,TRK025,road,2026-06-03 01:59:00,183.9,4.57,8.0,3.43,0,0.768,medium,clear,1,1.35,Wednesday,0,R038,S00649
D10122,HS001252,R0020,TRK050,rail,2025-06-12 05:57:00,286.9,9.72,12.54,2.82,0,0.847,high,clear,1,0.84,Thursday,0,R020,S01252
D10123,HS000128,R0038,TRK035,road,2026-04-08 20:45:00,183.9,5.36,11.36,6.0,0,0.735,high,rain,0,0.3,Wednesday,1,R038,S00128
D10124,HS001066,R0098,TRK005,rail,2025-02-21 22:57:00,301.0,8.05,11.27,3.22,0,0.849,medium,clear,1,1.52,Friday,0,R098,S01066
D10125,HS001162,R0029,TRK011,local,2025-02-24 03:15:00,348.5,9.51,11.8,2.29,0,0.758,low,rain,1,2.23,Monday,0,R029,S01162
D10126,HS000856,R0083,TRK013,rail,2025-12-26 15:41:00,98.9,4.37,7.34,2.97,0,0.868,medium,clear,1,1.76,Friday,0,R083,S00856
D10127,HS000800,R0025,TRK023,road,2025-11-28 19:30:00,290.1,7.12,10.67,3.55,0,0.783,low,clear,0,1.12,Friday,1,R025,S00800
D10128,HS000843,R0098,TRK047,road,2025-08-08 00:43:00,117.7,4.76,8.07,3.31,0,0.863,high,cloudy,0,1.55,Friday,0,R098,S00843
D10129,HS000025,R0088,TRK032,road,2026-04-12 18:13:00,388.3,10.75,17.48,6.73,0,0.873,high,heavy_rain,0,2.5,Sunday,1,R088,S00025
D10130,HS000766,R0068,TRK009,road,2025-04-21 19:18:00,99.9,5.67,8.48,2.81,0,0.902,low,cloudy,0,1.49,Monday,1,R068,S00766
D10131,HS001456,R0032,TRK018,local,2025-12-06 17:16:00,143.0,5.63,8.67,3.04,0,0.731,low,cloudy,0,1.99,Saturday,1,R032,S01456
D10132,HS000713,R0055,TRK023,road,2026-03-05 21:10:00,281.0,10.62,12.7,2.08,0,0.869,medium,clear,0,2.05,Thursday,0,R055,S00713
D10133,HS000328,R0082,TRK007,rail,2026-05-05 13:43:00,199.7,6.86,11.11,4.25,0,0.853,high,cloudy,1,1.29,Tuesday,0,R082,S00328
D10134,HS000066,R0066,TRK048,local,2026-01-25 15:35:00,305.8,8.8,12.81,4.01,0,0.815,medium,rain,1,2.71,Sunday,0,R066,S00066
D10135,HS000206,R0011,TRK045,road,2025-03-15 01:20:00,285.9,10.09,12.33,2.24,0,0.961,medium,clear,3,4.21,Saturday,0,R011,S00206
D10136,HS000101,R0023,TRK036,road,2026-03-03 05:32:00,50.4,3.11,6.96,3.85,0,0.741,low,rain,1,2.29,Tuesday,0,R023,S00101
D10137,HS000290,R0099,TRK014,road,2026-06-08 00:44:00,468.2,9.81,12.0,2.19,0,0.942,high,clear,0,1.0,Monday,0,R099,S00290
D10138,HS000782,R0023,TRK004,road,2025-09-17 20:36:00,182.0,8.79,11.78,2.99,0,0.843,low,clear,0,2.46,Wednesday,1,R023,S00782
D10139,HS000016,R0028,TRK030,road,2025-07-12 21:21:00,471.6,9.64,12.6,2.96,0,0.968,low,rain,3,3.81,Saturday,0,R028,S00016
D10140,HS000038,R0075,TRK039,road,2025-11-19 20:13:00,325.5,6.92,12.65,5.73,0,0.75,medium,cloudy,2,4.64,Wednesday,1,R075,S00038
D10141,HS000725,R0011,TRK049,road,2026-04-13 15:07:00,232.5,7.77,9.09,1.32,0,0.878,low,clear,1,1.38,Monday,0,R011,S00725
D10142,HS000612,R0088,TRK032,road,2025-03-14 13:15:00,166.2,4.45,8.13,3.68,0,0.721,low,clear,2,4.09,Friday,0,R088,S00612
D10143,HS000163,R0041,TRK034,road,2026-05-01 04:42:00,287.5,9.95,10.68,0.73,0,0.883,medium,cloudy,0,2.32,Friday,0,R041,S00163
D10144,HS000557,R0006,TRK011,road,2026-02-08 10:07:00,517.3,11.09,13.09,2.0,0,0.803,medium,clear,0,1.12,Sunday,0,R006,S00557
D10145,HS001174,R0055,TRK023,road,2026-07-07 13:21:00,446.6,12.26,14.85,2.59,0,0.885,low,cloudy,1,2.86,Tuesday,0,R055,S01174
D10146,HS001161,R0040,TRK004,road,2026-07-24 13:08:00,424.3,11.28,16.09,4.81,0,0.857,low,heavy_rain,0,1.22,Friday,0,R040,S01161
D10147,HS000833,R0008,TRK041,road,2025-02-03 11:26:00,283.8,9.35,11.85,2.5,0,0.729,medium,clear,1,2.69,Monday,0,R008,S00833
D10148,HS000305,R0059,TRK047,road,2026-06-22 21:19:00,200.2,6.57,8.16,1.59,0,0.842,low,clear,0,1.12,Monday,0,R059,S00305
D10149,HS000638,R0036,TRK023,road,2025-08-21 23:56:00,350.0,7.15,10.74,3.59,0,0.755,low,clear,1,1.96,Thursday,0,R036,S00638
D10150,HS000536,R0023,TRK039,road,2025-03-27 07:50:00,79.1,4.62,7.11,2.49,0,0.908,medium,clear,0,1.21,Thursday,1,R023,S00536
D10151,HS000124,R0095,TRK026,road,2025-03-14 02:11:00,244.5,9.41,11.41,2.0,0,0.906,low,clear,1,1.2,Friday,0,R095,S00124
D10152,HS000247,R0007,TRK050,road,2025-11-07 09:56:00,120.9,4.63,6.53,1.9,0,0.938,low,cloudy,0,0.85,Friday,1,R007,S00247
D10153,HS000591,R0030,TRK021,local,2026-05-05 10:34:00,504.1,19.36,21.23,1.87,0,0.944,medium,clear,0,0.27,Tuesday,0,R030,S00591
D10154,HS001056,R0077,TRK022,local,2026-06-28 23:21:00,274.7,9.01,11.56,2.55,0,0.934,medium,cloudy,0,2.06,Sunday,0,R077,S01056
D10155,HS001172,R0099,TRK050,local,2025-11-19 18:56:00,394.2,11.29,15.36,4.07,0,0.761,low,clear,1,1.68,Wednesday,1,R099,S01172
D10156,HS001471,R0008,TRK049,rail,2025-10-31 05:18:00,121.6,4.14,7.6,3.46,0,0.724,medium,clear,0,1.27,Friday,0,R008,S01471
D10157,HS001155,R0036,TRK035,road,2025-04-12 13:40:00,135.6,3.7,5.04,1.34,0,0.89,low,cloudy,0,0.77,Saturday,0,R036,S01155
D10158,HS000549,R0095,TRK032,road,2025-10-21 06:18:00,483.7,13.61,16.7,3.09,0,0.755,low,cloudy,0,0.45,Tuesday,0,R095,S00549
D10159,HS000085,R0028,TRK042,local,2025-03-28 23:14:00,324.4,7.71,10.57,2.86,0,0.939,medium,rain,1,1.95,Friday,0,R028,S00085
D10160,HS001036,R0011,TRK050,road,2026-05-06 18:09:00,204.8,7.67,12.07,4.4,0,0.825,low,clear,1,1.97,Wednesday,1,R011,S01036
D10161,HS001302,R0054,TRK027,local,2026-08-03 20:00:00,158.5,6.04,8.85,2.81,0,0.962,low,rain,0,0.57,Monday,1,R054,S01302
D10162,HS000983,R0053,TRK046,road,2025-03-31 02:01:00,137.7,3.92,8.38,4.46,0,0.86,medium,clear,2,3.57,Monday,0,R053,S00983
D10163,HS000602,R0074,TRK036,road,2025-06-17 10:30:00,144.8,5.88,8.18,2.3,0,0.943,low,rain,1,3.18,Tuesday,0,R074,S00602
D10164,HS000052,R0034,TRK016,road,2026-01-30 04:07:00,232.3,6.72,9.32,2.6,0,0.876,medium,rain,0,1.26,Friday,0,R034,S00052
D10165,HS000674,R0047,TRK024,rail,2025-01-14 22:50:00,212.9,6.92,9.85,2.93,0,0.788,low,clear,1,2.44,Tuesday,0,R047,S00674
D10166,HS001270,R0019,TRK003,rail,2026-03-15 05:11:00,366.2,10.42,13.11,2.69,0,0.875,medium,clear,0,0.32,Sunday,0,R019,S01270
D10167,HS001045,R0095,TRK025,road,2025-07-10 00:55:00,401.5,10.3,11.79,1.49,0,0.946,low,rain,0,0.6,Thursday,0,R095,S01045
D10168,HS000095,R0040,TRK007,rail,2026-02-24 11:41:00,149.0,6.61,9.35,2.74,0,0.923,medium,rain,2,3.84,Tuesday,0,R040,S00095
D10169,HS000182,R0036,TRK020,local,2025-07-22 01:18:00,386.1,10.95,15.04,4.09,0,0.733,low,clear,1,2.85,Tuesday,0,R036,S00182
D10170,HS001081,R0011,TRK019,road,2026-06-05 00:36:00,499.3,16.26,19.17,2.91,0,0.796,low,cloudy,0,2.3,Friday,0,R011,S01081
D10171,HS000500,R0064,TRK035,rail,2025-06-07 13:36:00,453.4,12.44,16.29,3.85,0,0.825,medium,cloudy,1,2.99,Saturday,0,R064,S00500
D10172,HS001046,R0085,TRK033,road,2026-08-12 23:01:00,322.7,6.73,11.71,4.98,0,0.859,low,heavy_rain,3,3.72,Wednesday,0,R085,S01046
D10173,HS000434,R0085,TRK002,road,2025-06-14 08:09:00,373.3,8.85,12.22,3.37,0,0.742,low,clear,0,1.77,Saturday,1,R085,S00434
D10174,HS001074,R0078,TRK024,local,2026-04-25 15:28:00,467.3,17.37,19.07,1.7,0,0.941,low,clear,0,1.01,Saturday,0,R078,S01074
D10175,HS000944,R0074,TRK027,rail,2026-01-22 23:52:00,302.9,7.19,12.83,5.64,0,0.748,high,clear,1,3.0,Thursday,0,R074,S00944
D10176,HS000129,R0013,TRK013,local,2025-07-20 15:27:00,210.8,6.52,7.59,1.07,0,0.984,medium,cloudy,0,2.36,Sunday,0,R013,S00129
D10177,HS000823,R0080,TRK017,rail,2026-06-28 08:55:00,255.2,9.61,12.86,3.25,0,0.828,medium,cloudy,2,3.5,Sunday,1,R080,S00823
