record_id,shipment_id,hour_from_departure,temperature_c,required_min_temp_c,required_max_temp_c,sensor_quality,in_range,shipment_id_raw
T0098450,HS010164,5,8.02,2.0,8.0,Good,0,HS010164
T0098451,HS010757,15,3.7,2.0,8.0,Fair,1,HS010757
T0098452,HS006738,11,1.01,-2.0,4.0,Good,1,HS006738
T0098453,HS002286,14,9.54,8.0,12.0,Good,1,HS002286
T0098454,HS005231,21,20.73,15.0,30.0,Good,1,HS005231
T0098455,HS010595,5,2.98,2.0,8.0,Good,1,HS010595
T0098456,HS011221,16,12.76,8.0,13.0,Good,1,HS011221
T0098457,HS010529,15,17.79,15.0,30.0,Fair,1,HS010529
T0098458,HS008248,6,8.52,8.0,12.0,Good,1,HS008248
T0098459,HS009272,8,12.25,8.0,13.0,Good,1,HS009272
T0098460,HS006611,8,2.81,2.0,8.0,Good,1,HS006611
T0098461,HS011440,14,-1.87,-2.0,4.0,Fair,1,HS011440
T0098462,HS009626,3,6.26,2.0,8.0,Fair,1,HS009626
T0098463,HS007141,5,3.02,2.0,8.0,Good,1,HS007141
T0098464,HS004140,24,-15.29,-20.0,-15.0,Good,1,HS004140
T0098465,HS005454,17,6.76,2.0,8.0,Fair,1,HS005454
T0098466,HS003809,9,12.71,12.0,15.0,Fair,1,HS003809
T0098467,HS009911,22,-16.98,-20.0,-15.0,Good,1,HS009911
T0098468,HS010265,7,-17.64,-20.0,-15.0,Good,1,HS010265
T0098469,HS003643,14,3.97,2.0,8.0,Good,1,HS003643
T0098470,HS001018,5,-15.65,-20.0,-15.0,Good,1,HS001018
T0098471,HS009004,24,8.67,8.0,13.0,Good,1,HS009004
T0098472,HS001078,8,4.83,2.0,8.0,Good,1,HS001078
T0098473,HS002179,6,6.29,2.0,8.0,Fair,1,HS002179
T0098474,HS001508,15,17.99,15.0,30.0,Fair,1,HS001508
T0098475,HS006263,5,1.08,-2.0,4.0,Good,1,HS006263
T0098476,HS002723,6,3.37,-2.0,4.0,Good,1,HS002723
T0098477,HS001277,8,23.49,15.0,30.0,Fair,1,HS001277
T0098478,HS002169,17,7.26,2.0,8.0,Good,1,HS002169
T0098479,HS010396,22,6.93,2.0,8.0,Good,1,HS010396
T0098480,HS005865,0,4.53,2.0,8.0,Good,1,HS005865
T0098481,HS005932,24,10.39,8.0,12.0,Good,1,HS005932
T0098482,HS001314,23,3.73,-2.0,4.0,Good,1,HS001314
T0098483,HS006950,12,8.02,8.0,13.0,Good,1,HS006950
T0098484,HS001717,18,-0.03,-2.0,4.0,Fair,1,HS001717
T0098485,HS000389,22,7.99,2.0,8.0,Fair,1,HS000389
T0098486,HS003043,11,28.6,15.0,30.0,Fair,1,HS003043
T0098487,HS003518,2,27.32,15.0,30.0,Good,1,HS003518
T0098488,HS008996,16,3.95,2.0,8.0,Good,1,HS008996
T0098489,HS004488,15,10.89,8.0,12.0,Good,1,HS004488
T0098490,HS005170,22,6.17,2.0,8.0,Good,1,HS005170
T0098491,HS003313,23,-0.92,-2.0,4.0,Good,1,HS003313
T0098492,HS003265,20,-18.33,-20.0,-15.0,Good,1,HS003265
T0098493,HS001768,2,23.16,15.0,30.0,Good,1,HS001768
T0098494,HS006383,5,14.09,12.0,15.0,Good,1,HS006383
T0098495,HS010602,4,0.26,-2.0,4.0,Good,1,HS010602
T0098496,HS006030,13,3.05,-2.0,4.0,Fair,1,HS006030
T0098497,HS006853,16,10.11,8.0,12.0,Fair,1,HS006853
T0098498,HS004046,2,7.89,2.0,8.0,Good,1,HS004046
T0098499,HS009207,19,10.59,8.0,12.0,Fair,1,HS009207
T0098500,HS009490,15,6.32,2.0,8.0,Good,1,HS009490
T0098501,HS001578,15,24.37,15.0,30.0,Good,1,HS001578
T0098502,HS004970,20,11.48,8.0,12.0,Good,1,HS004970
T0098503,HS001276,17,3.59,-2.0,4.0,Good,1,HS001276
T0098504,HS004144,2,25.2,15.0,30.0,Good,1,HS004144
T0098505,HS006648,8,8.84,2.0,8.0,Good,0,HS006648
T0098506,HS009195,0,7.24,2.0,8.0,Good,1,HS009195
T0098507,HS000946,20,3.09,2.0,8.0,Good,1,HS000946
T0098508,HS004963,2,9.97,2.0,8.0,Good,0,HS004963
T0098509,HS010799,14,9.64,8.0,12.0,Good,1,HS010799
T0098510,HS001785,12,7.46,2.0,8.0,Good,1,HS001785
T0098511,HS002555,4,6.63,2.0,8.0,Fair,1,HS002555
T0098512,HS004379,14,7.22,2.0,8.0,Good,1,HS004379
T0098513,HS003400,16,8.38,8.0,13.0,Good,1,HS003400
T0098514,HS008085,16,11.7,8.0,13.0,Good,1,HS008085
T0098515,HS005479,21,6.82,2.0,8.0,Good,1,HS005479
T0098516,HS002314,4,4.61,2.0,8.0,Good,1,HS002314
T0098517,HS009135,11,19.32,15.0,30.0,Good,1,HS009135
T0098518,HS000978,17,11.62,8.0,12.0,Fair,1,HS000978
T0098519,HS004157,22,14.32,12.0,15.0,Good,1,HS004157
T0098520,HS008323,0,6.42,2.0,8.0,Good,1,HS008323
T0098521,HS004135,3,-15.63,-20.0,-15.0,Good,1,HS004135
T0098522,HS009148,13,7.11,2.0,8.0,Fair,1,HS009148
T0098523,HS007077,11,24.72,15.0,30.0,Good,1,HS007077
T0098524,HS005684,15,21.92,15.0,30.0,Good,1,HS005684
T0098525,HS010339,1,9.37,8.0,12.0,Good,1,HS010339
T0098526,HS001529,16,9.04,8.0,12.0,Fair,1,HS001529
T0098527,HS009803,16,5.02,2.0,8.0,Good,1,HS009803
T0098528,HS011673,22,12.02,8.0,13.0,Good,1,HS011673
T0098529,HS000864,2,10.85,8.0,12.0,Fair,1,HS000864
T0098530,HS006136,15,21.11,15.0,30.0,Good,1,HS006136
T0098531,HS000012,17,3.32,2.0,8.0,Good,1,HS000012
T0098532,HS009645,24,4.78,2.0,8.0,Good,1,HS009645
T0098533,HS007895,11,2.11,-2.0,4.0,Fair,1,HS007895
T0098534,HS005312,3,-18.58,-20.0,-15.0,Good,1,HS005312
T0098535,HS009979,12,6.6,2.0,8.0,Good,1,HS009979
T0098536,HS004596,20,5.68,2.0,8.0,Good,1,HS004596
T0098537,HS002558,18,14.89,12.0,15.0,Good,1,HS002558
T0098538,HS003802,1,20.17,15.0,30.0,Good,1,HS003802
T0098539,HS006833,13,12.04,12.0,15.0,Fair,1,HS006833
T0098540,HS005798,19,14.73,12.0,15.0,Good,1,HS005798
T0098541,HS008445,22,2.36,2.0,8.0,Good,1,HS008445
T0098542,HS000048,23,25.86,15.0,30.0,Fair,1,HS000048
T0098543,HS011417,1,7.45,2.0,8.0,Good,1,HS011417
T0098544,HS004287,6,7.1,2.0,8.0,Good,1,HS004287
T0098545,HS008292,22,-17.57,-20.0,-15.0,Good,1,HS008292
T0098546,HS001948,16,14.68,12.0,15.0,Fair,1,HS001948
T0098547,HS005745,1,6.69,2.0,8.0,Fair,1,HS005745
T0098548,HS001460,16,9.6,8.0,13.0,Good,1,HS001460
T0098549,HS000263,10,7.36,2.0,8.0,Good,1,HS000263
T0098550,HS004841,7,4.34,2.0,8.0,Good,1,HS004841
T0098551,HS010678,3,28.75,15.0,30.0,Good,1,HS010678
T0098552,HS010222,20,6.69,2.0,8.0,Fair,1,HS010222
T0098553,HS006730,22,27.26,15.0,30.0,Good,1,HS006730
T0098554,HS007300,0,-18.88,-20.0,-15.0,Good,1,HS007300
T0098555,HS007249,17,3.2,2.0,8.0,Good,1,HS007249
T0098556,HS005443,24,3.36,2.0,8.0,Good,1,HS005443
T0098557,HS005113,3,6.74,2.0,8.0,Good,1,HS005113
T0098558,HS003879,21,5.38,2.0,8.0,Good,1,HS003879
T0098559,HS010152,16,14.54,12.0,15.0,Good,1,HS010152
T0098560,HS004229,14,2.92,2.0,8.0,Good,1,HS004229
T0098561,HS002042,17,-1.07,-2.0,4.0,Good,1,HS002042
T0098562,HS007613,24,5.03,2.0,8.0,Good,1,HS007613
T0098563,HS008629,11,-0.58,-2.0,4.0,Good,1,HS008629
T0098564,HS004208,22,3.16,2.0,8.0,Fair,1,HS004208
T0098565,HS007879,23,7.94,2.0,8.0,Good,1,HS007879
T0098566,HS006225,21,24.66,15.0,30.0,Fair,1,HS006225
T0098567,HS008167,5,3.01,2.0,8.0,Fair,1,HS008167
T0098568,HS006226,23,11.23,8.0,13.0,Fair,1,HS006226
T0098569,HS008438,12,4.01,2.0,8.0,Fair,1,HS008438
T0098570,HS004521,24,13.25,12.0,15.0,Good,1,HS004521
T0098571,HS009665,22,12.13,12.0,15.0,Fair,1,HS009665
T0098572,HS000388,12,8.14,8.0,12.0,Good,1,HS000388
T0098573,HS003579,3,6.22,2.0,8.0,Fair,1,HS003579
T0098574,HS001975,23,0.05,-2.0,4.0,Good,1,HS001975
T0098575,HS002779,6,-0.91,2.0,8.0,Good,0,HS002779
T0098576,HS010083,12,2.88,-2.0,4.0,Fair,1,HS010083
T0098577,HS009082,18,7.41,2.0,8.0,Good,1,HS009082
T0098578,HS005680,18,-4.62,-2.0,4.0,Fair,0,HS005680
T0098579,HS006818,0,25.83,15.0,30.0,Good,1,HS006818
T0098580,HS003173,18,14.87,12.0,15.0,Good,1,HS003173
T0098581,HS009569,15,8.53,8.0,13.0,Fair,1,HS009569
T0098582,HS003191,23,9.51,8.0,12.0,Fair,1,HS003191
T0098583,HS001773,11,10.3,8.0,13.0,Fair,1,HS001773
T0098584,HS007738,16,0.67,-2.0,4.0,Good,1,HS007738
T0098585,HS007049,8,3.92,-2.0,4.0,Fair,1,HS007049
T0098586,HS008708,20,11.19,8.0,12.0,Fair,1,HS008708
T0098587,HS010514,14,12.42,8.0,13.0,Good,1,HS010514
T0098588,HS010397,8,8.46,8.0,13.0,Good,1,HS010397
T0098589,HS004784,1,9.31,8.0,12.0,Good,1,HS004784
T0098590,HS008108,24,5.53,2.0,8.0,Fair,1,HS008108
T0098591,HS000938,24,15.65,15.0,30.0,Good,1,HS000938
T0098592,HS000794,21,2.48,2.0,8.0,Good,1,HS000794
T0098593,HS009422,2,13.04,8.0,12.0,Good,0,HS009422
T0098594,HS008937,2,29.82,15.0,30.0,Good,1,HS008937
T0098595,HS002374,10,6.47,2.0,8.0,Fair,1,HS002374
T0098596,HS003853,7,23.01,15.0,30.0,Good,1,HS003853
T0098597,HS000005,24,-15.33,-20.0,-15.0,Good,1,HS000005
T0098598,HS008183,1,5.84,2.0,8.0,Good,1,HS008183
T0098599,HS000404,22,4.61,2.0,8.0,Fair,1,HS000404
T0098600,HS002093,23,5.78,2.0,8.0,Good,1,HS002093
T0098601,HS010442,7,10.43,8.0,12.0,Fair,1,HS010442
T0098602,HS001242,2,8.44,8.0,12.0,Good,1,HS001242
T0098603,HS002697,3,9.96,2.0,8.0,Good,0,HS002697
T0098604,HS002652,22,3.68,2.0,8.0,Fair,1,HS002652
T0098605,HS008195,21,19.48,15.0,30.0,Fair,1,HS008195
T0098606,HS011611,2,19.98,15.0,30.0,Good,1,HS011611
T0098607,HS009935,2,13.11,12.0,15.0,Good,1,HS009935
T0098608,HS009124,6,-15.75,-20.0,-15.0,Good,1,HS009124
T0098609,HS006208,21,18.35,15.0,30.0,Fair,1,HS006208
T0098610,HS003806,23,13.25,12.0,15.0,Good,1,HS003806
T0098611,HS005087,23,21.43,15.0,30.0,Fair,1,HS005087
T0098612,HS011694,20,13.33,12.0,15.0,Good,1,HS011694
T0098613,HS011060,20,22.47,15.0,30.0,Good,1,HS011060
T0098614,HS003241,13,13.28,12.0,15.0,Good,1,HS003241
T0098615,HS004340,12,-0.54,-2.0,4.0,Good,1,HS004340
T0098616,HS004320,17,9.91,8.0,13.0,Good,1,HS004320
T0098617,HS009905,10,12.59,8.0,13.0,Good,1,HS009905
T0098618,HS005718,15,12.98,12.0,15.0,Good,1,HS005718
T0098619,HS003953,15,7.09,2.0,8.0,Good,1,HS003953
T0098620,HS011030,20,24.32,15.0,30.0,Good,1,HS011030
T0098621,HS000251,3,0.01,-2.0,4.0,Good,1,HS000251
T0098622,HS005106,0,-0.33,-2.0,4.0,Good,1,HS005106
T0098623,HS004223,5,29.13,15.0,30.0,Good,1,HS004223
T0098624,HS009119,19,12.22,8.0,13.0,Fair,1,HS009119
T0098625,HS010291,4,23.67,15.0,30.0,Good,1,HS010291
T0098626,HS011917,1,27.59,15.0,30.0,Good,1,HS011917
T0098627,HS001775,9,19.06,12.0,15.0,Fair,0,HS001775
T0098628,HS006319,2,14.13,12.0,15.0,Good,1,HS006319
T0098629,HS001445,20,28.56,15.0,30.0,Good,1,HS001445
T0098630,HS009130,1,12.86,12.0,15.0,Good,1,HS009130
T0098631,HS005227,19,5.08,2.0,8.0,Good,1,HS005227
T0098632,HS000015,0,13.05,12.0,15.0,Good,1,HS000015
T0098633,HS006490,19,-15.6,-20.0,-15.0,Good,1,HS006490
T0098634,HS005209,8,3.9,-2.0,4.0,Fair,1,HS005209
T0098635,HS005410,24,20.31,15.0,30.0,Good,1,HS005410
T0098636,HS006265,22,5.75,2.0,8.0,Good,1,HS006265
T0098637,HS004047,19,6.33,2.0,8.0,Good,1,HS004047
T0098638,HS009790,17,4.42,2.0,8.0,Good,1,HS009790
T0098639,HS010248,2,7.71,2.0,8.0,Good,1,HS010248
T0098640,HS011702,5,2.23,-2.0,4.0,Good,1,HS011702
T0098641,HS006582,15,18.8,15.0,30.0,Good,1,HS006582
T0098642,HS008975,17,2.18,2.0,8.0,Fair,1,HS008975
T0098643,HS010712,24,4.4,-2.0,4.0,Good,0,HS010712
T0098644,HS003485,15,18.31,15.0,30.0,Good,1,HS003485
T0098645,HS002184,12,29.25,15.0,30.0,Good,1,HS002184
T0098646,HS001838,0,12.41,12.0,15.0,Fair,1,HS001838
T0098647,HS006635,0,4.99,2.0,8.0,Fair,1,HS006635
T0098648,HS007505,3,12.42,8.0,13.0,Good,1,HS007505
T0098649,HS007292,1,6.85,2.0,8.0,Good,1,HS007292
T0098650,HS011726,19,6.46,2.0,8.0,Good,1,HS011726
T0098651,HS009545,14,12.73,12.0,15.0,Good,1,HS009545
T0098652,HS002974,1,14.92,12.0,15.0,Good,1,HS002974
T0098653,HS004799,10,-0.82,-2.0,4.0,Good,1,HS004799
T0098654,HS000543,11,4.86,2.0,8.0,Good,1,HS000543
T0098655,HS006317,5,30.51,15.0,30.0,Good,0,HS006317
T0098656,HS003148,4,9.7,8.0,13.0,Good,1,HS003148
T0098657,HS003170,16,11.6,15.0,30.0,Fair,0,HS003170
T0098658,HS006692,19,16.63,15.0,30.0,Good,1,HS006692
T0098659,HS000994,24,26.64,15.0,30.0,Good,1,HS000994
T0098660,HS002857,21,4.06,2.0,8.0,Good,1,HS002857
T0098661,HS004997,4,10.39,8.0,12.0,Good,1,HS004997
T0098662,HS003954,20,12.28,12.0,15.0,Fair,1,HS003954
T0098663,HS007816,13,6.11,2.0,8.0,Good,1,HS007816
T0098664,HS010090,6,4.28,2.0,8.0,Good,1,HS010090
T0098665,HS004217,5,5.16,2.0,8.0,Fair,1,HS004217
T0098666,HS009572,24,12.56,8.0,13.0,Good,1,HS009572
T0098667,HS006697,19,2.65,2.0,8.0,Good,1,HS006697
T0098668,HS003168,9,9.49,8.0,13.0,Good,1,HS003168
T0098669,HS000537,22,2.09,2.0,8.0,Good,1,HS000537
T0098670,HS008891,13,-18.79,-20.0,-15.0,Good,1,HS008891
T0098671,HS006564,12,26.07,15.0,30.0,Good,1,HS006564
T0098672,HS007012,23,16.24,15.0,30.0,Good,1,HS007012
T0098673,HS004592,7,3.26,2.0,8.0,Good,1,HS004592
T0098674,HS003095,24,6.58,2.0,8.0,Fair,1,HS003095
T0098675,HS004986,11,12.7,8.0,13.0,Fair,1,HS004986
T0098676,HS005583,8,5.72,-2.0,4.0,Fair,0,HS005583
T0098677,HS002901,17,2.66,-2.0,4.0,Good,1,HS002901
T0098678,HS009697,18,2.09,2.0,8.0,Fair,1,HS009697
T0098679,HS009880,10,9.01,8.0,12.0,Good,1,HS009880
T0098680,HS010334,20,6.54,2.0,8.0,Fair,1,HS010334
T0098681,HS000058,23,10.86,8.0,13.0,Good,1,HS000058
T0098682,HS008162,10,11.42,8.0,13.0,Good,1,HS008162
T0098683,HS011159,11,11.12,8.0,12.0,Fair,1,HS011159
T0098684,HS003522,23,-16.97,-20.0,-15.0,Good,1,HS003522
T0098685,HS005811,22,14.49,12.0,15.0,Good,1,HS005811
T0098686,HS001767,9,5.58,2.0,8.0,Fair,1,HS001767
T0098687,HS005489,13,8.9,-2.0,4.0,Good,0,HS005489
T0098688,HS008417,3,11.33,8.0,12.0,Good,1,HS008417
T0098689,HS010503,12,2.38,2.0,8.0,Good,1,HS010503
T0098690,HS003316,0,2.12,2.0,8.0,Good,1,HS003316
T0098691,HS009868,17,-1.67,-2.0,4.0,Good,1,HS009868
T0098692,HS011453,0,10.55,8.0,12.0,Good,1,HS011453
T0098693,HS006698,8,4.24,2.0,8.0,Good,1,HS006698
T0098694,HS007381,4,28.16,15.0,30.0,Good,1,HS007381
T0098695,HS007656,6,6.0,2.0,8.0,Good,1,HS007656
T0098696,HS006426,12,4.18,2.0,8.0,Good,1,HS006426
T0098697,HS009030,4,29.82,15.0,30.0,Good,1,HS009030
T0098698,HS005956,20,17.97,15.0,30.0,Fair,1,HS005956
T0098699,HS001247,13,-0.31,2.0,8.0,Fair,0,HS001247
T0098700,HS006442,3,23.33,15.0,30.0,Good,1,HS006442
T0098701,HS001565,5,14.4,12.0,15.0,Good,1,HS001565
T0098702,HS005768,22,-0.59,-2.0,4.0,Good,1,HS005768
T0098703,HS010147,22,1.43,-2.0,4.0,Good,1,HS010147
T0098704,HS008989,12,6.26,8.0,12.0,Good,0,HS008989
T0098705,HS003050,8,6.15,2.0,8.0,Good,1,HS003050
T0098706,HS001869,2,3.13,2.0,8.0,Good,1,HS001869
T0098707,HS008842,14,29.17,15.0,30.0,Good,1,HS008842
T0098708,HS003982,12,2.09,2.0,8.0,Good,1,HS003982
T0098709,HS004991,2,27.27,15.0,30.0,Good,1,HS004991
T0098710,HS000775,8,28.03,15.0,30.0,Fair,1,HS000775
T0098711,HS004614,9,4.2,2.0,8.0,Fair,1,HS004614
T0098712,HS010545,2,9.52,8.0,13.0,Good,1,HS010545
T0098713,HS009531,24,16.29,15.0,30.0,Good,1,HS009531
T0098714,HS007798,21,15.12,15.0,30.0,Good,1,HS007798
T0098715,HS006405,6,7.33,2.0,8.0,Fair,1,HS006405
T0098716,HS004871,3,8.68,8.0,12.0,Good,1,HS004871
T0098717,HS010920,20,24.63,15.0,30.0,Good,1,HS010920
T0098718,HS008182,14,12.37,12.0,15.0,Good,1,HS008182
T0098719,HS003204,0,7.33,2.0,8.0,Good,1,HS003204
T0098720,HS006140,23,7.78,8.0,12.0,Good,0,HS006140
T0098721,HS005835,5,9.56,8.0,13.0,Good,1,HS005835
T0098722,HS003763,22,26.24,15.0,30.0,Good,1,HS003763
T0098723,HS002142,15,4.57,2.0,8.0,Good,1,HS002142
T0098724,HS010471,4,2.45,2.0,8.0,Good,1,HS010471
T0098725,HS003088,2,24.1,15.0,30.0,Good,1,HS003088
T0098726,HS000315,12,6.0,2.0,8.0,Fair,1,HS000315
T0098727,HS004404,17,7.97,2.0,8.0,Fair,1,HS004404
T0098728,HS002535,3,8.29,8.0,12.0,Fair,1,HS002535
T0098729,HS003359,0,12.27,8.0,13.0,Good,1,HS003359
T0098730,HS006271,1,5.21,2.0,8.0,Good,1,HS006271
T0098731,HS010682,13,-19.23,-20.0,-15.0,Fair,1,HS010682
T0098732,HS002959,6,9.32,8.0,13.0,Good,1,HS002959
T0098733,HS008411,16,-0.41,-2.0,4.0,Good,1,HS008411
T0098734,HS008497,7,6.4,2.0,8.0,Good,1,HS008497
T0098735,HS011369,2,10.88,2.0,8.0,Good,0,HS011369
T0098736,HS010701,19,10.28,8.0,12.0,Good,1,HS010701
T0098737,HS010985,22,3.89,-2.0,4.0,Fair,1,HS010985
T0098738,HS009215,20,2.15,2.0,8.0,Good,1,HS009215
T0098739,HS005532,22,20.57,15.0,30.0,Fair,1,HS005532
T0098740,HS001098,16,2.11,2.0,8.0,Good,1,HS001098
T0098741,HS008319,23,5.04,2.0,8.0,Good,1,HS008319
T0098742,HS002951,0,25.23,15.0,30.0,Fair,1,HS002951
T0098743,HS007911,22,0.88,-2.0,4.0,Good,1,HS007911
T0098744,HS002956,22,3.78,-2.0,4.0,Good,1,HS002956
T0098745,HS009425,3,12.13,12.0,15.0,Good,1,HS009425
T0098746,HS000415,19,10.34,8.0,12.0,Fair,1,HS000415
T0098747,HS004026,2,9.94,8.0,13.0,Good,1,HS004026
T0098748,HS011211,3,7.99,2.0,8.0,Fair,1,HS011211
T0098749,HS007711,0,12.59,12.0,15.0,Good,1,HS007711
T0098750,HS010844,9,0.35,-2.0,4.0,Good,1,HS010844
T0098751,HS001515,14,25.91,15.0,30.0,Fair,1,HS001515
T0098752,HS004319,15,14.94,12.0,15.0,Fair,1,HS004319
T0098753,HS011501,18,13.69,8.0,13.0,Fair,0,HS011501
T0098754,HS010953,22,3.78,2.0,8.0,Fair,1,HS010953
T0098755,HS003522,22,-19.43,-20.0,-15.0,Good,1,HS003522
T0098756,HS001418,7,23.88,15.0,30.0,Good,1,HS001418
T0098757,HS007913,3,2.6,2.0,8.0,Fair,1,HS007913
T0098758,HS004191,18,-0.42,-2.0,4.0,Good,1,HS004191
T0098759,HS005057,0,14.32,8.0,13.0,Good,0,HS005057
T0098760,HS005681,12,5.7,2.0,8.0,Fair,1,HS005681
T0098761,HS002507,15,12.29,12.0,15.0,Good,1,HS002507
T0098762,HS002920,11,7.09,2.0,8.0,Good,1,HS002920
T0098763,HS008860,15,2.86,2.0,8.0,Good,1,HS008860
T0098764,HS009872,2,6.38,2.0,8.0,Good,1,HS009872
T0098765,HS010575,17,1.94,-2.0,4.0,Fair,1,HS010575
T0098766,HS001746,20,26.01,15.0,30.0,Good,1,HS001746
T0098767,HS002933,23,-12.25,-20.0,-15.0,Good,0,HS002933
T0098768,HS000545,17,5.76,2.0,8.0,Good,1,HS000545
T0098769,HS005407,2,-17.9,-20.0,-15.0,Good,1,HS005407
T0098770,HS003782,4,0.22,-2.0,4.0,Good,1,HS003782
T0098771,HS009065,9,10.88,8.0,12.0,Good,1,HS009065
T0098772,HS005495,5,-1.93,-2.0,4.0,Good,1,HS005495
T0098773,HS009789,7,-15.09,-20.0,-15.0,Good,1,HS009789
T0098774,HS004968,21,1.49,-2.0,4.0,Good,1,HS004968
T0098775,HS003385,2,-0.69,-2.0,4.0,Good,1,HS003385
T0098776,HS011401,17,-15.27,-20.0,-15.0,Good,1,HS011401
T0098777,HS011979,20,3.11,2.0,8.0,Good,1,HS011979
T0098778,HS005870,24,10.42,8.0,12.0,Fair,1,HS005870
T0098779,HS005393,7,9.4,8.0,12.0,Good,1,HS005393
T0098780,HS009555,8,22.74,15.0,30.0,Good,1,HS009555
T0098781,HS002206,2,13.12,12.0,15.0,Good,1,HS002206
T0098782,HS008116,12,5.54,2.0,8.0,Good,1,HS008116
T0098783,HS010029,18,0.15,-2.0,4.0,Good,1,HS010029
T0098784,HS009372,24,12.73,8.0,13.0,Fair,1,HS009372
T0098785,HS007195,3,-15.66,-20.0,-15.0,Good,1,HS007195
T0098786,HS007291,15,11.73,8.0,12.0,Good,1,HS007291
T0098787,HS005924,8,26.92,15.0,30.0,Good,1,HS005924
T0098788,HS001120,11,11.35,8.0,13.0,Fair,1,HS001120
T0098789,HS011992,11,13.17,12.0,15.0,Fair,1,HS011992
T0098790,HS006415,18,28.63,15.0,30.0,Good,1,HS006415
T0098791,HS005932,1,10.38,8.0,12.0,Fair,1,HS005932
T0098792,HS000994,19,22.77,15.0,30.0,Good,1,HS000994
T0098793,HS006861,8,9.26,8.0,12.0,Good,1,HS006861
T0098794,HS003571,24,-1.4,-2.0,4.0,Good,1,HS003571
T0098795,HS007924,22,12.03,8.0,13.0,Fair,1,HS007924
T0098796,HS010478,0,24.57,15.0,30.0,Good,1,HS010478
T0098797,HS010611,6,2.97,2.0,8.0,Good,1,HS010611
T0098798,HS005731,10,6.45,2.0,8.0,Good,1,HS005731
T0098799,HS011085,5,6.5,2.0,8.0,Good,1,HS011085
T0098800,HS011841,13,7.87,2.0,8.0,Good,1,HS011841
T0098801,HS003544,18,10.88,8.0,13.0,Good,1,HS003544
T0098802,HS005258,15,12.31,8.0,13.0,Fair,1,HS005258
T0098803,HS005650,8,-1.16,-2.0,4.0,Fair,1,HS005650
T0098804,HS010582,12,11.29,8.0,13.0,Good,1,HS010582
T0098805,HS009951,8,25.78,15.0,30.0,Good,1,HS009951
T0098806,HS006828,6,3.29,-2.0,4.0,Good,1,HS006828
T0098807,HS009359,3,5.0,2.0,8.0,Good,1,HS009359
T0098808,HS001530,2,4.03,2.0,8.0,Good,1,HS001530
T0098809,HS006433,12,2.28,-2.0,4.0,Good,1,HS006433
T0098810,HS006703,22,2.28,2.0,8.0,Good,1,HS006703
T0098811,HS007747,9,18.01,15.0,30.0,Good,1,HS007747
T0098812,HS008716,4,3.44,2.0,8.0,Good,1,HS008716
T0098813,HS001841,13,9.29,8.0,13.0,Good,1,HS001841
T0098814,HS001180,4,4.7,2.0,8.0,Good,1,HS001180
T0098815,HS011092,21,-0.01,-2.0,4.0,Good,1,HS011092
T0098816,HS004581,6,17.52,15.0,30.0,Fair,1,HS004581
T0098817,HS002175,9,10.08,8.0,13.0,Fair,1,HS002175
T0098818,HS000581,6,1.61,2.0,8.0,Good,0,HS000581
T0098819,HS010888,0,13.9,12.0,15.0,Good,1,HS010888
T0098820,HS011623,9,22.94,15.0,30.0,Fair,1,HS011623
T0098821,HS003722,13,10.48,8.0,12.0,Good,1,HS003722
T0098822,HS008132,4,18.36,15.0,30.0,Good,1,HS008132
T0098823,HS010123,15,14.15,8.0,12.0,Good,0,HS010123
T0098824,HS010894,9,8.85,8.0,13.0,Good,1,HS010894
T0098825,HS010504,12,9.36,8.0,12.0,Good,1,HS010504
T0098826,HS010615,7,26.68,15.0,30.0,Good,1,HS010615
T0098827,HS001422,21,4.25,-2.0,4.0,Good,0,HS001422
T0098828,HS009359,3,4.11,2.0,8.0,Good,1,HS009359
T0098829,HS003105,23,13.04,2.0,8.0,Good,0,HS003105
T0098830,HS006102,18,3.71,2.0,8.0,Good,1,HS006102
T0098831,HS007168,14,8.16,8.0,13.0,Fair,1,HS007168
T0098832,HS007306,17,7.23,2.0,8.0,Good,1,HS007306
T0098833,HS008906,10,-1.5,-2.0,4.0,Good,1,HS008906
T0098834,HS011309,13,10.63,8.0,13.0,Fair,1,HS011309
T0098835,HS010561,12,3.27,2.0,8.0,Good,1,HS010561
T0098836,HS005339,16,2.66,2.0,8.0,Good,1,HS005339
T0098837,HS009122,7,4.01,2.0,8.0,Good,1,HS009122
T0098838,HS000675,6,2.22,2.0,8.0,Good,1,HS000675
T0098839,HS006957,4,2.15,-2.0,4.0,Fair,1,HS006957
T0098840,HS008192,22,5.59,2.0,8.0,Good,1,HS008192
T0098841,HS008106,4,23.15,15.0,30.0,Good,1,HS008106
T0098842,HS006705,3,16.26,15.0,30.0,Good,1,HS006705
T0098843,HS000310,4,7.32,2.0,8.0,Fair,1,HS000310
T0098844,HS008034,9,5.43,2.0,8.0,Fair,1,HS008034
T0098845,HS003869,0,2.36,2.0,8.0,Fair,1,HS003869
T0098846,HS009387,3,23.33,15.0,30.0,Good,1,HS009387
T0098847,HS011111,22,2.63,2.0,8.0,Fair,1,HS011111
T0098848,HS007871,8,2.2,2.0,8.0,Good,1,HS007871
T0098849,HS006339,5,27.36,15.0,30.0,Good,1,HS006339
T0098850,HS004095,0,29.27,15.0,30.0,Good,1,HS004095
T0098851,HS004910,3,13.53,12.0,15.0,Good,1,HS004910
