availability_id,vehicle_id,date,vehicle_type,capacity_kg,min_temp_c,max_temp_c,home_location,current_location,availability_status,available_from,available_until,estimated_cost_per_km,maintenance_status,utilization_rate,vehicle_id_raw
VA13636,TRK0020,2025-03-13,Dry,2000,15,35,Kharagpur,Puri,assigned,2026-08-30 10:00:00,2026-08-30 20:00:00,34.71,inspection_due,0.461,TRK0020
VA13637,TRK0013,2026-05-28,Dry,1000,15,35,Bhubaneswar,Sambalpur,assigned,2026-08-30 12:00:00,2026-08-30 22:00:00,21.83,inspection_due,0.878,TRK0013
VA13638,TRK0034,2025-11-07,Local,300,10,35,Rourkela,Berhampur,available,2026-08-30 14:00:00,2026-08-30 22:00:00,36.64,good,0.251,TRK0034
VA13639,TRK0040,2026-01-01,Reefer,1000,-2,8,Jajpur,Puri,available,2026-08-30 06:00:00,2026-08-30 20:00:00,34.48,inspection_due,0.441,TRK0040
VA13640,TRK0019,2025-06-24,Local,300,10,35,Angul,Berhampur,unavailable,2026-08-30 12:00:00,2026-08-30 18:00:00,31.31,inspection_due,0.325,TRK0019
VA13641,TRK0033,2025-08-09,Dry,2000,15,35,Cuttack,Angul,unavailable,2026-08-30 08:00:00,2026-08-30 20:00:00,33.91,maintenance,0.89,TRK0033
VA13642,TRK0027,2026-05-26,Reefer,500,-2,8,Berhampur,Bhubaneswar,assigned,2026-08-30 05:00:00,2026-08-30 18:00:00,12.57,maintenance,0.866,TRK0027
VA13643,TRK0050,2025-06-01,Reefer,750,2,12,Balasore,Gopalpur,available,2026-08-30 06:00:00,2026-08-30 16:00:00,20.04,inspection_due,0.262,TRK0050
VA13644,TRK0024,2026-02-16,Dry,2000,15,35,Jajpur,Kharagpur,unavailable,2026-08-30 07:00:00,2026-08-30 16:00:00,30.18,maintenance,0.702,TRK0024
VA13645,TRK0028,2025-04-28,Reefer,1500,2,12,Angul,Berhampur,available,2026-08-30 05:00:00,2026-08-30 16:00:00,28.56,good,0.921,TRK0028
VA13646,TRK0002,2026-01-03,Local,750,10,35,Puri,Jajpur,assigned,2026-08-30 14:00:00,2026-08-30 23:59:00,18.58,maintenance,0.565,TRK0002
VA13647,TRK0001,2025-09-27,Local,750,10,35,Cuttack,Kolkata,available,2026-08-30 07:00:00,2026-08-30 16:00:00,15.22,maintenance,0.279,TRK0001
VA13648,TRK0035,2025-05-29,Local,300,10,35,Kolkata,Rourkela,available,2026-08-30 08:00:00,2026-08-30 20:00:00,25.96,good,0.862,TRK0035
VA13649,TRK0020,2026-04-18,Dry,750,15,35,Gopalpur,Puri,available,2026-08-30 05:00:00,2026-08-30 22:00:00,33.83,good,0.545,TRK0020
VA13650,TRK0023,2026-06-26,Dry,2000,15,35,Gopalpur,Sambalpur,maintenance,2026-08-30 07:00:00,2026-08-30 18:00:00,36.49,good,0.707,TRK0023
VA13651,TRK0019,2026-03-31,Reefer,2000,4,12,Jajpur,Bhubaneswar,available,2026-08-30 12:00:00,2026-08-30 23:59:00,32.95,good,0.644,TRK0019
VA13652,TRK0045,2026-05-02,Dry,500,15,35,Berhampur,Bhubaneswar,available,2026-08-30 08:00:00,2026-08-30 22:00:00,16.57,inspection_due,0.27,TRK0045
VA13653,TRK0042,2026-03-12,Reefer,750,2,12,Balasore,Berhampur,assigned,2026-08-30 14:00:00,2026-08-30 18:00:00,18.37,maintenance,0.907,TRK0042
VA13654,TRK0035,2026-05-06,Dry,500,15,35,Kolkata,Balasore,available,2026-08-30 06:00:00,2026-08-30 23:59:00,36.97,inspection_due,0.486,TRK0035
VA13655,TRK0032,2025-07-21,Dry,1000,15,35,Berhampur,Sambalpur,assigned,2026-08-30 14:00:00,2026-08-30 18:00:00,14.41,maintenance,0.171,TRK0032
VA13656,TRK0030,2025-08-27,Dry,2000,15,35,Balasore,Rourkela,available,2026-08-30 14:00:00,2026-08-30 22:00:00,28.53,good,0.854,TRK0030
VA13657,TRK0024,2025-04-19,Dry,1000,15,35,Kharagpur,Sambalpur,available,2026-08-30 05:00:00,2026-08-30 20:00:00,30.84,good,0.943,TRK0024
VA13658,TRK0040,2025-01-18,Dry,750,15,35,Balasore,Kolkata,available,2026-08-30 08:00:00,2026-08-30 20:00:00,21.86,good,0.19,TRK0040
VA13659,TRK0039,2025-03-08,Dry,500,15,35,Sambalpur,Puri,unavailable,2026-08-30 12:00:00,2026-08-30 22:00:00,17.41,good,0.435,TRK0039
VA13660,TRK0032,2025-01-13,Dry,1000,15,35,Angul,Cuttack,available,2026-08-30 06:00:00,2026-08-30 16:00:00,29.92,inspection_due,0.843,TRK0032
VA13661,TRK0018,2025-08-22,Reefer,2000,2,8,Gopalpur,Rourkela,assigned,2026-08-30 05:00:00,2026-08-30 23:59:00,33.13,good,0.941,TRK0018
VA13662,TRK0005,2025-06-15,Reefer,2000,2,12,Cuttack,Cuttack,available,2026-08-30 05:00:00,2026-08-30 18:00:00,28.38,good,0.571,TRK0005
VA13663,TRK0019,2025-12-05,Local,750,10,35,Kharagpur,Balasore,available,2026-08-30 10:00:00,2026-08-30 20:00:00,37.53,good,0.733,TRK0019
VA13664,TRK0013,2026-08-08,Dry,1500,15,35,Puri,Balasore,assigned,2026-08-30 06:00:00,2026-08-30 23:59:00,21.78,good,0.444,TRK0013
VA13665,TRK0044,2025-02-10,Dry,500,15,35,Sambalpur,Kolkata,available,2026-08-30 10:00:00,2026-08-30 18:00:00,36.51,good,0.486,TRK0044
VA13666,TRK0024,2025-03-05,Dry,1500,15,35,Angul,Kharagpur,available,2026-08-30 05:00:00,2026-08-30 18:00:00,28.54,good,0.166,TRK0024
VA13667,TRK0032,2026-05-08,Dry,500,15,35,Cuttack,Rourkela,available,2026-08-30 08:00:00,2026-08-30 18:00:00,37.66,good,0.798,TRK0032
VA13668,TRK0012,2026-03-22,Dry,500,15,35,Kharagpur,Kharagpur,available,2026-08-30 12:00:00,2026-08-30 18:00:00,14.78,maintenance,0.547,TRK0012
VA13669,TRK0020,2025-05-02,Local,300,10,35,Berhampur,Balasore,available,2026-08-30 08:00:00,2026-08-30 18:00:00,16.14,inspection_due,0.175,TRK0020
VA13670,TRK0043,2025-11-14,Reefer,1000,2,12,Balasore,Berhampur,assigned,2026-08-30 08:00:00,2026-08-30 22:00:00,30.69,inspection_due,0.37,TRK0043
VA13671,TRK0036,2025-11-27,Reefer,1500,2,12,Sambalpur,Jajpur,available,2026-08-30 05:00:00,2026-08-30 23:59:00,36.47,good,0.435,TRK0036
VA13672,TRK0041,2025-02-15,Dry,500,15,35,Kolkata,Rourkela,assigned,2026-08-30 05:00:00,2026-08-30 23:59:00,12.32,inspection_due,0.615,TRK0041
VA13673,TRK0013,2026-04-27,Local,750,10,35,Kolkata,Balasore,assigned,2026-08-30 10:00:00,2026-08-30 16:00:00,22.89,maintenance,0.92,TRK0013
VA13674,TRK0038,2025-10-20,Local,300,10,35,Bhubaneswar,Angul,unavailable,2026-08-30 08:00:00,2026-08-30 16:00:00,37.85,maintenance,0.542,TRK0038
VA13675,TRK0004,2025-05-22,Reefer,750,2,12,Jajpur,Bhubaneswar,available,2026-08-30 08:00:00,2026-08-30 23:59:00,23.03,maintenance,0.51,TRK0004
VA13676,TRK0005,2025-02-15,Reefer,2000,4,12,Kolkata,Kolkata,available,2026-08-30 07:00:00,2026-08-30 22:00:00,32.59,inspection_due,0.504,TRK0005
VA13677,TRK0024,2026-06-21,Reefer,1500,2,8,Jajpur,Jajpur,available,2026-08-30 06:00:00,2026-08-30 22:00:00,30.98,good,0.318,TRK0024
VA13678,TRK0009,2026-05-23,Reefer,1000,4,12,Bhubaneswar,Kolkata,assigned,2026-08-30 10:00:00,2026-08-30 20:00:00,36.32,good,0.247,TRK0009
VA13679,TRK0002,2025-10-23,Local,750,10,35,Balasore,Kharagpur,available,2026-08-30 14:00:00,2026-08-30 22:00:00,29.04,inspection_due,0.689,TRK0002
VA13680,TRK0011,2025-09-19,Dry,500,15,35,Berhampur,Bhubaneswar,maintenance,2026-08-30 05:00:00,2026-08-30 22:00:00,28.83,maintenance,0.931,TRK0011
VA13681,TRK0036,2025-09-07,Dry,1500,15,35,Cuttack,Sambalpur,assigned,2026-08-30 10:00:00,2026-08-30 23:59:00,20.83,maintenance,0.445,TRK0036
VA13682,TRK0007,2025-02-22,Local,750,10,35,Sambalpur,Jajpur,assigned,2026-08-30 10:00:00,2026-08-30 18:00:00,22.66,good,0.58,TRK0007
VA13683,TRK0038,2025-02-20,Reefer,750,2,12,Gopalpur,Balasore,assigned,2026-08-30 08:00:00,2026-08-30 23:59:00,36.54,good,0.909,TRK0038
VA13684,TRK0040,2025-06-23,Local,300,10,35,Berhampur,Angul,assigned,2026-08-30 14:00:00,2026-08-30 23:59:00,26.98,good,0.2,TRK0040
VA13685,TRK0042,2026-01-03,Local,300,10,35,Angul,Balasore,available,2026-08-30 05:00:00,2026-08-30 22:00:00,30.1,maintenance,0.728,TRK0042
VA13686,TRK0003,2025-01-29,Dry,500,15,35,Jajpur,Cuttack,available,2026-08-30 10:00:00,2026-08-30 20:00:00,20.23,good,0.64,TRK0003
VA13687,TRK0020,2026-01-05,Local,750,10,35,Puri,Sambalpur,available,2026-08-30 06:00:00,2026-08-30 20:00:00,19.2,good,0.168,TRK0020
VA13688,TRK0001,2025-02-05,Dry,1000,15,35,Berhampur,Puri,available,2026-08-30 14:00:00,2026-08-30 20:00:00,23.0,good,0.676,TRK0001
VA13689,TRK0025,2026-05-06,Dry,2000,15,35,Angul,Sambalpur,available,2026-08-30 07:00:00,2026-08-30 18:00:00,16.18,good,0.485,TRK0025
VA13690,TRK0007,2025-04-30,Local,750,10,35,Balasore,Berhampur,available,2026-08-30 08:00:00,2026-08-30 20:00:00,21.82,inspection_due,0.834,TRK0007
VA13691,TRK0050,2025-08-29,Local,750,10,35,Balasore,Berhampur,assigned,2026-08-30 12:00:00,2026-08-30 20:00:00,27.24,good,0.622,TRK0050
VA13692,TRK0010,2025-01-09,Local,500,10,35,Sambalpur,Sambalpur,available,2026-08-30 10:00:00,2026-08-30 22:00:00,20.05,good,0.732,TRK0010
VA13693,TRK0009,2025-09-09,Reefer,1000,4,12,Rourkela,Balasore,available,2026-08-30 08:00:00,2026-08-30 18:00:00,23.96,good,0.893,TRK0009
VA13694,TRK0003,2025-01-21,Reefer,500,4,12,Jajpur,Puri,available,2026-08-30 05:00:00,2026-08-30 23:59:00,20.82,good,0.912,TRK0003
VA13695,TRK0048,2026-02-12,Local,750,10,35,Kharagpur,Puri,available,2026-08-30 07:00:00,2026-08-30 16:00:00,20.54,inspection_due,0.306,TRK0048
VA13696,TRK0022,2025-04-01,Local,300,10,35,Bhubaneswar,Sambalpur,available,2026-08-30 14:00:00,2026-08-30 23:59:00,12.64,good,0.296,TRK0022
VA13697,TRK0017,2025-02-19,Local,300,10,35,Cuttack,Angul,available,2026-08-30 07:00:00,2026-08-30 18:00:00,14.54,good,0.939,TRK0017
VA13698,TRK0012,2026-06-05,Reefer,750,2,12,Puri,Jajpur,available,2026-08-30 12:00:00,2026-08-30 22:00:00,37.03,good,0.317,TRK0012
VA13699,TRK0003,2025-02-20,Local,300,10,35,Kolkata,Cuttack,assigned,2026-08-30 06:00:00,2026-08-30 20:00:00,12.35,inspection_due,0.874,TRK0003
VA13700,TRK0022,2025-06-11,Reefer,1500,2,12,Balasore,Cuttack,assigned,2026-08-30 08:00:00,2026-08-30 16:00:00,14.06,good,0.401,TRK0022
VA13701,TRK0014,2026-06-22,Reefer,750,2,8,Bhubaneswar,Kolkata,assigned,2026-08-30 12:00:00,2026-08-30 18:00:00,29.91,good,0.503,TRK0014
VA13702,TRK0026,2025-02-26,Reefer,500,4,12,Kharagpur,Balasore,available,2026-08-30 12:00:00,2026-08-30 16:00:00,22.78,good,0.739,TRK0026
VA13703,TRK0013,2026-05-01,Reefer,1500,2,8,Sambalpur,Jajpur,available,2026-08-30 05:00:00,2026-08-30 22:00:00,32.99,good,0.44,TRK0013
VA13704,TRK0008,2025-12-05,Local,750,10,35,Kharagpur,Balasore,assigned,2026-08-30 12:00:00,2026-08-30 16:00:00,27.41,maintenance,0.566,TRK0008
VA13705,TRK0041,2025-08-19,Dry,750,15,35,Rourkela,Rourkela,available,2026-08-30 12:00:00,2026-08-30 16:00:00,13.62,good,0.164,TRK0041
VA13706,TRK0009,2025-08-13,Local,750,10,35,Balasore,Rourkela,assigned,2026-08-30 07:00:00,2026-08-30 16:00:00,17.4,good,0.461,TRK0009
VA13707,TRK0016,2025-10-24,Reefer,500,4,12,Cuttack,Bhubaneswar,unavailable,2026-08-30 10:00:00,2026-08-30 16:00:00,17.97,good,0.729,TRK0016
VA13708,TRK0003,2026-05-26,Reefer,1000,4,12,Berhampur,Puri,available,2026-08-30 07:00:00,2026-08-30 18:00:00,18.49,good,0.72,TRK0003
VA13709,TRK0007,2025-04-01,Reefer,500,2,8,Kharagpur,Sambalpur,available,2026-08-30 05:00:00,2026-08-30 20:00:00,28.37,good,0.166,TRK0007
VA13710,TRK0014,2026-07-01,Reefer,1000,4,12,Angul,Kharagpur,assigned,2026-08-30 06:00:00,2026-08-30 23:59:00,31.27,maintenance,0.535,TRK0014
VA13711,TRK0046,2025-01-15,Dry,750,15,35,Berhampur,Kolkata,available,2026-08-30 10:00:00,2026-08-30 16:00:00,37.95,maintenance,0.641,TRK0046
VA13712,TRK0033,2025-07-03,Dry,750,15,35,Kharagpur,Gopalpur,available,2026-08-30 06:00:00,2026-08-30 16:00:00,17.29,good,0.6,TRK0033
VA13713,TRK0024,2026-05-30,Dry,2000,15,35,Gopalpur,Berhampur,available,2026-08-30 12:00:00,2026-08-30 16:00:00,22.01,maintenance,0.899,TRK0024
VA13714,TRK0024,2025-05-29,Dry,2000,15,35,Berhampur,Gopalpur,maintenance,2026-08-30 08:00:00,2026-08-30 20:00:00,23.15,good,0.214,TRK0024
VA13715,TRK0005,2025-04-01,Dry,2000,15,35,Jajpur,Rourkela,unavailable,2026-08-30 12:00:00,2026-08-30 23:59:00,22.52,good,0.653,TRK0005
VA13716,TRK0017,2025-03-08,Reefer,500,2,8,Bhubaneswar,Kharagpur,assigned,2026-08-30 05:00:00,2026-08-30 20:00:00,15.18,good,0.805,TRK0017
VA13717,TRK0026,2025-11-04,Dry,1000,15,35,Balasore,Jajpur,assigned,2026-08-30 06:00:00,2026-08-30 16:00:00,21.59,good,0.271,TRK0026
VA13718,TRK0038,2026-06-05,Reefer,2000,4,12,Angul,Cuttack,maintenance,2026-08-30 05:00:00,2026-08-30 22:00:00,25.95,inspection_due,0.343,TRK0038
VA13719,TRK0014,2025-05-27,Reefer,500,-2,8,Kharagpur,Balasore,available,2026-08-30 14:00:00,2026-08-30 23:59:00,18.51,good,0.792,TRK0014
VA13720,TRK0043,2026-04-29,Reefer,1500,4,12,Kharagpur,Sambalpur,available,2026-08-30 14:00:00,2026-08-30 18:00:00,19.86,maintenance,0.217,TRK0043
VA13721,TRK0025,2026-05-30,Reefer,2000,-2,8,Gopalpur,Kharagpur,available,2026-08-30 06:00:00,2026-08-30 23:59:00,13.65,good,0.498,TRK0025
VA13722,TRK0006,2025-10-29,Reefer,750,-2,8,Jajpur,Kharagpur,assigned,2026-08-30 06:00:00,2026-08-30 18:00:00,35.11,good,0.679,TRK0006
VA13723,TRK0010,2025-08-12,Dry,1000,15,35,Angul,Rourkela,assigned,2026-08-30 10:00:00,2026-08-30 23:59:00,36.98,inspection_due,0.326,TRK0010
VA13724,TRK0008,2025-01-25,Reefer,2000,-2,8,Rourkela,Jajpur,available,2026-08-30 10:00:00,2026-08-30 18:00:00,15.01,inspection_due,0.667,TRK0008
VA13725,TRK0023,2026-04-23,Reefer,750,-2,8,Rourkela,Puri,assigned,2026-08-30 08:00:00,2026-08-30 18:00:00,13.75,good,0.459,TRK0023
VA13726,TRK0017,2026-01-13,Reefer,1000,2,8,Kharagpur,Jajpur,unavailable,2026-08-30 10:00:00,2026-08-30 23:59:00,12.83,good,0.942,TRK0017
VA13727,TRK0025,2026-04-23,Dry,750,15,35,Rourkela,Rourkela,available,2026-08-30 12:00:00,2026-08-30 18:00:00,26.28,good,0.57,TRK0025
VA13728,TRK0026,2025-03-02,Reefer,500,2,12,Rourkela,Kolkata,assigned,2026-08-30 07:00:00,2026-08-30 20:00:00,13.6,good,0.933,TRK0026
VA13729,TRK0011,2025-01-25,Dry,750,15,35,Kolkata,Berhampur,available,2026-08-30 08:00:00,2026-08-30 20:00:00,30.11,inspection_due,0.789,TRK0011
VA13730,TRK0050,2025-12-03,Dry,500,15,35,Puri,Berhampur,available,2026-08-30 12:00:00,2026-08-30 22:00:00,13.16,good,0.258,TRK0050
VA13731,TRK0004,2025-03-11,Reefer,750,4,12,Cuttack,Kolkata,unavailable,2026-08-30 06:00:00,2026-08-30 23:59:00,16.19,good,0.172,TRK0004
VA13732,TRK0004,2025-10-08,Reefer,1500,2,12,Rourkela,Rourkela,assigned,2026-08-30 06:00:00,2026-08-30 16:00:00,16.27,good,0.468,TRK0004
VA13733,TRK0021,2025-08-17,Dry,750,15,35,Sambalpur,Puri,available,2026-08-30 12:00:00,2026-08-30 20:00:00,17.54,good,0.86,TRK0021
VA13734,TRK0031,2026-08-16,Reefer,750,4,12,Kolkata,Balasore,available,2026-08-30 14:00:00,2026-08-30 22:00:00,12.54,inspection_due,0.397,TRK0031
VA13735,TRK0049,2025-04-29,Local,500,10,35,Rourkela,Kolkata,assigned,2026-08-30 12:00:00,2026-08-30 23:59:00,35.04,good,0.415,TRK0049
VA13736,TRK0040,2025-05-08,Reefer,1000,4,12,Puri,Angul,available,2026-08-30 08:00:00,2026-08-30 20:00:00,28.63,good,0.693,TRK0040
VA13737,TRK0038,2025-04-26,Reefer,1500,2,12,Jajpur,Bhubaneswar,unavailable,2026-08-30 07:00:00,2026-08-30 20:00:00,22.66,good,0.786,TRK0038
VA13738,TRK0010,2026-01-22,Dry,1500,15,35,Angul,Jajpur,available,2026-08-30 12:00:00,2026-08-30 16:00:00,19.15,good,0.509,TRK0010
VA13739,TRK0024,2025-08-04,Reefer,1500,2,12,Gopalpur,Balasore,available,2026-08-30 12:00:00,2026-08-30 18:00:00,33.87,maintenance,0.564,TRK0024
VA13740,TRK0007,2025-03-11,Reefer,1000,2,8,Angul,Kharagpur,available,2026-08-30 12:00:00,2026-08-30 23:59:00,14.21,inspection_due,0.387,TRK0007
VA13741,TRK0045,2025-12-19,Dry,2000,15,35,Sambalpur,Rourkela,available,2026-08-30 10:00:00,2026-08-30 20:00:00,33.97,good,0.47,TRK0045
VA13742,TRK0042,2026-07-30,Reefer,2000,2,12,Berhampur,Puri,available,2026-08-30 06:00:00,2026-08-30 18:00:00,13.44,good,0.255,TRK0042
VA13743,TRK0023,2025-07-06,Dry,500,15,35,Berhampur,Gopalpur,maintenance,2026-08-30 05:00:00,2026-08-30 20:00:00,19.65,good,0.512,TRK0023
VA13744,TRK0029,2026-04-28,Reefer,750,4,12,Rourkela,Jajpur,assigned,2026-08-30 12:00:00,2026-08-30 22:00:00,29.33,good,0.326,TRK0029
VA13745,TRK0033,2025-11-12,Dry,2000,15,35,Gopalpur,Kolkata,assigned,2026-08-30 07:00:00,2026-08-30 23:59:00,21.22,maintenance,0.843,TRK0033
VA13746,TRK0050,2025-07-02,Reefer,500,-2,8,Rourkela,Gopalpur,available,2026-08-30 05:00:00,2026-08-30 22:00:00,13.19,good,0.212,TRK0050
VA13747,TRK0002,2025-10-30,Dry,1500,15,35,Puri,Sambalpur,available,2026-08-30 05:00:00,2026-08-30 20:00:00,19.27,inspection_due,0.535,TRK0002
VA13748,TRK0002,2025-08-10,Dry,500,15,35,Bhubaneswar,Gopalpur,maintenance,2026-08-30 07:00:00,2026-08-30 18:00:00,15.16,good,0.367,TRK0002
VA13749,TRK0034,2026-03-30,Dry,500,15,35,Puri,Balasore,assigned,2026-08-30 08:00:00,2026-08-30 16:00:00,21.14,inspection_due,0.7,TRK0034
VA13750,TRK0003,2025-03-02,Reefer,1000,2,12,Rourkela,Gopalpur,available,2026-08-30 10:00:00,2026-08-30 22:00:00,21.09,good,0.181,TRK0003
VA13751,TRK0021,2025-02-16,Local,500,10,35,Sambalpur,Angul,available,2026-08-30 14:00:00,2026-08-30 20:00:00,32.5,good,0.798,TRK0021
VA13752,TRK0046,2026-06-30,Reefer,2000,2,12,Angul,Balasore,available,2026-08-30 06:00:00,2026-08-30 22:00:00,28.95,good,0.562,TRK0046
VA13753,TRK0027,2025-02-10,Dry,750,15,35,Bhubaneswar,Berhampur,assigned,2026-08-30 10:00:00,2026-08-30 22:00:00,14.9,good,0.72,TRK0027
VA13754,TRK0020,2025-10-16,Dry,1500,15,35,Cuttack,Angul,available,2026-08-30 07:00:00,2026-08-30 20:00:00,26.72,inspection_due,0.682,TRK0020
VA13755,TRK0013,2025-03-04,Reefer,1500,2,12,Bhubaneswar,Cuttack,unavailable,2026-08-30 14:00:00,2026-08-30 20:00:00,13.62,good,0.499,TRK0013
VA13756,TRK0045,2025-08-02,Reefer,750,2,12,Cuttack,Jajpur,assigned,2026-08-30 12:00:00,2026-08-30 23:59:00,20.41,good,0.388,TRK0045
VA13757,TRK0047,2025-03-27,Reefer,500,2,12,Jajpur,Kolkata,assigned,2026-08-30 12:00:00,2026-08-30 20:00:00,12.37,good,0.358,TRK0047
VA13758,TRK0045,2025-09-29,Reefer,2000,-2,8,Berhampur,Kharagpur,available,2026-08-30 14:00:00,2026-08-30 22:00:00,17.63,good,0.899,TRK0045
VA13759,TRK0021,2025-03-04,Dry,2000,15,35,Berhampur,Gopalpur,assigned,2026-08-30 12:00:00,2026-08-30 22:00:00,25.36,good,0.502,TRK0021
VA13760,TRK0017,2025-07-23,Dry,1000,15,35,Puri,Kolkata,available,2026-08-30 14:00:00,2026-08-30 18:00:00,27.58,good,0.282,TRK0017
VA13761,TRK0004,2026-07-07,Dry,500,15,35,Angul,Kolkata,available,2026-08-30 10:00:00,2026-08-30 22:00:00,25.74,maintenance,0.689,TRK0004
VA13762,TRK0028,2025-04-09,Local,750,10,35,Bhubaneswar,Angul,available,2026-08-30 07:00:00,2026-08-30 22:00:00,17.2,inspection_due,0.527,TRK0028
VA13763,TRK0019,2025-10-07,Dry,500,15,35,Jajpur,Angul,available,2026-08-30 12:00:00,2026-08-30 22:00:00,34.56,good,0.94,TRK0019
VA13764,TRK0011,2025-11-01,Dry,1000,15,35,Sambalpur,Puri,available,2026-08-30 12:00:00,2026-08-30 20:00:00,34.01,good,0.213,TRK0011
VA13765,TRK0006,2026-06-04,Reefer,1500,2,8,Berhampur,Puri,available,2026-08-30 08:00:00,2026-08-30 23:59:00,17.37,good,0.536,TRK0006
VA13766,TRK0039,2025-05-27,Reefer,1500,2,8,Kharagpur,Bhubaneswar,available,2026-08-30 06:00:00,2026-08-30 22:00:00,37.38,good,0.776,TRK0039
VA13767,TRK0030,2025-01-10,Dry,1000,15,35,Rourkela,Gopalpur,assigned,2026-08-30 05:00:00,2026-08-30 16:00:00,33.76,good,0.18,TRK0030
VA13768,TRK0016,2025-12-06,Dry,1500,15,35,Cuttack,Cuttack,available,2026-08-30 06:00:00,2026-08-30 22:00:00,18.19,good,0.601,TRK0016
VA13769,TRK0022,2026-06-01,Dry,2000,15,35,Gopalpur,Bhubaneswar,assigned,2026-08-30 12:00:00,2026-08-30 22:00:00,22.73,inspection_due,0.371,TRK0022
VA13770,TRK0004,2026-05-04,Reefer,1500,-2,8,Puri,Bhubaneswar,available,2026-08-30 08:00:00,2026-08-30 16:00:00,21.63,good,0.479,TRK0004
VA13771,TRK0012,2025-09-25,Local,750,10,35,Gopalpur,Bhubaneswar,available,2026-08-30 10:00:00,2026-08-30 22:00:00,16.85,good,0.17,TRK0012
VA13772,TRK0011,2025-06-09,Reefer,2000,4,12,Rourkela,Berhampur,available,2026-08-30 05:00:00,2026-08-30 23:59:00,29.74,good,0.804,TRK0011
VA13773,TRK0045,2026-07-06,Local,750,10,35,Balasore,Jajpur,assigned,2026-08-30 07:00:00,2026-08-30 16:00:00,35.55,inspection_due,0.431,TRK0045
VA13774,TRK0009,2025-11-22,Reefer,1000,-2,8,Puri,Jajpur,available,2026-08-30 14:00:00,2026-08-30 18:00:00,23.33,good,0.819,TRK0009
VA13775,TRK0031,2026-03-06,Dry,500,15,35,Kharagpur,Sambalpur,available,2026-08-30 08:00:00,2026-08-30 22:00:00,34.5,good,0.948,TRK0031
VA13776,TRK0046,2025-01-30,Reefer,1500,4,12,Rourkela,Angul,assigned,2026-08-30 06:00:00,2026-08-30 18:00:00,31.82,maintenance,0.665,TRK0046
VA13777,TRK0021,2025-09-11,Reefer,1000,2,12,Puri,Sambalpur,available,2026-08-30 07:00:00,2026-08-30 23:59:00,37.33,maintenance,0.48,TRK0021
VA13778,TRK0023,2026-08-15,Dry,750,15,35,Puri,Sambalpur,assigned,2026-08-30 12:00:00,2026-08-30 20:00:00,27.69,good,0.279,TRK0023
VA13779,TRK0031,2025-06-06,Dry,2000,15,35,Berhampur,Angul,available,2026-08-30 12:00:00,2026-08-30 22:00:00,14.25,good,0.216,TRK0031
VA13780,TRK0014,2026-02-28,Local,750,10,35,Puri,Cuttack,available,2026-08-30 12:00:00,2026-08-30 22:00:00,25.2,inspection_due,0.581,TRK0014
VA13781,TRK0017,2026-08-01,Dry,1000,15,35,Cuttack,Berhampur,available,2026-08-30 08:00:00,2026-08-30 20:00:00,37.34,maintenance,0.426,TRK0017
VA13782,TRK0031,2025-08-02,Dry,1500,15,35,Berhampur,Kolkata,assigned,2026-08-30 06:00:00,2026-08-30 23:59:00,22.42,good,0.316,TRK0031
VA13783,TRK0006,2025-11-09,Dry,750,15,35,Berhampur,Puri,assigned,2026-08-30 12:00:00,2026-08-30 23:59:00,13.21,maintenance,0.253,TRK0006
VA13784,TRK0032,2026-07-04,Dry,500,15,35,Cuttack,Kolkata,available,2026-08-30 07:00:00,2026-08-30 20:00:00,19.41,good,0.841,TRK0032
VA13785,TRK0004,2025-08-04,Dry,1000,15,35,Angul,Puri,available,2026-08-30 08:00:00,2026-08-30 20:00:00,19.71,maintenance,0.612,TRK0004
VA13786,TRK0003,2025-08-23,Dry,1000,15,35,Puri,Balasore,assigned,2026-08-30 08:00:00,2026-08-30 20:00:00,34.18,good,0.211,TRK0003
VA13787,TRK0047,2025-08-03,Dry,1500,15,35,Jajpur,Gopalpur,assigned,2026-08-30 07:00:00,2026-08-30 23:59:00,26.16,good,0.632,TRK0047
VA13788,TRK0048,2025-08-23,Local,750,10,35,Sambalpur,Puri,maintenance,2026-08-30 06:00:00,2026-08-30 23:59:00,18.01,maintenance,0.879,TRK0048
VA13789,TRK0020,2026-04-08,Dry,500,15,35,Sambalpur,Sambalpur,assigned,2026-08-30 05:00:00,2026-08-30 22:00:00,18.87,inspection_due,0.834,TRK0020
VA13790,TRK0039,2026-02-01,Reefer,1500,2,12,Cuttack,Kolkata,available,2026-08-30 12:00:00,2026-08-30 22:00:00,12.75,good,0.186,TRK0039
VA13791,TRK0002,2026-01-03,Local,500,10,35,Balasore,Puri,maintenance,2026-08-30 08:00:00,2026-08-30 16:00:00,30.66,good,0.926,TRK0002
VA13792,TRK0002,2025-11-21,Reefer,500,2,12,Balasore,Balasore,available,2026-08-30 08:00:00,2026-08-30 20:00:00,17.43,good,0.776,TRK0002
VA13793,TRK0008,2025-12-08,Dry,1500,15,35,Cuttack,Angul,available,2026-08-30 07:00:00,2026-08-30 20:00:00,21.01,inspection_due,0.356,TRK0008
VA13794,TRK0032,2025-01-06,Dry,1000,15,35,Sambalpur,Angul,available,2026-08-30 10:00:00,2026-08-30 23:59:00,31.1,good,0.586,TRK0032
