shipment_id,product_type,weight_kg,origin,destination,transport_mode,distance_km,base_transit_hr,required_min_temp_c,required_max_temp_c,pickup_hour,delivery_deadline_hr,transfer_count,rain_flag,congestion_index,historical_route_reliability,temperature_excursion_minutes,estimated_cost_inr,delayed,delay_minutes,spoiled,shipment_id_raw
HS011384,Dairy,944,Balasore,Chennai,rail,1172.1,21.31,2,8,19,27.9,1,1,0.46,0.878,20.8,1921.42,1,110.9,0,HS011384
HS011385,Banana,760,Puri,Chennai,road,954.6,19.89,12,15,1,41.4,2,0,0.543,0.727,29.2,2318.26,1,69.5,0,HS011385
HS011386,Fish,401,Visakhapatnam,Raipur,road,429.9,8.96,-2,4,2,18.9,1,1,0.552,0.846,12.6,1693.16,1,43.5,0,HS011386
HS011387,Mango,194,Jamshedpur,Visakhapatnam,rail,648.6,11.79,8,12,11,25.8,1,1,0.834,0.864,22.2,1135.16,1,49.5,0,HS011387
HS011388,Leafy Vegetables,846,Gopalpur,Ranchi,rail,456.1,8.29,2,8,0,16.4,0,0,0.828,0.943,17.0,570.58,1,53.2,0,HS011388
HS011389,Leafy Vegetables,281,Jamshedpur,Bhubaneswar,road,281.7,5.87,2,8,4,24.7,0,0,0.433,0.849,0.0,584.21,0,28.8,0,HS011389
HS011390,Spices,468,Rourkela,Ranchi,rail,129.2,2.35,15,30,1,24.8,0,0,0.505,0.779,7.0,142.35,0,84.7,0,HS011390
HS011391,Leafy Vegetables,323,Balasore,Kolkata,rail,190.2,3.46,2,8,18,19.8,0,0,0.547,0.833,0.0,206.23,0,0.0,0,HS011391
HS011392,Fish,1278,Visakhapatnam,Raipur,road,429.9,8.96,-2,4,22,19.5,0,0,0.688,0.826,2.4,801.99,1,7.0,0,HS011392
HS011393,Spices,235,Rourkela,Cuttack,road,226.6,4.72,15,30,11,13.6,0,1,0.518,0.859,15.3,533.55,1,57.0,0,HS011393
HS011394,Dairy,635,Balasore,Jamshedpur,road,163.9,3.41,2,8,9,22.5,0,0,0.782,0.786,3.8,319.29,1,84.2,0,HS011394
HS011395,Spices,331,Rourkela,Kolkata,rail,362.5,6.59,15,30,18,28.0,2,0,0.342,0.802,22.2,1669.93,1,11.5,0,HS011395
HS011396,Banana,507,Jamshedpur,Chennai,local,1249.5,41.65,12,15,2,48.8,0,0,0.617,0.96,7.7,3357.13,1,41.5,0,HS011396
HS011397,Leafy Vegetables,1003,Jamshedpur,Hyderabad,local,1005.8,33.53,2,8,14,40.0,1,0,0.948,0.842,4.5,2961.22,1,90.2,0,HS011397
HS011398,Mango,95,Rourkela,Visakhapatnam,rail,536.5,9.75,8,12,18,25.0,2,1,0.375,0.932,26.5,1933.25,1,56.3,0,HS011398
HS011399,Fish,335,Bhubaneswar,Ranchi,road,343.1,7.15,-2,4,11,30.6,0,1,0.136,0.96,12.9,651.89,0,40.5,0,HS011399
HS011400,Packaged Food,196,Sambalpur,Hyderabad,road,733.3,15.28,15,30,11,25.1,0,0,0.745,0.922,3.2,1361.48,1,132.4,0,HS011400
HS011401,Frozen Food,468,Gopalpur,Ranchi,road,456.1,9.5,-20,-15,6,28.4,0,0,0.746,0.819,0.0,1063.0,0,33.4,0,HS011401
HS011402,Frozen Food,549,Visakhapatnam,Raipur,road,429.9,8.96,-20,-15,20,20.2,0,0,0.514,0.77,6.3,938.78,0,37.9,0,HS011402
HS011403,Tomato,258,Ranchi,Bhubaneswar,rail,343.1,6.24,8,13,8,15.9,2,0,0.196,0.921,6.1,1155.67,0,22.9,0,HS011403
HS011404,Packaged Food,249,Berhampur,Chennai,local,844.5,28.15,15,30,18,50.1,0,0,0.349,0.874,14.1,2361.05,0,106.4,0,HS011404
HS011405,Dairy,400,Visakhapatnam,Jamshedpur,road,648.6,13.51,2,8,3,26.3,0,0,0.827,0.8,18.8,1315.74,1,82.9,0,HS011405
HS011406,Tomato,153,Ranchi,Kolkata,road,324.3,6.76,8,13,23,21.6,0,0,0.741,0.922,0.0,626.36,0,2.5,0,HS011406
HS011407,Packaged Food,435,Ranchi,Chennai,road,1258.6,26.22,15,30,20,44.1,1,0,0.331,0.864,11.8,3247.55,1,119.2,1,HS011407
HS011408,Dairy,206,Balasore,Kolkata,road,190.2,3.96,2,8,23,22.6,0,0,0.221,0.915,7.8,410.89,1,0.0,0,HS011408
HS011409,Leafy Vegetables,564,Cuttack,Ranchi,road,325.8,6.79,2,8,21,19.3,2,1,0.198,0.847,75.1,1657.51,1,43.1,0,HS011409
HS011410,Mango,149,Rourkela,Visakhapatnam,road,536.5,11.18,8,12,3,32.6,1,1,0.378,0.873,7.2,1895.76,0,68.3,0,HS011410
HS011411,Banana,242,Ranchi,Jamshedpur,road,109.3,2.28,12,15,20,18.0,1,1,0.261,0.811,25.2,813.04,0,18.9,0,HS011411
HS011412,Rice,215,Gopalpur,Bhubaneswar,road,149.6,3.12,15,30,20,17.6,1,0,0.492,0.806,3.0,706.62,0,67.1,0,HS011412
HS011413,Dairy,288,Visakhapatnam,Cuttack,local,416.7,13.89,2,8,2,28.5,1,0,0.149,0.9,40.5,1688.98,1,13.9,0,HS011413
HS011414,Packaged Food,856,Cuttack,Raipur,road,450.6,9.39,15,30,17,14.6,0,0,0.48,0.816,1.8,987.18,0,18.1,0,HS011414
HS011415,Mango,607,Ranchi,Hyderabad,road,971.7,20.24,8,12,12,29.3,0,0,0.567,0.821,31.0,2097.62,1,130.2,0,HS011415
HS011416,Fish,256,Berhampur,Ranchi,rail,451.2,8.2,-2,4,0,31.1,1,0,0.026,0.795,8.8,1081.82,0,51.7,0,HS011416
HS011417,Pharmaceuticals,256,Ranchi,Cuttack,road,325.8,6.79,2,8,14,14.0,1,0,0.399,0.919,6.9,1090.46,0,10.3,0,HS011417
HS011418,Frozen Food,622,Visakhapatnam,Cuttack,road,416.7,8.68,-20,-15,14,26.1,0,0,0.833,0.927,5.5,845.22,0,26.4,0,HS011418
HS011419,Dairy,164,Sambalpur,Chennai,local,1011.9,33.73,2,8,13,43.3,0,0,0.291,0.759,28.7,2521.43,1,95.9,0,HS011419
HS011420,Fish,355,Rourkela,Cuttack,rail,226.6,4.12,-2,4,8,15.9,1,0,0.893,0.892,15.8,648.1,0,37.6,0,HS011420
HS011421,Pharmaceuticals,236,Gopalpur,Visakhapatnam,road,250.1,5.21,2,8,19,24.5,0,0,0.069,0.781,1.2,597.66,1,42.4,0,HS011421
HS011422,Spices,313,Ranchi,Raipur,road,444.4,9.26,15,30,6,24.5,0,0,0.679,0.781,0.0,863.69,0,49.8,0,HS011422
HS011423,Leafy Vegetables,592,Bhubaneswar,Kolkata,road,364.9,7.6,2,8,22,28.0,0,0,0.468,0.768,0.0,676.13,0,80.5,0,HS011423
HS011424,Dairy,227,Puri,Bhubaneswar,rail,53.7,0.98,2,8,23,21.9,1,0,0.744,0.776,7.9,427.79,0,54.8,0,HS011424
HS011425,Frozen Food,659,Bhubaneswar,Ranchi,road,343.1,7.15,-20,-15,21,21.9,0,0,0.523,0.819,6.8,759.32,0,44.2,0,HS011425
HS011426,Leafy Vegetables,1462,Puri,Bhubaneswar,rail,53.7,0.98,2,8,8,11.3,0,1,0.187,0.793,46.3,72.43,0,23.0,0,HS011426
HS011427,Banana,518,Balasore,Visakhapatnam,road,574.9,11.98,12,15,17,35.2,0,0,0.84,0.772,14.2,1187.39,0,74.4,0,HS011427
HS011428,Packaged Food,331,Puri,Jamshedpur,road,334.8,6.98,15,30,7,15.4,0,0,0.893,0.877,0.0,694.56,0,0.0,0,HS011428
HS011429,Banana,743,Gopalpur,Visakhapatnam,road,250.1,5.21,12,15,23,22.4,0,0,0.73,0.919,1.6,560.22,0,44.4,0,HS011429
HS011430,Tomato,170,Cuttack,Bhubaneswar,road,19.5,0.41,8,13,13,20.0,1,0,0.386,0.828,1.9,661.78,0,42.1,0,HS011430
HS011431,Fish,941,Puri,Kolkata,road,403.8,8.41,-2,4,10,20.1,0,0,0.199,0.722,6.8,748.51,1,45.3,0,HS011431
HS011432,Mango,215,Balasore,Hyderabad,road,996.1,20.75,8,12,23,40.2,0,1,0.091,0.87,10.7,2336.07,1,115.6,0,HS011432
HS011433,Mango,1433,Cuttack,Visakhapatnam,road,416.7,8.68,8,12,1,19.2,0,0,0.763,0.927,2.1,908.42,1,59.9,0,HS011433
HS011434,Mango,220,Visakhapatnam,Chennai,road,601.6,12.53,8,12,9,23.5,0,1,0.244,0.873,56.0,1296.02,1,39.7,0,HS011434
HS011435,Banana,538,Ranchi,Visakhapatnam,road,665.7,13.87,12,15,3,20.5,2,0,0.618,0.931,27.4,2061.7,1,72.0,0,HS011435
HS011436,Dairy,127,Ranchi,Raipur,rail,444.4,8.08,2,8,15,18.2,0,0,0.819,0.723,0.0,574.27,0,56.8,0,HS011436
HS011437,Rice,305,Berhampur,Kolkata,rail,518.2,9.42,15,30,2,19.4,0,0,0.485,0.776,28.2,675.75,0,32.0,0,HS011437
HS011438,Leafy Vegetables,173,Balasore,Hyderabad,road,996.1,20.75,2,8,10,35.8,0,1,0.637,0.883,22.8,2152.2,1,104.5,0,HS011438
HS011439,Dairy,137,Jamshedpur,Raipur,local,502.0,16.73,2,8,2,23.5,0,0,0.28,0.814,10.3,1315.74,0,67.3,0,HS011439
HS011440,Fish,766,Puri,Jamshedpur,road,334.8,6.98,-2,4,5,29.6,1,0,0.416,0.769,0.0,1027.51,1,33.0,0,HS011440
HS011441,Leafy Vegetables,158,Cuttack,Chennai,road,1014.8,21.14,2,8,19,30.1,0,0,0.43,0.949,14.6,2419.22,1,109.4,0,HS011441
HS011442,Dairy,217,Rourkela,Chennai,road,1129.8,23.54,2,8,20,37.9,1,0,0.567,0.821,39.0,2751.22,1,92.3,0,HS011442
HS011443,Leafy Vegetables,201,Berhampur,Visakhapatnam,road,245.7,5.12,2,8,10,16.5,0,0,0.568,0.931,2.1,454.87,0,0.0,0,HS011443
HS011444,Leafy Vegetables,734,Rourkela,Visakhapatnam,road,536.5,11.18,2,8,20,15.4,1,1,0.437,0.961,41.6,1636.17,1,63.6,0,HS011444
HS011445,Leafy Vegetables,678,Gopalpur,Hyderabad,road,709.7,14.79,2,8,22,38.6,1,0,0.032,0.727,14.1,1511.48,0,53.4,0,HS011445
HS011446,Mango,799,Sambalpur,Visakhapatnam,road,427.9,8.91,8,12,4,23.1,2,0,0.518,0.957,27.2,1914.09,0,35.3,0,HS011446
HS011447,Spices,210,Sambalpur,Kolkata,rail,468.2,8.51,15,30,23,28.3,0,0,0.438,0.9,17.2,578.91,1,54.8,0,HS011447
HS011448,Packaged Food,841,Balasore,Cuttack,road,158.2,3.3,15,30,22,16.8,1,0,0.665,0.914,5.4,912.53,0,47.4,0,HS011448
HS011449,Spices,209,Rourkela,Hyderabad,road,858.5,17.89,15,30,0,37.5,0,0,0.181,0.766,13.0,1886.39,1,86.4,0,HS011449
HS011450,Mango,214,Berhampur,Bhubaneswar,road,153.4,3.2,8,12,20,18.5,0,0,0.995,0.764,3.1,338.42,1,36.9,0,HS011450
HS011451,Flowers,222,Visakhapatnam,Hyderabad,road,502.8,10.48,2,8,19,27.8,0,0,0.932,0.838,2.0,1125.4,0,77.5,0,HS011451
HS011452,Fish,228,Berhampur,Bhubaneswar,road,153.4,3.2,-2,4,14,15.7,0,0,0.747,0.758,0.7,326.17,0,25.5,0,HS011452
HS011453,Mango,330,Visakhapatnam,Jamshedpur,road,648.6,13.51,8,12,14,31.9,0,0,0.341,0.899,0.0,1451.83,1,48.2,0,HS011453
HS011454,Packaged Food,203,Visakhapatnam,Cuttack,road,416.7,8.68,15,30,7,29.3,0,0,0.562,0.946,21.1,978.28,1,66.2,0,HS011454
HS011455,Rice,407,Sambalpur,Ranchi,road,249.4,5.2,15,30,21,27.6,0,0,0.521,0.958,0.0,577.22,0,4.8,0,HS011455
HS011456,Banana,64,Jamshedpur,Kolkata,road,223.2,4.65,12,15,3,16.4,0,1,0.748,0.796,11.9,490.67,1,26.2,0,HS011456
HS011457,Packaged Food,406,Berhampur,Visakhapatnam,road,245.7,5.12,15,30,10,28.5,1,1,0.436,0.849,7.3,785.68,0,62.6,1,HS011457
HS011458,Banana,172,Visakhapatnam,Cuttack,rail,416.7,7.58,12,15,20,20.0,1,0,0.49,0.767,6.4,1096.72,0,21.3,0,HS011458
HS011459,Dairy,227,Balasore,Raipur,rail,549.7,9.99,2,8,0,23.8,0,0,0.752,0.804,3.2,684.82,0,92.8,0,HS011459
HS011460,Banana,230,Puri,Bhubaneswar,road,53.7,1.12,12,15,15,10.8,0,0,0.424,0.789,5.6,123.68,0,24.2,0,HS011460
HS011461,Banana,646,Sambalpur,Cuttack,rail,226.9,4.12,12,15,15,19.1,2,1,0.762,0.849,43.9,1119.5,0,50.0,0,HS011461
HS011462,Packaged Food,486,Balasore,Cuttack,local,158.2,5.27,15,30,15,9.3,1,0,0.683,0.786,18.3,973.68,0,54.9,0,HS011462
HS011463,Fish,314,Puri,Hyderabad,road,819.6,17.08,-2,4,10,25.8,0,0,0.595,0.725,6.3,1740.83,1,133.7,0,HS011463
HS011464,Tomato,220,Puri,Visakhapatnam,local,362.8,12.09,8,13,5,30.9,0,0,0.375,0.786,4.3,976.39,0,44.2,0,HS011464
HS011465,Rice,582,Bhubaneswar,Visakhapatnam,rail,399.0,7.26,15,30,2,19.2,2,1,0.751,0.754,80.0,1750.31,1,76.3,0,HS011465
HS011466,Spices,1124,Ranchi,Chennai,road,1258.6,26.22,15,30,23,35.9,0,0,0.664,0.73,19.2,2986.2,1,92.1,0,HS011466
HS011467,Spices,344,Sambalpur,Raipur,road,244.7,5.1,15,30,18,28.7,1,0,0.807,0.838,5.8,1037.16,0,87.9,0,HS011467
HS011468,Packaged Food,124,Puri,Bhubaneswar,local,53.7,1.79,15,30,1,8.0,0,0,0.39,0.88,20.0,145.2,0,39.9,0,HS011468
HS011469,Spices,222,Sambalpur,Jamshedpur,road,272.9,5.69,15,30,4,14.5,0,0,0.266,0.946,1.8,594.48,0,0.0,0,HS011469
HS011470,Frozen Food,503,Sambalpur,Cuttack,road,226.9,4.73,-20,-15,7,21.6,1,0,0.028,0.772,27.5,1125.54,0,8.9,0,HS011470
HS011471,Leafy Vegetables,262,Bhubaneswar,Kolkata,road,364.9,7.6,2,8,4,24.0,0,0,0.542,0.739,3.3,846.38,0,55.4,0,HS011471
HS011472,Packaged Food,200,Bhubaneswar,Visakhapatnam,road,399.0,8.31,15,30,10,14.8,0,0,0.759,0.902,13.8,777.56,0,37.6,0,HS011472
HS011473,Banana,195,Cuttack,Hyderabad,road,849.7,17.7,12,15,10,24.3,0,0,0.647,0.849,4.9,1783.9,1,86.2,0,HS011473
HS011474,Banana,371,Bhubaneswar,Chennai,road,996.3,20.76,12,15,10,33.0,0,0,0.688,0.949,10.9,2226.93,1,56.4,0,HS011474
HS011475,Dairy,129,Ranchi,Visakhapatnam,rail,665.7,12.1,2,8,8,27.9,0,0,0.313,0.837,11.4,873.39,1,88.5,0,HS011475
HS011476,Tomato,342,Bhubaneswar,Hyderabad,road,837.2,17.44,8,13,17,36.4,0,0,0.967,0.937,8.3,1621.12,1,77.4,0,HS011476
HS011477,Fish,371,Jamshedpur,Kolkata,rail,223.2,4.06,-2,4,1,20.2,3,0,0.021,0.736,62.5,2201.91,1,30.5,0,HS011477
HS011478,Spices,261,Balasore,Jamshedpur,local,163.9,5.46,15,30,17,29.3,2,0,0.093,0.969,6.4,1625.52,0,51.0,0,HS011478
HS011479,Dairy,178,Bhubaneswar,Ranchi,road,343.1,7.15,2,8,0,30.0,0,0,0.76,0.823,0.0,649.59,0,27.2,0,HS011479
HS011480,Fish,679,Ranchi,Raipur,local,444.4,14.81,-2,4,13,26.4,2,0,0.267,0.937,77.0,1718.07,1,20.7,0,HS011480
HS011481,Dairy,147,Bhubaneswar,Hyderabad,road,837.2,17.44,2,8,16,32.9,1,0,0.17,0.729,8.4,2054.08,1,90.4,0,HS011481
HS011482,Pharmaceuticals,392,Visakhapatnam,Cuttack,road,416.7,8.68,2,8,6,28.1,0,0,0.353,0.767,24.9,919.46,0,34.5,0,HS011482
HS011483,Mango,562,Berhampur,Kolkata,road,518.2,10.8,8,12,19,20.9,0,1,0.012,0.867,7.5,1219.25,0,80.1,0,HS011483
HS011484,Mango,388,Rourkela,Bhubaneswar,road,240.5,5.01,8,12,3,12.9,0,0,0.58,0.724,0.0,457.03,0,40.2,0,HS011484
HS011485,Frozen Food,779,Puri,Chennai,local,954.6,31.82,-20,-15,11,45.0,0,0,0.444,0.86,9.2,2801.88,1,84.4,0,HS011485
HS011486,Dairy,167,Balasore,Jamshedpur,road,163.9,3.41,2,8,10,19.2,0,0,0.209,0.788,5.8,381.08,1,67.2,0,HS011486
HS011487,Leafy Vegetables,209,Ranchi,Visakhapatnam,road,665.7,13.87,2,8,19,30.6,0,0,0.785,0.853,5.6,1249.33,0,95.3,1,HS011487
HS011488,Leafy Vegetables,259,Jamshedpur,Visakhapatnam,rail,648.6,11.79,2,8,9,29.4,1,0,0.731,0.907,35.3,1312.98,1,100.4,0,HS011488
HS011489,Mango,2972,Puri,Bhubaneswar,local,53.7,1.79,8,12,20,24.5,1,0,0.68,0.877,20.0,510.49,0,55.4,0,HS011489
HS011490,Pharmaceuticals,487,Berhampur,Raipur,local,394.1,13.14,2,8,5,30.5,0,0,0.933,0.906,22.0,1074.63,0,20.9,0,HS011490
HS011491,Dairy,550,Puri,Bhubaneswar,road,53.7,1.12,2,8,5,23.7,2,0,0.298,0.807,7.6,901.66,0,40.9,0,HS011491
HS011492,Dairy,535,Jamshedpur,Bhubaneswar,road,281.7,5.87,2,8,4,26.5,0,0,0.298,0.899,10.1,627.82,0,25.4,0,HS011492
HS011493,Spices,368,Balasore,Cuttack,road,158.2,3.3,15,30,10,12.5,0,0,0.759,0.854,4.6,331.96,1,76.7,0,HS011493
HS011494,Flowers,692,Jamshedpur,Raipur,road,502.0,10.46,2,8,21,25.4,1,0,0.204,0.847,15.8,1764.66,1,8.9,0,HS011494
HS011495,Tomato,104,Balasore,Kolkata,rail,190.2,3.46,8,13,8,24.0,0,1,0.953,0.877,29.9,255.39,0,46.2,0,HS011495
HS011496,Frozen Food,419,Balasore,Raipur,road,549.7,11.45,-20,-15,4,22.2,0,0,0.244,0.846,23.6,1206.95,0,61.4,0,HS011496
HS011497,Banana,462,Berhampur,Jamshedpur,local,414.6,13.82,12,15,9,30.0,0,1,0.165,0.832,22.6,1245.13,0,16.9,0,HS011497
HS011498,Banana,679,Berhampur,Cuttack,road,171.0,3.56,12,15,21,23.1,1,0,0.426,0.799,15.5,639.22,1,0.0,0,HS011498
HS011499,Pharmaceuticals,165,Sambalpur,Cuttack,road,226.9,4.73,2,8,1,18.8,1,0,0.029,0.87,4.8,699.64,0,14.3,0,HS011499
HS011500,Banana,173,Cuttack,Jamshedpur,road,262.5,5.47,12,15,5,24.2,2,0,0.661,0.794,17.4,1953.22,0,55.3,0,HS011500
HS011501,Tomato,180,Puri,Jamshedpur,road,334.8,6.98,8,13,4,22.2,0,0,0.762,0.72,2.4,784.55,0,64.3,0,HS011501
HS011502,Spices,491,Gopalpur,Cuttack,rail,167.9,3.05,15,30,18,22.2,0,0,0.36,0.736,4.6,201.19,0,71.0,0,HS011502
HS011503,Flowers,496,Rourkela,Ranchi,rail,129.2,2.35,2,8,2,8.5,2,0,0.325,0.94,49.7,1466.25,0,39.1,0,HS011503
HS011504,Packaged Food,189,Visakhapatnam,Chennai,rail,601.6,10.94,15,30,23,19.0,1,0,0.681,0.932,2.7,873.08,1,55.8,0,HS011504
HS011505,Spices,1215,Jamshedpur,Ranchi,rail,109.3,1.99,15,30,20,8.0,1,0,0.505,0.959,12.9,412.16,0,25.1,0,HS011505
HS011506,Leafy Vegetables,422,Sambalpur,Bhubaneswar,road,231.6,4.82,2,8,21,22.0,0,1,0.471,0.832,5.0,439.71,0,36.8,0,HS011506
HS011507,Frozen Food,379,Ranchi,Hyderabad,road,971.7,20.24,-20,-15,12,38.0,1,0,0.445,0.788,7.1,2902.99,1,101.6,0,HS011507
HS011508,Leafy Vegetables,306,Balasore,Visakhapatnam,rail,574.9,10.45,2,8,6,16.2,3,0,0.865,0.97,3.9,1354.79,1,61.3,0,HS011508
HS011509,Pharmaceuticals,641,Bhubaneswar,Hyderabad,road,837.2,17.44,2,8,3,37.7,0,0,0.018,0.872,0.0,1681.55,1,89.2,0,HS011509
HS011510,Leafy Vegetables,451,Balasore,Ranchi,road,264.8,5.52,2,8,0,20.9,1,0,0.551,0.947,47.2,732.48,0,41.9,0,HS011510
HS011511,Mango,1196,Visakhapatnam,Raipur,road,429.9,8.96,8,12,9,30.5,0,1,0.489,0.809,50.4,894.32,0,37.4,0,HS011511
HS011512,Mango,159,Jamshedpur,Visakhapatnam,local,648.6,21.62,8,12,12,26.6,0,0,0.276,0.913,4.1,1710.38,1,96.2,0,HS011512
HS011513,Rice,128,Puri,Kolkata,rail,403.8,7.34,15,30,13,23.9,2,0,0.271,0.915,44.8,925.93,0,1.8,0,HS011513
HS011514,Mango,216,Puri,Chennai,road,954.6,19.89,8,12,6,26.6,0,0,0.455,0.885,18.5,1794.98,1,99.2,0,HS011514
HS011515,Fish,502,Visakhapatnam,Chennai,road,601.6,12.53,-2,4,21,17.7,0,0,0.018,0.781,12.4,1272.89,1,51.1,0,HS011515
HS011516,Spices,265,Bhubaneswar,Chennai,road,996.3,20.76,15,30,19,31.0,1,0,0.45,0.928,0.0,2069.72,0,123.6,0,HS011516
HS011517,Flowers,800,Visakhapatnam,Ranchi,road,665.7,13.87,2,8,20,31.0,0,0,0.888,0.837,0.4,1361.15,1,81.6,0,HS011517
HS011518,Leafy Vegetables,271,Sambalpur,Visakhapatnam,road,427.9,8.91,2,8,8,29.2,0,0,0.765,0.909,3.9,847.09,1,34.3,0,HS011518
HS011519,Tomato,707,Jamshedpur,Kolkata,road,223.2,4.65,8,13,4,20.9,0,1,0.274,0.856,20.1,457.99,0,40.0,0,HS011519
HS011520,Packaged Food,204,Puri,Jamshedpur,local,334.8,11.16,15,30,18,24.7,0,0,0.055,0.747,12.4,909.57,0,46.6,0,HS011520
HS011521,Fish,755,Sambalpur,Visakhapatnam,road,427.9,8.91,-2,4,17,18.4,0,0,0.395,0.829,0.0,994.44,0,32.9,0,HS011521
HS011522,Leafy Vegetables,852,Puri,Cuttack,road,72.4,1.51,2,8,15,16.9,1,0,0.31,0.815,16.8,432.35,0,0.0,1,HS011522
HS011523,Packaged Food,242,Berhampur,Raipur,rail,394.1,7.16,15,30,14,23.6,0,0,0.089,0.952,8.7,510.14,0,11.3,0,HS011523
HS011524,Tomato,481,Balasore,Cuttack,road,158.2,3.3,8,13,4,8.8,1,0,0.281,0.929,0.0,722.74,1,49.1,0,HS011524
HS011525,Dairy,417,Visakhapatnam,Hyderabad,road,502.8,10.48,2,8,15,33.7,0,1,0.975,0.799,26.0,1191.94,0,78.9,0,HS011525
HS011526,Mango,490,Cuttack,Hyderabad,road,849.7,17.7,8,12,2,30.2,0,0,0.976,0.873,12.9,1650.18,1,46.4,0,HS011526
HS011527,Banana,807,Bhubaneswar,Visakhapatnam,road,399.0,8.31,12,15,7,25.7,1,0,0.218,0.83,32.3,1288.2,0,38.2,0,HS011527
HS011528,Leafy Vegetables,659,Visakhapatnam,Jamshedpur,road,648.6,13.51,2,8,5,36.2,0,0,0.25,0.884,4.4,1265.64,0,72.4,0,HS011528
HS011529,Pharmaceuticals,489,Visakhapatnam,Kolkata,rail,763.8,13.89,2,8,3,31.2,2,0,0.865,0.828,42.4,1762.77,1,108.5,0,HS011529
HS011530,Leafy Vegetables,539,Ranchi,Jamshedpur,road,109.3,2.28,2,8,9,14.5,0,1,0.775,0.822,17.7,237.75,1,74.5,0,HS011530
HS011531,Pharmaceuticals,153,Visakhapatnam,Jamshedpur,road,648.6,13.51,2,8,22,29.2,0,0,0.767,0.914,0.0,1443.32,1,55.4,0,HS011531
HS011532,Rice,341,Visakhapatnam,Kolkata,road,763.8,15.91,15,30,14,30.1,0,0,0.55,0.957,42.0,1694.72,1,84.8,0,HS011532
HS011533,Spices,171,Visakhapatnam,Kolkata,rail,763.8,13.89,15,30,15,24.9,3,1,0.476,0.731,46.5,1417.1,1,70.2,0,HS011533
HS011534,Mango,346,Visakhapatnam,Raipur,rail,429.9,7.82,8,12,19,14.3,1,0,0.093,0.725,0.0,1204.0,0,46.3,0,HS011534
HS011535,Rice,723,Jamshedpur,Kolkata,local,223.2,7.44,15,30,18,27.2,1,1,0.92,0.851,43.6,1155.71,1,44.7,0,HS011535
HS011536,Banana,348,Puri,Bhubaneswar,rail,53.7,0.98,12,15,20,22.5,2,0,0.877,0.901,26.5,938.88,0,34.3,0,HS011536
HS011537,Pharmaceuticals,69,Balasore,Bhubaneswar,road,176.0,3.67,2,8,17,8.0,0,0,0.362,0.949,6.6,334.1,0,10.5,1,HS011537
HS011538,Leafy Vegetables,177,Gopalpur,Jamshedpur,road,416.3,8.67,2,8,7,18.2,1,0,0.189,0.793,0.0,1218.86,1,55.2,0,HS011538
HS011539,Pharmaceuticals,511,Balasore,Bhubaneswar,road,176.0,3.67,2,8,12,21.6,0,1,0.463,0.839,39.1,367.04,1,93.4,0,HS011539
HS011540,Tomato,247,Sambalpur,Hyderabad,road,733.3,15.28,8,13,16,37.4,0,0,0.981,0.927,1.8,1625.81,1,83.5,0,HS011540
HS011541,Frozen Food,583,Cuttack,Visakhapatnam,road,416.7,8.68,-20,-15,2,26.0,0,0,0.456,0.805,1.3,855.74,1,53.6,0,HS011541
HS011542,Banana,160,Berhampur,Ranchi,rail,451.2,8.2,12,15,14,14.4,0,0,0.861,0.736,24.9,517.8,0,40.9,0,HS011542
HS011543,Banana,449,Rourkela,Hyderabad,road,858.5,17.89,12,15,1,33.5,0,1,0.575,0.932,56.4,1819.28,1,7.5,0,HS011543
HS011544,Fish,463,Visakhapatnam,Chennai,local,601.6,20.05,-2,4,13,43.7,0,0,0.501,0.787,8.0,1571.57,0,79.5,0,HS011544
HS011545,Leafy Vegetables,585,Ranchi,Chennai,road,1258.6,26.22,2,8,23,40.6,0,1,0.716,0.967,34.3,2580.27,1,97.2,0,HS011545
HS011546,Pharmaceuticals,229,Berhampur,Hyderabad,rail,699.4,12.72,2,8,23,32.5,2,1,0.952,0.783,23.7,2216.87,1,137.9,0,HS011546
HS011547,Pharmaceuticals,581,Rourkela,Kolkata,road,362.5,7.55,2,8,22,30.1,0,0,0.759,0.877,0.0,843.07,0,45.0,0,HS011547
HS011548,Frozen Food,932,Balasore,Visakhapatnam,rail,574.9,10.45,-20,-15,0,21.2,3,0,0.947,0.952,20.8,1548.21,1,64.0,0,HS011548
HS011549,Flowers,80,Gopalpur,Raipur,local,408.1,13.6,2,8,11,32.8,1,0,0.396,0.785,16.6,1509.0,0,0.0,0,HS011549
HS011550,Rice,362,Sambalpur,Cuttack,road,226.9,4.73,15,30,8,27.5,0,0,0.084,0.827,0.0,434.3,0,35.7,0,HS011550
HS011551,Spices,108,Gopalpur,Bhubaneswar,road,149.6,3.12,15,30,18,20.2,0,1,0.126,0.827,8.8,322.75,0,69.3,0,HS011551
HS011552,Mango,200,Visakhapatnam,Bhubaneswar,rail,399.0,7.26,8,12,0,20.1,0,1,0.2,0.853,4.6,522.62,1,109.4,0,HS011552
HS011553,Fish,211,Ranchi,Cuttack,rail,325.8,5.92,-2,4,16,11.1,1,0,0.761,0.812,1.0,557.44,0,44.4,0,HS011553
HS011554,Flowers,335,Sambalpur,Raipur,road,244.7,5.1,2,8,7,13.4,0,0,0.291,0.853,0.0,474.91,0,47.8,0,HS011554
HS011555,Tomato,447,Balasore,Chennai,road,1172.1,24.42,8,13,7,45.0,0,0,0.218,0.877,29.3,2739.73,1,94.0,0,HS011555
