shipment_id,product_type,weight_kg,transport_mode,base_transit_hr,required_min_temp_c,required_max_temp_c,pickup_hour,delivery_deadline_hr,transfer_count,rain_flag,congestion_index,historical_route_reliability,assigned_vehicle_id,assigned_route_id,assigned_vehicle_type,vehicle_capacity_kg,vehicle_temp_min_c,vehicle_temp_max_c,vehicle_reliability_feature,vehicle_temperature_control_score,route_avg_transit_hr,route_reliability_feature,route_temperature_stability,route_weather_sensitivity,route_base_cost_inr,route_typical_transfer_count,historical_handling_time_hours,historical_congestion_level,historical_weather_condition,historical_peak_period,delayed
HS009988,Spices,620,rail,4.45,15,30,4,25.7,1,0,0.657,0.74,,,,,,,,,,0.74,,,,,,,,,0
HS009989,Dairy,314,road,9.5,2,8,14,28.2,2,1,0.394,0.792,,,,,,,,,,0.792,,,,,,,,,0
HS009990,Pharmaceuticals,255,rail,22.88,2,8,5,27.0,1,0,0.185,0.925,,,,,,,,,,0.925,,,,,,,,,1
HS009991,Rice,169,road,7.6,15,30,16,24.3,0,0,0.613,0.936,,,,,,,,,,0.936,,,,,,,,,0
HS009992,Tomato,370,road,4.73,8,13,21,25.4,0,0,0.807,0.737,,,,,,,,,,0.737,,,,,,,,,1
HS009993,Mango,708,road,8.96,8,12,2,24.1,0,0,0.325,0.771,,,,,,,,,,0.771,,,,,,,,,0
HS009994,Frozen Food,153,road,24.42,-20,-15,8,41.1,0,1,0.891,0.735,,,,,,,,,,0.735,,,,,,,,,1
HS009995,Fish,290,rail,2.35,-2,4,11,22.2,1,0,0.144,0.845,,,,,,,,,,0.845,,,,,,,,,0
HS009996,Tomato,281,rail,9.42,8,13,20,28.5,1,0,0.39,0.763,,,,,,,,,,0.763,,,,,,,,,1
HS009997,Fish,411,road,17.89,-2,4,2,41.5,0,0,0.051,0.915,,,,,,,,,,0.915,,,,,,,,,1
HS009998,Rice,415,rail,7.2,15,30,7,24.8,0,0,0.72,0.925,,,,,,,,,,0.925,,,,,,,,,0
HS009999,Leafy Vegetables,496,local,14.33,2,8,4,25.7,0,1,0.927,0.844,,,,,,,,,,0.844,,,,,,,,,0
HS010000,Tomato,1201,rail,7.2,8,13,13,11.7,1,0,0.583,0.836,,,,,,,,,,0.836,,,,,,,,,0
HS010001,Flowers,199,rail,17.36,2,8,2,29.4,2,0,0.429,0.854,,,,,,,,,,0.854,,,,,,,,,1
HS010002,Rice,192,road,3.12,15,30,21,18.4,0,1,0.57,0.78,,,,,,,,,,0.78,,,,,,,,,0
HS010003,Packaged Food,411,road,15.28,15,30,17,28.4,0,0,0.758,0.893,,,,,,,,,,0.893,,,,,,,,,1
HS010004,Banana,900,road,8.96,12,15,11,26.4,0,0,0.43,0.889,,,,,,,,,,0.889,,,,,,,,,0
HS010005,Spices,135,road,6.98,15,30,3,15.7,1,0,0.842,0.756,,,,,,,,,,0.756,,,,,,,,,1
HS010006,Flowers,434,road,6.79,2,8,10,25.1,2,1,0.333,0.797,,,,,,,,,,0.797,,,,,,,,,1
HS010007,Pharmaceuticals,307,road,10.46,2,8,19,24.7,1,1,0.328,0.839,,,,,,,,,,0.839,,,,,,,,,1
HS010008,Leafy Vegetables,610,road,5.52,2,8,20,24.2,0,0,0.853,0.948,,,,,,,,,,0.948,,,,,,,,,0
HS010009,Mango,527,road,3.41,8,12,16,24.4,0,0,0.778,0.761,,,,,,,,,,0.761,,,,,,,,,0
HS010010,Dairy,361,rail,9.14,2,8,18,13.6,3,0,0.033,0.738,,,,,,,,,,0.738,,,,,,,,,1
HS010011,Tomato,480,road,11.98,8,13,6,33.5,2,0,0.491,0.753,,,,,,,,,,0.753,,,,,,,,,1
HS010012,Tomato,228,road,5.01,8,13,4,25.3,1,0,0.881,0.779,,,,,,,,,,0.779,,,,,,,,,0
HS010013,Packaged Food,589,road,15.91,15,30,0,28.4,1,0,0.49,0.873,,,,,,,,,,0.873,,,,,,,,,1
HS010014,Banana,862,road,0.41,12,15,1,22.2,0,1,0.006,0.728,,,,,,,,,,0.728,,,,,,,,,0
HS010015,Packaged Food,374,road,6.76,15,30,23,13.5,0,0,0.571,0.728,,,,,,,,,,0.728,,,,,,,,,0
HS010016,Dairy,268,road,8.31,2,8,1,26.6,1,0,0.069,0.942,,,,,,,,,,0.942,,,,,,,,,0
HS010017,Rice,318,road,3.96,15,30,15,16.5,0,0,0.2,0.75,,,,,,,,,,0.75,,,,,,,,,0
HS010018,Tomato,585,road,19.89,8,13,7,31.0,0,0,0.051,0.802,,,,,,,,,,0.802,,,,,,,,,1
HS010019,Frozen Food,341,road,0.41,-20,-15,8,18.3,0,0,0.88,0.81,,,,,,,,,,0.81,,,,,,,,,0
HS010020,Fish,160,road,8.21,-2,4,14,20.8,1,1,0.575,0.919,,,,,,,,,,0.919,,,,,,,,,0
HS010021,Packaged Food,650,local,13.3,15,30,23,27.7,0,0,0.379,0.948,,,,,,,,,,0.948,,,,,,,,,0
HS010022,Banana,185,road,9.5,12,15,23,25.4,3,0,0.446,0.913,,,,,,,,,,0.913,,,,,,,,,0
HS010023,Tomato,461,road,5.69,8,13,1,25.9,0,0,0.492,0.845,,,,,,,,,,0.845,,,,,,,,,0
HS010024,Packaged Food,104,road,17.7,15,30,0,39.1,1,0,0.106,0.855,,,,,,,,,,0.855,,,,,,,,,1
HS010025,Mango,375,local,31.82,8,12,19,37.5,0,1,0.421,0.83,,,,,,,,,,0.83,,,,,,,,,1
HS010026,Frozen Food,335,road,20.24,-20,-15,6,29.8,0,0,0.459,0.965,,,,,,,,,,0.965,,,,,,,,,1
HS010027,Mango,97,road,5.1,8,12,9,16.0,1,0,0.615,0.96,,,,,,,,,,0.96,,,,,,,,,0
HS010028,Mango,435,road,17.7,8,12,17,38.9,1,0,0.254,0.91,,,,,,,,,,0.91,,,,,,,,,1
HS010029,Fish,171,local,5.11,-2,4,4,11.2,0,0,0.853,0.94,,,,,,,,,,0.94,,,,,,,,,0
HS010030,Fish,370,road,6.76,-2,4,22,22.0,0,0,0.415,0.859,,,,,,,,,,0.859,,,,,,,,,1
HS010031,Fish,268,road,3.56,-2,4,4,18.1,0,0,0.222,0.861,,,,,,,,,,0.861,,,,,,,,,0
HS010032,Dairy,134,road,9.4,2,8,16,31.6,0,0,0.571,0.906,,,,,,,,,,0.906,,,,,,,,,0
HS010033,Flowers,177,rail,7.34,2,8,2,21.5,0,0,0.439,0.808,,,,,,,,,,0.808,,,,,,,,,0
HS010034,Packaged Food,187,road,8.68,15,30,23,20.2,0,1,0.18,0.885,,,,,,,,,,0.885,,,,,,,,,0
HS010035,Tomato,663,road,15.28,8,13,18,33.8,0,0,0.857,0.826,,,,,,,,,,0.826,,,,,,,,,0
HS010036,Leafy Vegetables,603,road,5.12,2,8,1,23.5,0,1,0.605,0.95,,,,,,,,,,0.95,,,,,,,,,0
HS010037,Leafy Vegetables,1457,road,12.53,2,8,0,28.3,0,0,0.779,0.809,,,,,,,,,,0.809,,,,,,,,,0
HS010038,Flowers,251,road,8.68,2,8,14,30.1,1,0,0.819,0.879,,,,,,,,,,0.879,,,,,,,,,0
HS010039,Leafy Vegetables,246,local,15.61,2,8,1,19.9,1,0,0.401,0.725,,,,,,,,,,0.725,,,,,,,,,0
HS010040,Pharmaceuticals,382,road,14.57,2,8,15,32.6,0,0,0.944,0.865,,,,,,,,,,0.865,,,,,,,,,0
HS010041,Dairy,278,road,17.59,2,8,2,35.5,1,1,0.059,0.914,,,,,,,,,,0.914,,,,,,,,,1
HS010042,Fish,240,road,2.28,-2,4,23,15.6,0,0,0.239,0.928,,,,,,,,,,0.928,,,,,,,,,0
HS010043,Rice,363,road,26.22,15,30,3,37.8,0,0,0.2,0.939,,,,,,,,,,0.939,,,,,,,,,1
HS010044,Dairy,553,road,9.26,2,8,23,22.0,0,0,0.185,0.846,,,,,,,,,,0.846,,,,,,,,,0
HS010045,Dairy,89,road,24.42,2,8,16,42.8,0,0,0.775,0.867,,,,,,,,,,0.867,,,,,,,,,1
HS010046,Tomato,241,rail,20.54,8,13,0,44.4,0,0,0.086,0.8,,,,,,,,,,0.8,,,,,,,,,1
HS010047,Dairy,141,local,12.16,2,8,3,24.0,2,0,0.218,0.958,,,,,,,,,,0.958,,,,,,,,,0
HS010048,Tomato,317,road,8.64,8,13,22,18.7,0,0,0.199,0.878,,,,,,,,,,0.878,,,,,,,,,1
HS010049,Rice,464,rail,6.32,15,30,10,20.3,1,0,0.78,0.784,,,,,,,,,,0.784,,,,,,,,,0
HS010050,Leafy Vegetables,723,rail,6.59,2,8,6,23.5,1,0,0.859,0.943,,,,,,,,,,0.943,,,,,,,,,0
HS010051,Banana,264,road,9.5,12,15,21,22.5,0,1,0.114,0.879,,,,,,,,,,0.879,,,,,,,,,0
HS010052,Tomato,375,rail,15.61,8,13,15,20.2,3,0,0.105,0.891,,,,,,,,,,0.891,,,,,,,,,0
HS010053,Dairy,117,road,5.21,2,8,11,26.8,0,0,0.002,0.752,,,,,,,,,,0.752,,,,,,,,,1
HS010054,Spices,200,road,5.01,15,30,3,15.4,0,1,0.627,0.725,,,,,,,,,,0.725,,,,,,,,,1
HS010055,Leafy Vegetables,400,road,15.91,2,8,19,20.8,2,0,0.471,0.867,,,,,,,,,,0.867,,,,,,,,,1
HS010056,Tomato,145,road,7.55,8,13,23,27.3,0,1,0.791,0.762,,,,,,,,,,0.762,,,,,,,,,1
HS010057,Leafy Vegetables,782,road,12.53,2,8,1,34.3,1,0,0.843,0.892,,,,,,,,,,0.892,,,,,,,,,0
HS010058,Packaged Food,492,road,10.48,15,30,7,34.1,0,1,0.256,0.871,,,,,,,,,,0.871,,,,,,,,,1
HS010059,Rice,194,road,2.69,15,30,9,10.1,0,0,0.338,0.802,,,,,,,,,,0.802,,,,,,,,,0
HS010060,Banana,134,road,15.91,12,15,8,36.5,0,1,0.198,0.829,,,,,,,,,,0.829,,,,,,,,,1
HS010061,Fish,219,road,5.47,-2,4,1,14.2,0,0,0.294,0.927,,,,,,,,,,0.927,,,,,,,,,0
HS010062,Rice,195,road,3.67,15,30,4,8.0,0,1,0.731,0.89,,,,,,,,,,0.89,,,,,,,,,0
HS010063,Flowers,159,rail,9.42,2,8,20,20.0,2,1,0.422,0.798,,,,,,,,,,0.798,,,,,,,,,0
HS010064,Dairy,140,local,9.39,2,8,9,18.0,0,0,0.654,0.845,,,,,,,,,,0.845,,,,,,,,,0
HS010065,Flowers,301,road,7.15,2,8,23,17.7,0,0,0.545,0.834,,,,,,,,,,0.834,,,,,,,,,0
HS010066,Fish,563,local,11.44,-2,4,9,19.6,2,0,0.864,0.732,,,,,,,,,,0.732,,,,,,,,,0
HS010067,Tomato,220,local,8.34,8,13,4,21.8,0,0,0.571,0.81,,,,,,,,,,0.81,,,,,,,,,1
HS010068,Mango,467,road,21.08,8,12,9,36.4,0,1,0.215,0.751,,,,,,,,,,0.751,,,,,,,,,1
HS010069,Leafy Vegetables,283,local,13.3,2,8,16,25.4,1,0,0.894,0.763,,,,,,,,,,0.763,,,,,,,,,1
HS010070,Mango,521,rail,7.58,8,12,18,24.7,3,0,0.696,0.804,,,,,,,,,,0.804,,,,,,,,,0
HS010071,Leafy Vegetables,210,rail,6.24,2,8,3,29.3,0,1,0.381,0.969,,,,,,,,,,0.969,,,,,,,,,0
HS010072,Rice,420,road,8.67,15,30,8,32.3,0,0,0.19,0.869,,,,,,,,,,0.869,,,,,,,,,0
HS010073,Rice,378,rail,7.57,15,30,17,27.2,0,0,0.662,0.797,,,,,,,,,,0.797,,,,,,,,,0
HS010074,Mango,848,road,9.35,8,12,20,19.1,0,0,0.59,0.761,,,,,,,,,,0.761,,,,,,,,,0
HS010075,Mango,503,rail,2.79,8,12,4,17.5,0,1,0.406,0.815,,,,,,,,,,0.815,,,,,,,,,0
HS010076,Frozen Food,413,road,7.56,-20,-15,8,18.5,0,0,0.319,0.789,,,,,,,,,,0.789,,,,,,,,,0
HS010077,Dairy,135,rail,5.92,2,8,13,15.9,0,0,0.639,0.938,,,,,,,,,,0.938,,,,,,,,,0
HS010078,Banana,249,rail,7.57,12,15,14,17.9,1,1,0.109,0.852,,,,,,,,,,0.852,,,,,,,,,0
HS010079,Rice,208,road,3.12,15,30,11,25.9,0,1,0.513,0.954,,,,,,,,,,0.954,,,,,,,,,1
HS010080,Tomato,205,road,10.48,8,13,16,30.3,0,0,0.99,0.801,,,,,,,,,,0.801,,,,,,,,,1
HS010081,Mango,354,road,8.5,8,12,9,25.9,0,0,0.916,0.752,,,,,,,,,,0.752,,,,,,,,,0
HS010082,Flowers,409,road,15.28,2,8,8,29.6,0,0,0.284,0.933,,,,,,,,,,0.933,,,,,,,,,1
HS010083,Fish,420,local,22.19,-2,4,10,41.7,0,1,0.401,0.88,,,,,,,,,,0.88,,,,,,,,,1
HS010084,Leafy Vegetables,795,rail,0.35,2,8,19,10.4,2,0,0.887,0.893,,,,,,,,,,0.893,,,,,,,,,1
HS010085,Pharmaceuticals,479,rail,9.99,2,8,17,20.4,1,0,0.628,0.759,,,,,,,,,,0.759,,,,,,,,,0
HS010086,Spices,158,rail,0.98,15,30,7,21.7,2,0,0.261,0.798,,,,,,,,,,0.798,,,,,,,,,0
HS010087,Mango,399,road,0.41,8,12,6,8.0,0,0,0.287,0.735,,,,,,,,,,0.735,,,,,,,,,0
HS010088,Frozen Food,512,road,8.21,-20,-15,12,24.8,1,1,0.005,0.788,,,,,,,,,,0.788,,,,,,,,,0
HS010089,Tomato,795,road,5.1,8,13,1,11.6,0,0,0.863,0.888,,,,,,,,,,0.888,,,,,,,,,0
HS010090,Dairy,317,road,4.73,2,8,18,14.1,0,1,0.109,0.922,,,,,,,,,,0.922,,,,,,,,,0
HS010091,Dairy,319,rail,2.75,2,8,20,21.4,0,0,0.322,0.954,,,,,,,,,,0.954,,,,,,,,,1
HS010092,Leafy Vegetables,706,rail,4.12,2,8,6,20.0,2,0,0.356,0.807,,,,,,,,,,0.807,,,,,,,,,0
HS010093,Banana,393,road,8.91,12,15,0,21.9,1,0,0.841,0.785,,,,,,,,,,0.785,,,,,,,,,1
HS010094,Rice,124,road,14.57,15,30,10,33.3,0,0,0.018,0.933,,,,,,,,,,0.933,,,,,,,,,0
HS010095,Leafy Vegetables,108,road,3.2,2,8,3,8.2,2,0,0.132,0.81,,,,,,,,,,0.81,,,,,,,,,1
HS010096,Spices,1158,rail,0.98,15,30,17,13.7,1,0,0.908,0.823,,,,,,,,,,0.823,,,,,,,,,1
HS010097,Leafy Vegetables,115,road,7.55,2,8,13,28.2,0,0,0.219,0.774,,,,,,,,,,0.774,,,,,,,,,0
HS010098,Rice,314,road,6.79,15,30,10,18.1,0,0,0.185,0.733,,,,,,,,,,0.733,,,,,,,,,0
HS010099,Fish,621,rail,7.58,-2,4,19,17.6,1,0,0.558,0.768,,,,,,,,,,0.768,,,,,,,,,1
HS010100,Leafy Vegetables,111,rail,17.67,2,8,9,25.2,0,0,0.233,0.766,,,,,,,,,,0.766,,,,,,,,,1
HS010101,Pharmaceuticals,173,road,9.7,2,8,5,27.7,0,0,0.666,0.906,,,,,,,,,,0.906,,,,,,,,,1
HS010102,Rice,156,road,11.18,15,30,7,25.8,0,1,0.898,0.88,,,,,,,,,,0.88,,,,,,,,,1
HS010103,Dairy,1129,road,17.44,2,8,17,24.1,0,1,0.913,0.736,,,,,,,,,,0.736,,,,,,,,,1
HS010104,Dairy,1299,rail,9.99,2,8,20,23.6,2,0,0.833,0.724,,,,,,,,,,0.724,,,,,,,,,1
HS010105,Fish,217,local,27.91,-2,4,19,37.5,1,0,0.929,0.838,,,,,,,,,,0.838,,,,,,,,,0
HS010106,Fish,510,road,8.68,-2,4,1,19.9,0,0,0.92,0.862,,,,,,,,,,0.862,,,,,,,,,1
HS010107,Dairy,428,road,14.79,2,8,1,23.6,1,0,0.204,0.888,,,,,,,,,,0.888,,,,,,,,,1
HS010108,Flowers,292,local,7.56,2,8,9,15.9,1,0,0.61,0.796,,,,,,,,,,0.796,,,,,,,,,0
HS010109,Leafy Vegetables,122,road,0.41,2,8,13,13.7,0,0,0.376,0.86,,,,,,,,,,0.86,,,,,,,,,0
HS010110,Dairy,1568,road,12.53,2,8,8,18.4,2,0,0.392,0.871,,,,,,,,,,0.871,,,,,,,,,1
HS010111,Fish,108,road,24.42,-2,4,16,33.5,0,0,0.314,0.728,,,,,,,,,,0.728,,,,,,,,,1
HS010112,Packaged Food,402,road,14.57,15,30,14,37.6,0,0,0.617,0.968,,,,,,,,,,0.968,,,,,,,,,0
HS010113,Tomato,230,rail,12.9,8,13,15,23.3,1,0,0.352,0.956,,,,,,,,,,0.956,,,,,,,,,1
HS010114,Tomato,674,road,9.39,8,13,21,22.6,0,0,0.297,0.814,,,,,,,,,,0.814,,,,,,,,,0
HS010115,Banana,607,rail,7.16,12,15,18,15.1,1,0,0.396,0.868,,,,,,,,,,0.868,,,,,,,,,0
HS010116,Pharmaceuticals,185,rail,9.42,2,8,17,27.3,1,1,0.79,0.815,,,,,,,,,,0.815,,,,,,,,,0
HS010117,Dairy,209,rail,4.96,2,8,2,27.9,2,0,0.701,0.93,,,,,,,,,,0.93,,,,,,,,,0
HS010118,Leafy Vegetables,128,road,6.76,2,8,14,15.7,0,0,0.239,0.743,,,,,,,,,,0.743,,,,,,,,,0
HS010119,Tomato,397,road,5.2,8,13,7,17.1,1,0,0.879,0.764,,,,,,,,,,0.764,,,,,,,,,1
HS010120,Spices,556,local,7.56,15,30,19,14.3,1,1,0.066,0.902,,,,,,,,,,0.902,,,,,,,,,0
HS010121,Dairy,263,road,3.56,2,8,18,20.9,2,0,0.325,0.781,,,,,,,,,,0.781,,,,,,,,,0
HS010122,Fish,299,road,8.31,-2,4,17,25.1,0,0,0.085,0.967,,,,,,,,,,0.967,,,,,,,,,0
HS010123,Mango,1210,rail,2.79,8,12,23,11.7,0,0,0.571,0.929,,,,,,,,,,0.929,,,,,,,,,0
HS010124,Mango,643,rail,10.94,8,12,15,25.9,0,0,0.896,0.927,,,,,,,,,,0.927,,,,,,,,,0
HS010125,Mango,840,road,10.46,8,12,0,20.5,0,0,0.081,0.762,,,,,,,,,,0.762,,,,,,,,,1
HS010126,Leafy Vegetables,82,road,8.31,2,8,21,27.4,0,1,0.599,0.77,,,,,,,,,,0.77,,,,,,,,,0
HS010127,Dairy,500,road,7.15,2,8,3,17.3,1,0,0.777,0.923,,,,,,,,,,0.923,,,,,,,,,0
HS010128,Tomato,412,road,9.39,8,13,8,32.8,1,0,0.581,0.826,,,,,,,,,,0.826,,,,,,,,,1
HS010129,Leafy Vegetables,155,road,24.42,2,8,22,29.9,0,0,0.868,0.906,,,,,,,,,,0.906,,,,,,,,,1
HS010130,Mango,178,local,14.26,8,12,12,28.1,1,0,0.505,0.876,,,,,,,,,,0.876,,,,,,,,,0
HS010131,Leafy Vegetables,304,rail,5.12,2,8,19,25.6,0,0,0.383,0.938,,,,,,,,,,0.938,,,,,,,,,0
HS010132,Mango,146,rail,7.78,8,12,12,25.8,1,1,0.119,0.919,,,,,,,,,,0.919,,,,,,,,,0
HS010133,Banana,208,road,3.5,12,15,6,26.0,0,0,0.568,0.887,,,,,,,,,,0.887,,,,,,,,,0
HS010134,Mango,259,rail,8.2,8,12,17,29.5,2,0,0.194,0.879,,,,,,,,,,0.879,,,,,,,,,0
HS010135,Pharmaceuticals,508,road,15.91,2,8,15,27.4,0,0,0.673,0.92,,,,,,,,,,0.92,,,,,,,,,1
HS010136,Packaged Food,221,rail,4.12,15,30,20,26.8,0,0,0.739,0.844,,,,,,,,,,0.844,,,,,,,,,1
HS010137,Frozen Food,262,road,6.79,-20,-15,7,27.4,0,0,0.391,0.851,,,,,,,,,,0.851,,,,,,,,,1
HS010138,Mango,681,road,21.14,8,12,1,43.4,1,0,0.533,0.955,,,,,,,,,,0.955,,,,,,,,,1
HS010139,Packaged Food,111,road,0.41,15,30,10,20.9,0,0,0.745,0.918,,,,,,,,,,0.918,,,,,,,,,1
HS010140,Packaged Food,406,road,6.79,15,30,4,29.3,2,1,0.547,0.94,,,,,,,,,,0.94,,,,,,,,,1
HS010141,Dairy,451,road,5.47,2,8,19,23.3,0,0,0.268,0.888,,,,,,,,,,0.888,,,,,,,,,0
HS010142,Mango,459,rail,5.92,8,12,6,28.6,0,0,0.814,0.814,,,,,,,,,,0.814,,,,,,,,,0
HS010143,Flowers,253,rail,8.29,2,8,19,17.1,1,0,0.861,0.951,,,,,,,,,,0.951,,,,,,,,,0
HS010144,Packaged Food,175,road,7.15,15,30,11,29.5,1,0,0.563,0.783,,,,,,,,,,0.783,,,,,,,,,0
HS010145,Rice,940,rail,5.92,15,30,18,19.9,1,0,0.076,0.799,,,,,,,,,,0.799,,,,,,,,,0
HS010146,Frozen Food,201,road,2.28,-20,-15,21,14.5,0,1,0.493,0.777,,,,,,,,,,0.777,,,,,,,,,0
HS010147,Fish,169,road,11.45,-2,4,4,30.9,0,1,0.974,0.899,,,,,,,,,,0.899,,,,,,,,,1
HS010148,Packaged Food,355,road,7.6,15,30,18,30.8,1,0,0.798,0.867,,,,,,,,,,0.867,,,,,,,,,0
HS010149,Mango,216,road,5.69,8,12,9,19.1,1,0,0.774,0.863,,,,,,,,,,0.863,,,,,,,,,0
HS010150,Banana,693,rail,14.9,12,15,5,36.5,2,0,0.569,0.895,,,,,,,,,,0.895,,,,,,,,,1
HS010151,Rice,295,road,20.76,15,30,18,41.6,0,0,0.271,0.927,,,,,,,,,,0.927,,,,,,,,,1
HS010152,Banana,754,rail,18.4,12,15,16,23.5,2,1,0.206,0.785,,,,,,,,,,0.785,,,,,,,,,1
HS010153,Leafy Vegetables,469,rail,11.79,2,8,17,24.4,0,0,0.436,0.911,,,,,,,,,,0.911,,,,,,,,,0
HS010154,Tomato,272,rail,7.2,8,13,19,28.2,0,1,0.035,0.85,,,,,,,,,,0.85,,,,,,,,,0
HS010155,Tomato,722,local,25.46,8,13,15,35.6,1,0,0.894,0.943,,,,,,,,,,0.943,,,,,,,,,1
HS010156,Mango,229,road,21.08,8,12,3,33.7,0,0,0.214,0.73,,,,,,,,,,0.73,,,,,,,,,1
HS010157,Fish,284,road,14.57,-2,4,3,35.0,0,0,0.55,0.779,,,,,,,,,,0.779,,,,,,,,,1
HS010158,Leafy Vegetables,494,rail,17.36,2,8,8,23.9,2,0,0.674,0.765,,,,,,,,,,0.765,,,,,,,,,1
HS010159,Fish,406,road,12.53,-2,4,20,29.1,0,1,0.328,0.734,,,,,,,,,,0.734,,,,,,,,,1
HS010160,Leafy Vegetables,226,rail,7.26,2,8,11,16.2,0,0,0.864,0.887,,,,,,,,,,0.887,,,,,,,,,0
HS010161,Packaged Food,129,rail,11.79,15,30,3,26.9,0,0,0.04,0.918,,,,,,,,,,0.918,,,,,,,,,1
HS010162,Fish,346,rail,18.11,-2,4,2,32.3,1,0,0.752,0.851,,,,,,,,,,0.851,,,,,,,,,1
HS010163,Packaged Food,218,road,5.1,15,30,14,27.5,0,1,0.454,0.928,,,,,,,,,,0.928,,,,,,,,,0
HS010164,Leafy Vegetables,357,road,8.91,2,8,8,26.6,2,0,0.215,0.88,,,,,,,,,,0.88,,,,,,,,,0
HS010165,Mango,266,local,5.27,8,12,15,17.0,0,0,0.32,0.881,,,,,,,,,,0.881,,,,,,,,,1
HS010166,Rice,220,road,5.52,15,30,20,19.0,0,0,0.14,0.778,,,,,,,,,,0.778,,,,,,,,,0
HS010167,Rice,294,road,17.89,15,30,7,35.3,0,0,0.013,0.961,,,,,,,,,,0.961,,,,,,,,,1
HS010168,Mango,334,rail,4.21,8,12,2,10.4,1,1,0.657,0.844,,,,,,,,,,0.844,,,,,,,,,1
HS010169,Frozen Food,550,road,26.03,-20,-15,5,31.3,2,1,0.021,0.961,,,,,,,,,,0.961,,,,,,,,,1
HS010170,Frozen Food,461,rail,15.4,-20,-15,15,24.3,0,0,0.974,0.821,,,,,,,,,,0.821,,,,,,,,,1
HS010171,Banana,1366,road,10.71,12,15,3,20.6,1,1,0.244,0.833,,,,,,,,,,0.833,,,,,,,,,0
HS010172,Fish,384,local,3.64,-2,4,14,15.7,0,0,0.962,0.897,,,,,,,,,,0.897,,,,,,,,,0
HS010173,Tomato,226,road,20.95,8,13,1,35.5,1,0,0.923,0.921,,,,,,,,,,0.921,,,,,,,,,0
HS010174,Mango,314,road,21.08,8,12,3,39.6,0,0,0.408,0.779,,,,,,,,,,0.779,,,,,,,,,1
HS010175,Spices,506,rail,2.88,15,30,2,9.5,0,0,0.615,0.969,,,,,,,,,,0.969,,,,,,,,,0
HS010176,Dairy,672,rail,2.75,2,8,11,20.8,0,0,0.411,0.73,,,,,,,,,,0.73,,,,,,,,,1
HS010177,Rice,837,road,7.55,15,30,17,29.4,0,1,0.321,0.733,,,,,,,,,,0.733,,,,,,,,,0
HS010178,Flowers,181,road,8.67,2,8,8,30.1,1,0,0.977,0.749,,,,,,,,,,0.749,,,,,,,,,1
HS010179,Packaged Food,805,road,20.76,15,30,14,36.0,0,0,0.874,0.861,,,,,,,,,,0.861,,,,,,,,,0
HS010180,Dairy,340,road,11.45,2,8,2,30.7,0,1,0.284,0.879,,,,,,,,,,0.879,,,,,,,,,1
HS010181,Dairy,192,road,8.67,2,8,2,22.0,1,0,0.291,0.945,,,,,,,,,,0.945,,,,,,,,,0
HS010182,Tomato,307,road,14.57,8,13,18,26.1,0,0,0.7,0.832,,,,,,,,,,0.832,,,,,,,,,1
HS010183,Frozen Food,769,road,12.53,-20,-15,19,24.2,0,0,0.195,0.916,,,,,,,,,,0.916,,,,,,,,,1
HS010184,Dairy,471,rail,4.96,2,8,1,24.0,2,0,0.607,0.873,,,,,,,,,,0.873,,,,,,,,,0
HS010185,Flowers,159,rail,0.35,2,8,9,21.3,0,0,0.209,0.824,,,,,,,,,,0.824,,,,,,,,,0
HS010186,Leafy Vegetables,160,road,8.68,2,8,7,26.9,0,0,0.369,0.863,,,,,,,,,,0.863,,,,,,,,,1
HS010187,Banana,157,rail,9.75,12,15,13,26.1,1,1,0.216,0.774,,,,,,,,,,0.774,,,,,,,,,1
HS010188,Spices,218,road,7.15,15,30,8,25.2,0,0,0.417,0.911,,,,,,,,,,0.911,,,,,,,,,0
HS010189,Rice,368,road,3.96,15,30,2,23.2,0,0,0.482,0.855,,,,,,,,,,0.855,,,,,,,,,1
HS010190,Leafy Vegetables,168,road,4.65,2,8,15,22.5,1,0,0.657,0.926,,,,,,,,,,0.926,,,,,,,,,1
HS010191,Pharmaceuticals,265,rail,15.22,2,8,13,26.1,3,0,0.452,0.812,,,,,,,,,,0.812,,,,,,,,,1
HS010192,Dairy,871,rail,9.99,2,8,20,32.3,1,0,0.844,0.768,,,,,,,,,,0.768,,,,,,,,,1
HS010193,Flowers,1002,road,7.15,2,8,5,12.9,2,0,0.086,0.841,,,,,,,,,,0.841,,,,,,,,,0
HS010194,Leafy Vegetables,959,road,6.76,2,8,15,18.8,0,1,0.362,0.843,,,,,,,,,,0.843,,,,,,,,,0
HS010195,Dairy,109,road,9.39,2,8,0,20.6,1,0,0.878,0.8,,,,,,,,,,0.8,,,,,,,,,1
HS010196,Mango,1039,local,8.31,8,12,4,25.5,2,0,0.054,0.871,,,,,,,,,,0.871,,,,,,,,,1
HS010197,Banana,371,rail,8.2,12,15,12,20.9,2,0,0.787,0.795,,,,,,,,,,0.795,,,,,,,,,0
HS010198,Rice,368,road,8.31,15,30,14,17.6,0,0,0.001,0.868,,,,,,,,,,0.868,,,,,,,,,0
HS010199,Leafy Vegetables,683,rail,6.24,2,8,18,27.1,1,0,0.382,0.853,,,,,,,,,,0.853,,,,,,,,,0
HS010200,Mango,553,road,5.47,8,12,15,10.6,0,0,0.85,0.725,,,,,,,,,,0.725,,,,,,,,,1
